concept_id_1,concept_id_2,relationship_id,valid_start_date,valid_end_date,invalid_reason
719311,2051502519,Mapped from,2025-04-18,2099-12-31,
720727,2051501145,Mapped from,2025-04-18,2099-12-31,
720810,2051500160,Mapped from,2025-04-18,2099-12-31,
721724,2051503488,Mapped from,2025-04-18,2099-12-31,
722031,2051503067,Mapped from,2025-04-18,2099-12-31,
723013,2051502297,Mapped from,2025-04-18,2099-12-31,
724394,2051504051,Mapped from,2025-04-18,2099-12-31,
724816,2051503020,Mapped from,2025-04-18,2099-12-31,
724908,2051502507,Mapped from,2025-04-18,2099-12-31,
725131,2051503055,Mapped from,2025-04-18,2099-12-31,
725822,2051504195,Mapped from,2025-04-18,2099-12-31,
729855,2051504251,Mapped from,2025-04-18,2099-12-31,
730548,2051501760,Mapped from,2025-04-18,2099-12-31,
730729,2051503682,Mapped from,2025-04-18,2099-12-31,
731188,2051502110,Mapped from,2025-04-18,2099-12-31,
731533,2051502227,Mapped from,2025-04-18,2099-12-31,
732309,2051503213,Mapped from,2025-04-18,2099-12-31,
732893,2051501610,Mapped from,2025-04-18,2099-12-31,
733008,2051502881,Mapped from,2025-04-18,2099-12-31,
733301,2051502103,Mapped from,2025-04-18,2099-12-31,
733896,2051502523,Mapped from,2025-04-18,2099-12-31,
734275,2051502420,Mapped from,2025-04-18,2099-12-31,
735340,2051500570,Mapped from,2025-04-18,2099-12-31,
735850,2051504338,Mapped from,2025-04-18,2099-12-31,
735951,2051501385,Mapped from,2025-04-18,2099-12-31,
735979,2051500187,Mapped from,2025-04-18,2099-12-31,
738156,2051501302,Mapped from,2025-04-18,2099-12-31,
738818,2051502346,Mapped from,2025-04-18,2099-12-31,
739138,2051503894,Mapped from,2025-04-18,2099-12-31,
739363,2051500197,Mapped from,2025-04-18,2099-12-31,
739593,2051503982,Mapped from,2025-04-18,2099-12-31,
739711,2051503017,Mapped from,2025-04-18,2099-12-31,
739756,2051500751,Mapped from,2025-04-18,2099-12-31,
740275,2051501885,Mapped from,2025-04-18,2099-12-31,
740910,2051502829,Mapped from,2025-04-18,2099-12-31,
742185,2051503961,Mapped from,2025-04-18,2099-12-31,
742267,2051504330,Mapped from,2025-04-18,2099-12-31,
743196,2051500950,Mapped from,2025-04-18,2099-12-31,
743670,2051504254,Mapped from,2025-04-18,2099-12-31,
744740,2051503981,Mapped from,2025-04-18,2099-12-31,
744798,2051503308,Mapped from,2025-04-18,2099-12-31,
745466,2051504372,Mapped from,2025-04-18,2099-12-31,
745790,2051501552,Mapped from,2025-04-18,2099-12-31,
746655,2051501573,Mapped from,2025-04-18,2099-12-31,
748010,2051501893,Mapped from,2025-04-18,2099-12-31,
749727,2051500349,Mapped from,2025-04-18,2099-12-31,
749910,2051503861,Mapped from,2025-04-18,2099-12-31,
750119,2051503736,Mapped from,2025-04-18,2099-12-31,
750146,2051504099,Mapped from,2025-04-18,2099-12-31,
750982,2051502040,Mapped from,2025-04-18,2099-12-31,
751412,2051502682,Mapped from,2025-04-18,2099-12-31,
751698,2051502961,Mapped from,2025-04-18,2099-12-31,
752061,2051502880,Mapped from,2025-04-18,2099-12-31,
752276,2051503714,Mapped from,2025-04-18,2099-12-31,
753626,2051501559,Mapped from,2025-04-18,2099-12-31,
754270,2051502296,Mapped from,2025-04-18,2099-12-31,
755695,2051502688,Mapped from,2025-04-18,2099-12-31,
756018,2051503338,Mapped from,2025-04-18,2099-12-31,
756349,2051501398,Mapped from,2025-04-18,2099-12-31,
757352,2051500954,Mapped from,2025-04-18,2099-12-31,
757627,2051502077,Mapped from,2025-04-18,2099-12-31,
757688,2051500696,Mapped from,2025-04-18,2099-12-31,
759401,2051503716,Mapped from,2025-04-18,2099-12-31,
759740,2051501194,Mapped from,2025-04-18,2099-12-31,
763549,2051501770,Mapped from,2025-04-18,2099-12-31,
766067,2051503680,Mapped from,2025-04-18,2099-12-31,
766209,2051501085,Mapped from,2025-04-18,2099-12-31,
766337,2051500345,Mapped from,2025-04-18,2099-12-31,
766529,2051502594,Mapped from,2025-04-18,2099-12-31,
766814,2051500326,Mapped from,2025-04-18,2099-12-31,
777221,2051503324,Mapped from,2025-04-18,2099-12-31,
778268,2051502446,Mapped from,2025-04-18,2099-12-31,
778474,2051502496,Mapped from,2025-04-18,2099-12-31,
779329,2051503599,Mapped from,2025-04-18,2099-12-31,
779330,2051503482,Mapped from,2025-04-18,2099-12-31,
779580,2051503841,Mapped from,2025-04-18,2099-12-31,
780442,2051501734,Mapped from,2025-04-18,2099-12-31,
781039,2051501863,Mapped from,2025-04-18,2099-12-31,
781705,2051502968,Mapped from,2025-04-18,2099-12-31,
782043,2051501797,Mapped from,2025-04-18,2099-12-31,
782211,2051500747,Mapped from,2025-04-18,2099-12-31,
785649,2051503255,Mapped from,2025-04-18,2099-12-31,
785788,2051500813,Mapped from,2025-04-18,2099-12-31,
787362,2051503669,Mapped from,2025-04-18,2099-12-31,
789578,2051502985,Mapped from,2025-04-18,2099-12-31,
789578,2051503135,Mapped from,2025-04-18,2099-12-31,
790253,2051501703,Mapped from,2025-04-18,2099-12-31,
791967,2051504070,Mapped from,2025-04-18,2099-12-31,
792263,2051501499,Mapped from,2025-04-18,2099-12-31,
793433,2051503615,Mapped from,2025-04-18,2099-12-31,
793691,2051501337,Mapped from,2025-04-18,2099-12-31,
794147,2051500107,Mapped from,2025-04-18,2099-12-31,
794229,2051501631,Mapped from,2025-04-18,2099-12-31,
794852,2051502448,Mapped from,2025-04-18,2099-12-31,
795661,2051501756,Mapped from,2025-04-18,2099-12-31,
797399,2051503000,Mapped from,2025-04-18,2099-12-31,
797617,2051502975,Mapped from,2025-04-18,2099-12-31,
798834,2051501919,Mapped from,2025-04-18,2099-12-31,
798874,2051501263,Mapped from,2025-04-18,2099-12-31,
800878,2051502848,Mapped from,2025-04-18,2099-12-31,
801396,2051501666,Mapped from,2025-04-18,2099-12-31,
836654,2051501958,Mapped from,2025-04-18,2099-12-31,
836715,2051504071,Mapped from,2025-04-18,2099-12-31,
837027,2051502250,Mapped from,2025-04-18,2099-12-31,
901656,2051501626,Mapped from,2025-04-18,2099-12-31,
903963,2051500625,Mapped from,2025-04-18,2099-12-31,
904351,2051500194,Mapped from,2025-04-18,2099-12-31,
904453,2051501254,Mapped from,2025-04-18,2099-12-31,
905223,2051501887,Mapped from,2025-04-18,2099-12-31,
907879,2051501657,Mapped from,2025-04-18,2099-12-31,
908921,2051500343,Mapped from,2025-04-18,2099-12-31,
909165,2051501612,Mapped from,2025-04-18,2099-12-31,
911064,2051500771,Mapped from,2025-04-18,2099-12-31,
911638,2051503881,Mapped from,2025-04-18,2099-12-31,
914244,2051500334,Mapped from,2025-04-18,2099-12-31,
915542,2051502978,Mapped from,2025-04-18,2099-12-31,
915855,2051500358,Mapped from,2025-04-18,2099-12-31,
915981,2051500995,Mapped from,2025-04-18,2099-12-31,
916230,2051500822,Mapped from,2025-04-18,2099-12-31,
916751,2051501950,Mapped from,2025-04-18,2099-12-31,
916751,2051501951,Mapped from,2025-04-18,2099-12-31,
916751,2051502908,Mapped from,2025-04-18,2099-12-31,
916751,2051503039,Mapped from,2025-04-18,2099-12-31,
917006,2051504263,Mapped from,2025-04-18,2099-12-31,
918222,2051503155,Mapped from,2025-04-18,2099-12-31,
918881,2051500790,Mapped from,2025-04-18,2099-12-31,
920293,2051503249,Mapped from,2025-04-18,2099-12-31,
920378,2051502984,Mapped from,2025-04-18,2099-12-31,
922570,2051500980,Mapped from,2025-04-18,2099-12-31,
922868,2051502562,Mapped from,2025-04-18,2099-12-31,
923540,2051500254,Mapped from,2025-04-18,2099-12-31,
923645,2051503513,Mapped from,2025-04-18,2099-12-31,
923672,2051500090,Mapped from,2025-04-18,2099-12-31,
923672,2051500814,Mapped from,2025-04-18,2099-12-31,
924309,2051503700,Mapped from,2025-04-18,2099-12-31,
925952,2051503891,Mapped from,2025-04-18,2099-12-31,
927322,2051500085,Mapped from,2025-04-18,2099-12-31,
927322,2051503724,Mapped from,2025-04-18,2099-12-31,
928980,2051503268,Mapped from,2025-04-18,2099-12-31,
929128,2051502837,Mapped from,2025-04-18,2099-12-31,
929504,2051502410,Mapped from,2025-04-18,2099-12-31,
929549,2051503153,Mapped from,2025-04-18,2099-12-31,
929549,2051503889,Mapped from,2025-04-18,2099-12-31,
929698,2051500033,Mapped from,2025-04-18,2099-12-31,
930916,2051504210,Mapped from,2025-04-18,2099-12-31,
932196,2051503930,Mapped from,2025-04-18,2099-12-31,
934075,2051502888,Mapped from,2025-04-18,2099-12-31,
934262,2051503919,Mapped from,2025-04-18,2099-12-31,
935390,2051500243,Mapped from,2025-04-18,2099-12-31,
937368,2051501338,Mapped from,2025-04-18,2099-12-31,
937439,2051503256,Mapped from,2025-04-18,2099-12-31,
937712,2051500422,Mapped from,2025-04-18,2099-12-31,
938061,2051503566,Mapped from,2025-04-18,2099-12-31,
938061,2051503605,Mapped from,2025-04-18,2099-12-31,
939134,2051504369,Mapped from,2025-04-18,2099-12-31,
939881,2051502229,Mapped from,2025-04-18,2099-12-31,
940864,2051501814,Mapped from,2025-04-18,2099-12-31,
941052,2051501913,Mapped from,2025-04-18,2099-12-31,
942028,2051503204,Mapped from,2025-04-18,2099-12-31,
942691,2051500108,Mapped from,2025-04-18,2099-12-31,
943030,2051503676,Mapped from,2025-04-18,2099-12-31,
944360,2051500869,Mapped from,2025-04-18,2099-12-31,
945286,2051502681,Mapped from,2025-04-18,2099-12-31,
946340,2051502475,Mapped from,2025-04-18,2099-12-31,
947705,2051502369,Mapped from,2025-04-18,2099-12-31,
948582,2051500997,Mapped from,2025-04-18,2099-12-31,
950098,2051501871,Mapped from,2025-04-18,2099-12-31,
950316,2051503614,Mapped from,2025-04-18,2099-12-31,
950637,2051500163,Mapped from,2025-04-18,2099-12-31,
955372,2051503152,Mapped from,2025-04-18,2099-12-31,
955632,2051502487,Mapped from,2025-04-18,2099-12-31,
956691,2051502608,Mapped from,2025-04-18,2099-12-31,
957393,2051503567,Mapped from,2025-04-18,2099-12-31,
959174,2051500631,Mapped from,2025-04-18,2099-12-31,
959362,2051501058,Mapped from,2025-04-18,2099-12-31,
961145,2051502796,Mapped from,2025-04-18,2099-12-31,
962398,2051502775,Mapped from,2025-04-18,2099-12-31,
963970,2051500285,Mapped from,2025-04-18,2099-12-31,
964055,2051503631,Mapped from,2025-04-18,2099-12-31,
964339,2051502986,Mapped from,2025-04-18,2099-12-31,
964407,2051503358,Mapped from,2025-04-18,2099-12-31,
964407,2051506849,Mapped from,2025-04-18,2099-12-31,
965748,2051502499,Mapped from,2025-04-18,2099-12-31,
966282,2051503751,Mapped from,2025-04-18,2099-12-31,
966376,2051504337,Mapped from,2025-04-18,2099-12-31,
966913,2051503735,Mapped from,2025-04-18,2099-12-31,
966956,2051501627,Mapped from,2025-04-18,2099-12-31,
967823,2051503666,Mapped from,2025-04-18,2099-12-31,
969004,2051500913,Mapped from,2025-04-18,2099-12-31,
970250,2051502535,Mapped from,2025-04-18,2099-12-31,
974140,2051503664,Mapped from,2025-04-18,2099-12-31,
974166,2051502912,Mapped from,2025-04-18,2099-12-31,
976309,2051503677,Mapped from,2025-04-18,2099-12-31,
976778,2051500597,Mapped from,2025-04-18,2099-12-31,
979096,2051502732,Mapped from,2025-04-18,2099-12-31,
981774,2051500198,Mapped from,2025-04-18,2099-12-31,
985247,2051501599,Mapped from,2025-04-18,2099-12-31,
985708,2051503194,Mapped from,2025-04-18,2099-12-31,
986790,2051500607,Mapped from,2025-04-18,2099-12-31,
987009,2051503648,Mapped from,2025-04-18,2099-12-31,
988447,2051502419,Mapped from,2025-04-18,2099-12-31,
989878,2051500930,Mapped from,2025-04-18,2099-12-31,
990069,2051502795,Mapped from,2025-04-18,2099-12-31,
990678,2051502871,Mapped from,2025-04-18,2099-12-31,
993979,2051500559,Mapped from,2025-04-18,2099-12-31,
994341,2051502801,Mapped from,2025-04-18,2099-12-31,
996416,2051504350,Mapped from,2025-04-18,2099-12-31,
996625,2051501678,Mapped from,2025-04-18,2099-12-31,
997276,2051502509,Mapped from,2025-04-18,2099-12-31,
997881,2051501434,Mapped from,2025-04-18,2099-12-31,
1000560,2051504370,Mapped from,2025-04-18,2099-12-31,
1000632,2051501693,Mapped from,2025-04-18,2099-12-31,
1001419,2051502435,Mapped from,2025-04-18,2099-12-31,
1036094,2051503766,Mapped from,2025-04-18,2099-12-31,
1036600,2051503679,Mapped from,2025-04-18,2099-12-31,
1101554,2051503178,Mapped from,2025-04-18,2099-12-31,
1102527,2051502830,Mapped from,2025-04-18,2099-12-31,
1103006,2051500049,Mapped from,2025-04-18,2099-12-31,
1103314,2051501813,Mapped from,2025-04-18,2099-12-31,
1103552,2051501424,Mapped from,2025-04-18,2099-12-31,
1103640,2051503695,Mapped from,2025-04-18,2099-12-31,
1106740,2051502090,Mapped from,2025-04-18,2099-12-31,
1107830,2051503899,Mapped from,2025-04-18,2099-12-31,
1110410,2051502827,Mapped from,2025-04-18,2099-12-31,
1110727,2051500690,Mapped from,2025-04-18,2099-12-31,
1112807,2051502467,Mapped from,2025-04-18,2099-12-31,
1114122,2051501549,Mapped from,2025-04-18,2099-12-31,
1116031,2051500957,Mapped from,2025-04-18,2099-12-31,
1118084,2051501327,Mapped from,2025-04-18,2099-12-31,
1118117,2051500557,Mapped from,2025-04-18,2099-12-31,
1119510,2051500637,Mapped from,2025-04-18,2099-12-31,
1123534,2051503988,Mapped from,2025-04-18,2099-12-31,
1124300,2051501169,Mapped from,2025-04-18,2099-12-31,
1124957,2051503658,Mapped from,2025-04-18,2099-12-31,
1125315,2051500148,Mapped from,2025-04-18,2099-12-31,
1125765,2051503657,Mapped from,2025-04-18,2099-12-31,
1126128,2051501645,Mapped from,2025-04-18,2099-12-31,
1126557,2051503069,Mapped from,2025-04-18,2099-12-31,
1126658,2051502340,Mapped from,2025-04-18,2099-12-31,
1129625,2051502892,Mapped from,2025-04-18,2099-12-31,
1130585,2051502083,Mapped from,2025-04-18,2099-12-31,
1130863,2051504097,Mapped from,2025-04-18,2099-12-31,
1133201,2051502557,Mapped from,2025-04-18,2099-12-31,
1133732,2051502272,Mapped from,2025-04-18,2099-12-31,
1134439,2051502860,Mapped from,2025-04-18,2099-12-31,
1136487,2051504054,Mapped from,2025-04-18,2099-12-31,
1137529,2051504162,Mapped from,2025-04-18,2099-12-31,
1139216,2051500415,Mapped from,2025-04-18,2099-12-31,
1140643,2051500139,Mapped from,2025-04-18,2099-12-31,
1141018,2051502388,Mapped from,2025-04-18,2099-12-31,
1143374,2051501891,Mapped from,2025-04-18,2099-12-31,
1145379,2051500348,Mapped from,2025-04-18,2099-12-31,
1145493,2051500321,Mapped from,2025-04-18,2099-12-31,
1145734,2051503718,Mapped from,2025-04-18,2099-12-31,
1145882,2051503471,Mapped from,2025-04-18,2099-12-31,
1145960,2051501964,Mapped from,2025-04-18,2099-12-31,
1146074,2051503866,Mapped from,2025-04-18,2099-12-31,
1146481,2051502890,Mapped from,2025-04-18,2099-12-31,
1146591,2051502757,Mapped from,2025-04-18,2099-12-31,
1146599,2051504275,Mapped from,2025-04-18,2099-12-31,
1146601,2051500605,Mapped from,2025-04-18,2099-12-31,
1146605,2051500906,Mapped from,2025-04-18,2099-12-31,
1149196,2051504049,Mapped from,2025-04-18,2099-12-31,
1150345,2051503427,Mapped from,2025-04-18,2099-12-31,
1150770,2051503321,Mapped from,2025-04-18,2099-12-31,
1150836,2051502462,Mapped from,2025-04-18,2099-12-31,
1150886,2051503880,Mapped from,2025-04-18,2099-12-31,
1153013,2051503040,Mapped from,2025-04-18,2099-12-31,
1153428,2051504047,Mapped from,2025-04-18,2099-12-31,
1153664,2051502348,Mapped from,2025-04-18,2099-12-31,
1154029,2051502293,Mapped from,2025-04-18,2099-12-31,
1154077,2051501075,Mapped from,2025-04-18,2099-12-31,
1154332,2051504194,Mapped from,2025-04-18,2099-12-31,
1154343,2051501439,Mapped from,2025-04-18,2099-12-31,
1156378,2051502478,Mapped from,2025-04-18,2099-12-31,
1163944,2051504247,Mapped from,2025-04-18,2099-12-31,
1167322,2051501942,Mapped from,2025-04-18,2099-12-31,
1174888,2051500630,Mapped from,2025-04-18,2099-12-31,
1177480,2051501206,Mapped from,2025-04-18,2099-12-31,
1178663,2051502634,Mapped from,2025-04-18,2099-12-31,
1183554,2051503687,Mapped from,2025-04-18,2099-12-31,
1189458,2051501219,Mapped from,2025-04-18,2099-12-31,
1189766,2051503699,Mapped from,2025-04-18,2099-12-31,
1192710,2051500811,Mapped from,2025-04-18,2099-12-31,
1201620,2051503671,Mapped from,2025-04-18,2099-12-31,
1237049,2051502887,Mapped from,2025-04-18,2099-12-31,
1301152,2051503498,Mapped from,2025-04-18,2099-12-31,
1301267,2051501111,Mapped from,2025-04-18,2099-12-31,
1304044,2051500693,Mapped from,2025-04-18,2099-12-31,
1305058,2051501447,Mapped from,2025-04-18,2099-12-31,
1305058,2051502920,Mapped from,2025-04-18,2099-12-31,
1305447,2051502709,Mapped from,2025-04-18,2099-12-31,
1305637,2051500352,Mapped from,2025-04-18,2099-12-31,
1307515,2051507726,Mapped from,2025-04-18,2099-12-31,
1307863,2051502559,Mapped from,2025-04-18,2099-12-31,
1308290,2051502825,Mapped from,2025-04-18,2099-12-31,
1308738,2051503304,Mapped from,2025-04-18,2099-12-31,
1309161,2051502609,Mapped from,2025-04-18,2099-12-31,
1309188,2051503193,Mapped from,2025-04-18,2099-12-31,
1309204,2051502889,Mapped from,2025-04-18,2099-12-31,
1309944,2051501488,Mapped from,2025-04-18,2099-12-31,
1310149,2051503953,Mapped from,2025-04-18,2099-12-31,
1310317,2051502425,Mapped from,2025-04-18,2099-12-31,
1311078,2051501105,Mapped from,2025-04-18,2099-12-31,
1311409,2051502288,Mapped from,2025-04-18,2099-12-31,
1311799,2051501561,Mapped from,2025-04-18,2099-12-31,
1311826,2051500238,Mapped from,2025-04-18,2099-12-31,
1314002,2051501867,Mapped from,2025-04-18,2099-12-31,
1314273,2051501390,Mapped from,2025-04-18,2099-12-31,
1314865,2051501955,Mapped from,2025-04-18,2099-12-31,
1315286,2051503124,Mapped from,2025-04-18,2099-12-31,
1315942,2051500368,Mapped from,2025-04-18,2099-12-31,
1315946,2051500340,Mapped from,2025-04-18,2099-12-31,
1318011,2051503066,Mapped from,2025-04-18,2099-12-31,
1321341,2051502506,Mapped from,2025-04-18,2099-12-31,
1325124,2051503229,Mapped from,2025-04-18,2099-12-31,
1326303,2051501560,Mapped from,2025-04-18,2099-12-31,
1328165,2051502271,Mapped from,2025-04-18,2099-12-31,
1329241,2051500286,Mapped from,2025-04-18,2099-12-31,
1331235,2051504085,Mapped from,2025-04-18,2099-12-31,
1333357,2051502739,Mapped from,2025-04-18,2099-12-31,
1333379,2051500816,Mapped from,2025-04-18,2099-12-31,
1337620,2051501182,Mapped from,2025-04-18,2099-12-31,
1337860,2051502517,Mapped from,2025-04-18,2099-12-31,
1338512,2051501679,Mapped from,2025-04-18,2099-12-31,
1340532,2051500277,Mapped from,2025-04-18,2099-12-31,
1341238,2051503377,Mapped from,2025-04-18,2099-12-31,
1344354,2051502777,Mapped from,2025-04-18,2099-12-31,
1344381,2051504188,Mapped from,2025-04-18,2099-12-31,
1345205,2051503036,Mapped from,2025-04-18,2099-12-31,
1347450,2051500177,Mapped from,2025-04-18,2099-12-31,
1347450,2051507727,Mapped from,2025-04-18,2099-12-31,
1348265,2051500513,Mapped from,2025-04-18,2099-12-31,
1350066,2051501184,Mapped from,2025-04-18,2099-12-31,
1350504,2051502006,Mapped from,2025-04-18,2099-12-31,
1351779,2051503246,Mapped from,2025-04-18,2099-12-31,
1351935,2051507723,Mapped from,2025-04-18,2099-12-31,
1351935,2051507902,Mapped from,2025-04-18,2099-12-31,
1353011,2051501727,Mapped from,2025-04-18,2099-12-31,
1354860,2051502650,Mapped from,2025-04-18,2099-12-31,
1356066,2051500157,Mapped from,2025-04-18,2099-12-31,
1356461,2051500824,Mapped from,2025-04-18,2099-12-31,
1360067,2051503530,Mapped from,2025-04-18,2099-12-31,
1361401,2051502075,Mapped from,2025-04-18,2099-12-31,
1361444,2051503728,Mapped from,2025-04-18,2099-12-31,
1362225,2051502449,Mapped from,2025-04-18,2099-12-31,
1363387,2051501847,Mapped from,2025-04-18,2099-12-31,
1363516,2051502289,Mapped from,2025-04-18,2099-12-31,
1363981,2051501890,Mapped from,2025-04-18,2099-12-31,
1367571,2051504178,Mapped from,2025-04-18,2099-12-31,
1377023,2051500842,Mapped from,2025-04-18,2099-12-31,
1377141,2051500662,Mapped from,2025-04-18,2099-12-31,
1378382,2051501987,Mapped from,2025-04-18,2099-12-31,
1386957,2051502114,Mapped from,2025-04-18,2099-12-31,
1389036,2051502421,Mapped from,2025-04-18,2099-12-31,
1390051,2051501921,Mapped from,2025-04-18,2099-12-31,
1391846,2051500710,Mapped from,2025-04-18,2099-12-31,
1394027,2051503532,Mapped from,2025-04-18,2099-12-31,
1394337,2051502524,Mapped from,2025-04-18,2099-12-31,
1395557,2051503634,Mapped from,2025-04-18,2099-12-31,
1397599,2051501205,Mapped from,2025-04-18,2099-12-31,
1398937,2051502268,Mapped from,2025-04-18,2099-12-31,
1436678,2051500168,Mapped from,2025-04-18,2099-12-31,
1437379,2051501183,Mapped from,2025-04-18,2099-12-31,
1500211,2051503441,Mapped from,2025-04-18,2099-12-31,
1502809,2051500382,Mapped from,2025-04-18,2099-12-31,
1503057,2051500638,Mapped from,2025-04-18,2099-12-31,
1503184,2051503478,Mapped from,2025-04-18,2099-12-31,
1503297,2051503201,Mapped from,2025-04-18,2099-12-31,
1505346,2051503328,Mapped from,2025-04-18,2099-12-31,
1506602,2051502863,Mapped from,2025-04-18,2099-12-31,
1507558,2051503691,Mapped from,2025-04-18,2099-12-31,
1508439,2051504065,Mapped from,2025-04-18,2099-12-31,
1510813,2051501854,Mapped from,2025-04-18,2099-12-31,
1511646,2051502225,Mapped from,2025-04-18,2099-12-31,
1512480,2051500361,Mapped from,2025-04-18,2099-12-31,
1515249,2051504331,Mapped from,2025-04-18,2099-12-31,
1516800,2051500170,Mapped from,2025-04-18,2099-12-31,
1517824,2051502970,Mapped from,2025-04-18,2099-12-31,
1518254,2051502418,Mapped from,2025-04-18,2099-12-31,
1521369,2051503306,Mapped from,2025-04-18,2099-12-31,
1524674,2051500412,Mapped from,2025-04-18,2099-12-31,
1525215,2051500301,Mapped from,2025-04-18,2099-12-31,
1525348,2051503541,Mapped from,2025-04-18,2099-12-31,
1525866,2051502781,Mapped from,2025-04-18,2099-12-31,
1536883,2051500205,Mapped from,2025-04-18,2099-12-31,
1536955,2051501123,Mapped from,2025-04-18,2099-12-31,
1537365,2051500172,Mapped from,2025-04-18,2099-12-31,
1539403,2051503901,Mapped from,2025-04-18,2099-12-31,
1545958,2051500861,Mapped from,2025-04-18,2099-12-31,
1548195,2051502429,Mapped from,2025-04-18,2099-12-31,
1549254,2051502606,Mapped from,2025-04-18,2099-12-31,
1549786,2051502839,Mapped from,2025-04-18,2099-12-31,
1551099,2051502600,Mapped from,2025-04-18,2099-12-31,
1551803,2051502400,Mapped from,2025-04-18,2099-12-31,
1552929,2051503523,Mapped from,2025-04-18,2099-12-31,
1553610,2051502648,Mapped from,2025-04-18,2099-12-31,
1554072,2051502511,Mapped from,2025-04-18,2099-12-31,
1555887,2051503659,Mapped from,2025-04-18,2099-12-31,
1557272,2051503223,Mapped from,2025-04-18,2099-12-31,
1558242,2051501766,Mapped from,2025-04-18,2099-12-31,
1558471,2051503940,Mapped from,2025-04-18,2099-12-31,
1560045,2051502531,Mapped from,2025-04-18,2099-12-31,
1560171,2051501866,Mapped from,2025-04-18,2099-12-31,
1560524,2051502472,Mapped from,2025-04-18,2099-12-31,
1589505,2051503898,Mapped from,2025-04-18,2099-12-31,
1592085,2051503627,Mapped from,2025-04-18,2099-12-31,
1592565,2051502851,Mapped from,2025-04-18,2099-12-31,
1592567,2051501672,Mapped from,2025-04-18,2099-12-31,
1593101,2051501330,Mapped from,2025-04-18,2099-12-31,
1593105,2051503824,Mapped from,2025-04-18,2099-12-31,
1594241,2051501630,Mapped from,2025-04-18,2099-12-31,
1594283,2051504260,Mapped from,2025-04-18,2099-12-31,
1594298,2051500092,Mapped from,2025-04-18,2099-12-31,
1594489,2051503868,Mapped from,2025-04-18,2099-12-31,
1594756,2051501490,Mapped from,2025-04-18,2099-12-31,
1596977,2051500289,Mapped from,2025-04-18,2099-12-31,
1598658,2051503126,Mapped from,2025-04-18,2099-12-31,
1598819,2051504202,Mapped from,2025-04-18,2099-12-31,
1636780,2051502847,Mapped from,2025-04-18,2099-12-31,
1636780,2051502870,Mapped from,2025-04-18,2099-12-31,
1702911,2051501461,Mapped from,2025-04-18,2099-12-31,
1703026,2051500691,Mapped from,2025-04-18,2099-12-31,
1703653,2051504068,Mapped from,2025-04-18,2099-12-31,
1704139,2051501350,Mapped from,2025-04-18,2099-12-31,
1704758,2051502020,Mapped from,2025-04-18,2099-12-31,
1707164,2051502303,Mapped from,2025-04-18,2099-12-31,
