concept_id,concept_synonym_name,language_concept_id
2051500057,"Lead(2+) nitrate; lead (2+) nitrate; Lead dinitrate; Pb(NO3)2; Plumbous nitrate; lead nitrate, 210Pb(2+)-labeled; Lead nitrate (Pb(NO3)2); Lead nitric acid; CHEBI:37187",4180186
2051500059,"Rufast; (S)-a-Cyano-3-phenoxybenzyl (Z)-(1R,3S)-2,2-dimethyl-3-2-(2,2,2-trifluoro-1-trifluoromethylethoxycarbonyl)vinylcyclopropanecarboxylate; (S)-Cyano(3-phenoxyphenyl)methyl (1R,3S)-3-{(1Z)-3-(1,1,1,3,3,3-hexafluoropropan-2-yl)oxy-3-oxoprop-1-en-1-yl}-",4180186
2051500064,"Bis(nitrato)dioxouranium; Uranium oxynitrate; Uranium nitrate; Bis(nitrato-o,o')dioxouranium; Bis(nitrato-ko)(dioxo)uranium; Uranyl nitric acid; Uranyl dinitrate; Bis(nitrato-o)dioxouranium; Dinitratodioxouranium; CHEBI:25520",4180186
2051500065,"Disodium selenite; H2-O3-Se.1/2Na; Natriumselenit; Selenious acid (H2seo3), disodium salt; Selenious acid, disodium salt; Sodium selenite pentahydrate; Sodium selenite, anhydr; Disodium selenium trioxide; CHEBI:48843",4180186
2051500073,Microcystis aeruginosa toxin; 5-L-Arginine-microcystin LA; Microcystin-LR microcystis aeruginosa; Microcystin-lr; Microcystin LR; MCYST-LR; Cyanoginosin LR; Toxin LR; Toxin-LR; Acb-arg-add-cab-maa-dal-leu; CHEBI:6925,4180186
2051500074,Dyrene; CHEBI:82076,4180186
2051500075,Cyanoginosin LA 3-L-tyrosine-5-L-arginine; 3-tyrosyl-5-arginine-Cyanoginosin LA; cyanoginosin LA 3-L-tyrosyl-5-L-arginine; Microcystin-yr; Microcystin YR; Cyanoginosin-YR; Cyanoginosin YR; CHEBI:421966,4180186
2051500076,"cadmium(2+) chloride; Vi-cad; Chloride, cadmium; Cadmium(II) chloride; Dichlorocadmium; Dichloride, cadmium; Cadmium turf fungicide; CdCl2; CHEBI:35456",4180186
2051500079,Hydrochloric acid mercury salt; HgCl2; Hg2Cl2; Hg2-Cl2; dimercury(2+) chloride; Dimercury dichloride; Cyclosan; Calotab; Calomel; (dimercury) dichloride; Calogreen; Mild mercury chloride; Mercury subchloride; Mercury protochloride; Mercury monochloride; M,4180186
2051500080,"Bisamine; p,p'-methylenebiso-chloroaniline; p,p'-methylenebis.alpha.-chloroaniline; p,p'-methylenebis(ortho-chloroaniline); p,p'-methylenebis(o-chloroaniline); p,p'-methylenebis(alpha-chloroaniline); p,p'-methylenebis(a-chloroaniline); MOCA; Millionate m;",4180186
2051500082,"METHYL 2-4-methoxy-6-methyl-1,3,5-trazin-2-yl(methyl)carbamoylsulfamoylbenzoate; Sulfmethmeton-methyl; Tribenuron methyl; Methyl 2-({(4-methoxy-6-methyl-1,3,5-triazin-2-yl)(methyl)aminocarbonyl}amino)sulfonylbenzoate; Tribenuron methyl ester; CHEBI:9678",4180186
2051500083,Isopropyl n-(m-chlorophenyl)carbamate; Isopropyl N-3-chlorophenyl; Isopropyl n-chlorophenylcarbamate; Isopropyl-m-chlorocarbanilate; Isopropyl-N-(3-chlorophenyl)carbamate; Isopropyl-N-(3-chlorphenyl)-carbamat; Isopropyl-N-3-chlorophenyl carbamate; Carbama,4180186
2051500084,"Cadmium(II) sulfate; Cadmium(II) sulphate; CdSO4; Sulfuric acid, cadmium salt; Sulphuric acid, cadmium salt, tetrahydrate; Cadmium(2+) sulphate; Cadmium sulfic acid; Cadmium sulphate; Cadmium sulphic acid; Cadmium(2+) sulfate; Cadmium mesosulfate; Cadmium",4180186
2051500085,"Nitric acid, calcium salt; Nitrocalcite; Norge saltpeter; Norway saltpeter; Norwegian saltpeter; Saltpeter; Synfat 1006; Anhydrous calcium nitrate; Calcium dinitrate; Calcium nitrate solution; Calcium nitric acid; Calcium saltpeter; Calcium standard for a",4180186
2051500086,"Cobalt(II) sulphate; Cobaltous sulfate; Cobaltous sulfate salt (1:1); Cobaltous sulphate; Cobaltous sulphate salt (1:1); CoSO4; Sulfuric acid, cobalt(2+) salt (1:1); Cobalt (2+) sulfate; Cobalt (2+) sulphate; Cobalt brown; Cobalt monosulfate; Cobalt monos",4180186
2051500089,"Fisons B25; Karbin; Barbane; Barbanate; Barbamate; Neoban; RCRA waste no. U280; Caryne; 2-Butyn-1-ol, 4-chloro-, m-chlorocarbanilate; Carbyne; 4-Chloro-2-butynyl N-(3-chlorophenyl)carbamate; 2-Butynyl-4-chloro-m-chlorocarbanilate; 4-Chlorobut-2-ynyl-m-chl",4180186
2051500090,Levbid; L-Tropine Tropate; L-Hyoscyamine; L-Hyopscyamine; L-Hyoscamine; (-)-Atropine; (-)-Hyoscyamine; (leo)-atropine; (leo)-hyoscyamine; (S)-(-)-Hyoscyamine; (S)-(leo)-hyoscyamine; (S)-(\u2212)-hyoscyamine; (S)-atropine; (S)atropine; (\u2212)-atropine; (,4180186
2051500095,"RCRA waste no. U030; 1-Bromo-4-phenoxybenzene; 4-Bromobiphenyl ether; 4-Bromodiphenyl ether; 4-BROMODIPHENYLOXIDE; 4-Bromophenoxybenzene; 4-Bromophenyl phenyl ether; 4-Phenoxy-1-bromobenzene; Ether, 4-bromophenyl phenyl; Ether, p-bromophenyl phenyl; Ether",4180186
2051500096,"Para,para'-methylenebis(phenyl isocyanate); Desmodur 44; Crude mdi; Caradate 30; Bis(para-isocyanatophenyl)methane; Bis(p-isocyanatophenyl)methane; Bis(4-isocyanatophenyl)methane; Bis(1,4-isocyanatophenyl)methane; Benzene, {1,1'-methylenebis4-isocyanato-}",4180186
2051500099,"4, 4'-Methylenebis(aniline); p, p'-Methylenedianiline; DDM; Di(4-aminophenyl)methane; 4,4'-Methylene(bisaniline); 4, 4'-Diphenylmethanediamine; Bis(p-aminophenyl)methane; Diaminodiphenylmethane; Bis(aminophenyl)methane; Di-(4-aminophenyl)methane; 4,4'-Dip",4180186
2051500106,Epoxyheptachlor; Heptachlore epoxide; b-heptachlorepoxide; CHEBI:25520,4180186
2051500107,Maprotilina; Ludiomil; Deprilept; Psymion; Maprotylina; Maprotilinum; BA-34276; CHEBI:127713,4180186
2051500108,TEOA; Thiofaco T-35; Tri(hydroxyethyl)amine; Triethanolamin; Triethanolamin-NG; Triethanolamine condensate polymer; Triethanolamine homopolymer; Triethylolamine; Trihydroxyethylamine; Trolamine (NF); Tea (amino alcohol); Sting-kill; Sterolamide; Sodium is,4180186
2051500110,e Keppra; Levitiracetam; Levetiractam; Levetiracetamum; Keppra; CHEBI:352567,4180186
2051500112,"Tau-fluvalinic acid; Klartan; N-2-chloro-4-(Trifluoromethyl)phenyl-D-valine cyano(3-phenoxyphenyl)methyl ester; Fluwarol; Fluvarol; (RS)-alpha-cyano-3-phenoxybenzyl N-(2-chloro-alpha,alpha,alpha-trifluoro-P-tolyl)-D-valinate; Fluvalinate; CHEBI:39367",4180186
2051500115,Hydrogen tetrabromoaurate(III) hydrate; Gold(III) bromide hydrate; gold(3+) bromide; Gold tribromide; Gold Bromide (aubr3); AuBr3; AuBr3; CHEBI:30079,4180186
2051500130,"Cadmium nitric acid; Cadmium(2+I) nitrate; Cadmium(II) dinitrate; Cadmium(II) nitrate; Cd(NO3)2; Nitric acid, cadmium salt; Nitric acid, cadmium salt (2:1); Cadmium dinitrate; Cadmium(2+I) dinitrate; CHEBI:77732",4180186
2051500132,delta-2-Hydroxypropanoic acid; (-)-Lactic acid; delta-2-Hydroxypropionic acid; delta-Lactate; delta-Lactic acid; DLA; L-(+)-Lactate; L-Lactic acid; Propel; Tisulac; delta-2-Hydroxypropionate; (R)-(-)-Lactate; (R)-(-)-Lactic acid; (R)-2-Hydroxypropanoate; ,4180186
2051500137,BaCl2; Dichlorobarium; CHEBI:63317,4180186
2051500139,Migraneitor; Nazdav; NP101; Sapphirex; Sumatran; Sumatriptan Succinate; Sumatriptanum; Imigran; Altaxa; ALSUMA; Adracon; 3-2-(dimethylamino)Ethyl-N-methylindole-5-methanesulfonamide; 3-(2-(dimethylamino)Ethyl)-N-methyl-1H-indole-5-methanesulfonamide; 1-3-,4180186
2051500140,"PI; Additive ti; Benzene,isocyanate; Carbanil; Fenylisokyanat; Isocyanatobenzene; Isocyanic acid, phenyl ester; Isocyanic acid, phenyl ester (8ci); Karbanil; Mondur p; Phenyl carbonimide; Phenyl ester OF isocyanic acid; Phenyl isocyanic acid; Phenylcarbim",4180186
2051500146,Benzylformate; Benzeneacetic acid; Benzeneacetate; alpha-Toluic acid; alpha-Toluate; a-Toluic acid; 2-Phenylethanoic acid; 2-Phenylethanoate; w-Phenylacetate; Phenylethanoic acid; a-Toluate; 2-Phenylacetic acid; 2-Phenylacetate; Phenylethanoate; Phenylace,4180186
2051500148,4-Acetaminophenol; Alpiny; alpha-Per; Allay; Algotropyl; Algomol; Algina; Algesidal; Actimol Chewable Tablets; Actimol Children'S Suspension; Actimol Infants' Suspension; Actimol Junior Strength Caplets; Actron; Afebrin; Afebryl; Aferadol; Acetalgin; Acet,4180186
2051500156,"P -N -Nonylphenol; Phenol, nonyl derivs.; Para-nonylphenol; Para nonyl phenol; P-Nonylphenol (endocrine disrupter); P-Nonylphenol; p-Nonyl-Phenol; P-N-Nonylphenol; Nonylphenol (mixed); Nonylphenol; Nonyl-Phenol; 4-Tert-nonylphenol; 4-Nonyl-Phenol; 4-N-Non",4180186
2051500157,n-butylbenzene; 1-phenylbutane; 1-butylbenzene; CHEBI:44194,4180186
2051500158,"(+)-trans-resmethrin; (5-Benzyl-3-furyl)methyl chrysanthemate; 1R-trans-Resemethrin; 1S, cis-Resmethrin; 5-Benzyl-3-furylmethyl (+)-trans-chrysanthemate; 5-Benzyl-3-furylmethyl (+-)-cis,trans-chrysanthemate; 5-Benzyl-3-furylmethyl (+-)-cis-trans-chrysanth",4180186
2051500159,trans-3-Phenyl-2-propenal; Cinnemaldehyde; Cinnamylaldehyde; 3-Fenylpropenal; (E)-Cinnamaldehyde; (E)-3-Phenyl-2-propenal; (E)-3-Phenylpropenal; (2E)-3-phenylacrylaldehyde; (2E)-3-Phenyl-2-propenal; Cinnamyl aldehyde; Cinnamic aldehyde; Cinnamal; beta-Phe,4180186
2051500160,"Mirapex; (-)-Pramipexole; (S)-N\u200a\u200a6-propyl-4,5,6,7-tetrahydro-1,3-benzothiazole-2,6-diamine; Glepark; Medopexol; Miramel; Miraper; Mirapexin; Pexola; Pramipexol; Pramipexolum; Sifrol; Sifrol ER; CHEBI:8356",4180186
2051500162,p-Methoxyphenylamine; 1-Methoxy-4-amino-benzen (p-anisidin); 1-Methoxy-4-amino-benzene / p-anisidine; 4-Aminoanisole; Para-anisidine; 4-Anisidine; 4-Methoxy-1-aminobenzene; 4-METHOXY-ANILINE; 4-Methoxy-Benzenamine; 4-Methoxy-phenylamine; 4-Methoxyaniline;,4180186
2051500163,FK 506; Advagraf; 8-DEETHYL-8-but-3-enyl-ascomycin; (-)-FK 506; Tacrolimus anhydrous; Protopic; Prograf; Hecoria; FK506; CHEBI:61049,4180186
2051500166,Hexaminocobaltic chloride; Hexammine cobalt(III) chloride; Hexamminocobalt chloride; Cobalt-hexamine chloride; Cobalt hexammine trichloride; Cobalt hexammine chloride; Hexaaminecobalt chloride; Hexaaminecobalt trichloride; Hexaaminecobalt(3+) trichloride;,4180186
2051500168,Mammonex; Zemide; Valodex; Trans-Tamoxifen; Tomifen; Tecnotax; Tamtero; Tamoxilon; Tamoxifenum; Tamoxifeno; Tamoxif\u00e8ne; Tamoxifen Citrate; Tamoxen; Tamoxasta; Tamoplex; Tamoneprin; Tamone; Tamofen; Tamizam; Tamifen; Tadex; Soltamox; Retaxim; PMS-Tamo,4180186
2051500169,N(NO2)O2; Dinitrogen tetraoxide; Distickstofftetroxid; Nitrogen tetraoxide; Nitrogen tetroxide; O2NNO2; CHEBI:29803,4180186
2051500170,Ridron; NE-58095; Benet; Atelvia; Actonel; Acidum risedronicum; Acido risedronico; Acide ris\u00e9droniqe; Risedrons\u00e4ure; Risedronic acid; CHEBI:183772,4180186
2051500174,"2-Amino-1-methyl-6-phenyl-1H-imidazo4,5-bpyridine; 1-Methyl-6-phenyl-1H-imidazo(4,5-b)pyridin-2-amine; 1-Methyl-6-phenyl-1H-imidazo4,5-bpyridin-2-amine, 9CI; 1H-Imidazo(4,5-b)pyridin-2-amine, 1-methyl-6-phenyl- (9CI); 1H-Imidazo(4,5-b)pyridine; 2-Amino-1-",4180186
2051500176,"Confidor; Premise 75; Provado; Merit; Imidacloprid (old RN); Imazethapyr; Gaucho; Confidor SL; Confidor 200 SL; Advantage; Admire; 1-(6-Chloro-3-pyridinyl)methyl-4,5-dihydro-N-nitro-1H-imidazol-2-amine; 1-(2-Chloro-5-pyridylmethyl)-2-(nitroimino)imidazoli",4180186
2051500180,Celcure; Bichromate of soda; Sodium bichromate; Osmose hollow heart concentrate; Na2Cr2O7; Koppers wolman salts cca; Disodium dichromate; Wolman salts cca-type c; Wolman salts cca-type b; Sodium dichromic acid; Sodium dichromate(VI); Sodium dichromate(2-),4180186
2051500181,Clasteon; Clodronic acid; Clodronsaeure; Clodrons\u00e4ure; (Dichloromethylene)bisphosphonic acid; (Dichloro-phosphono-methyl)-phosphonic acid; (Dichloromethylene)diphosphonic acid; Acide Clodronique; Acido Clodronico; Acidum Clodronicum; Sindronat; Ostac,4180186
2051500182,SDOHO:106; Adherence,4180186
2051500184,Kolfugo extra; Zhiweiling; Triticol; Thicoper; Supercarb; Subeej; Stempor; Stein; Spin (pesticide); SPIN; Sarfun; Protek; Preventol BCM; Preparation G 665; Pillarstin; Olgin (fungicide); Olgin; MYCO; Methylbenzimidazole-2-ylcarbamate; Methyl-N-(2-benzimid,4180186
2051500186,"2-trans-3,7-Dimethyl-2,6-octadiene-1-ol; 2E-Geraniol; 3,7-Dimethyl-(2E)-2,6-Octadien-1-ol; trans-3,7-Dimethy- octa-2,6-dien-1-ol; trans-2,6-Dimethyl-2,6-octadien-8-ol; Lemonol; Geranyl alcohol; Geraniol; FEMA 2507; b-Geraniol; 3,7-Dimethyl-trans-2,6-Octad",4180186
2051500187,Risperdal M-Tab; Buspirone; Belivon; Risperin; Rispolept; Rispolin; Sequinan; Spiron; Risperidona; Risperidonum; Risperidal M-Tab; risperdone; Risperdal Consta; Risperdal; Rispen; CHEBI:8871,4180186
2051500189,"para-xylene; P-Xylene; p-Methyltoluene; p-dimethylbenzene; 4-methyltoluene; 1,4-xylene; 1,4-Dimethylbenzol; 1,4-Dimethylbenzene; p-Xylol; CHEBI:27417",4180186
2051500190,1-Hydroxy-4-methylbenzene; 1-Methyl-4-hydroxybenzene; 4-Cresol; 4-Hydroxytoluene; 4-Methyl phenol; 4-Methyl-phenol; Paramethyl phenol; Paracresol; para-Cresol; p-Tolyl alcohol; p-Toluol; p-Oxytoluene; p-Methylhydroxybenzene; p-Methyl phenol; p-Kresol; p-H,4180186
2051500191,"Dichlorobenzene; 1, 4-Dichlorobenzene; 1,4-Chlorobenzene; 1,4-Dichloorbenzeen; 1,4-Dichlor-benzol; 1,4-Dichloro-Benzene; Di-chloricide; Dichlorocide; Evola; Globol; Kaydox; p-Chlorophenyl chloride; p-Dichlorbenzol; p-Dichloro-Benzene; p-Dichlorobenzene; p",4180186
2051500193,"p-Chinon; Semiquinone radicals; Semiquinone anion; Quinone1,4-Benzoquinone; Para-Quinone; Para-Benzoquinone; p-Quinone; p-Benzoquinone; Eldoquin; Cyclohexadienedione; Cyclohexadiene-1,4-dione; Chinone; Chinon; Benzoquinone; Benzo-chinon; Benzo-1,4-quinone",4180186
2051500194,Kerastick; 5-Aminolaevulinate; 5-Aminolaevulinic acid; Gliolan; Aladerm; Aminolevulinate; delta-Aminolevulinic acid; delta-Aminolevulinate; delta-ALA; DALA; Aminolevulinic acid; 5-ALA; 5-Amino-4-oxovaleric acid; 5-Amino-4-oxovalerate; 5-Amino-4-oxopentano,4180186
2051500197,Meridia; Medaria; Sibutramina; Reductil; Butramin; Sibutraminum; CHEBI:458192,4180186
2051500198,Adapalenum; Adapaleno; Adaferin; 6-(3-(1-Adamantyl)-4-methoxyphenyl)-2-naphthoic acid; Differin; Differine; CHEBI:31174,4180186
2051500201,Bromofume; Dibromoethylene; Dibromoethane; DBE; Edabrom; EDB; Ethylene Bromide; Ethylene Dibromide; Garden dowfume; Glycol bromide; Glycol dibromide; Iscobrome D; Kopfume; Nefis; Nephis; Sanhyuum; Soilbrom; Soilfume; SYM dibromoethane; SYM-dibromoethane; ,4180186
2051500202,1-BROMO-PROPANE; Bromo propane; Bromopropane; n-C3H7Br; N-propyl bromide; Propyl bromide; CHEBI:47105,4180186
2051500204,A 21 (lowing agent); UNK; Sec-butyl group; SBU; R-600; R 600 (alkane); NBU; N-C4H10; N-butane; N-Butane; N-butan; Methylethylmethane; LPG; Liquefied petroleum gas; HC 600 (hydrocarbon); Freon 600; e943a; e-943a; e 943a; Diethyl; Butyl hydride; Butani; But,4180186
2051500205,"alpha,gamma-Butadiene; 1,3-Butadien; Vinylethylene; Pyrrolylene; Divinyl; CH2=CHCH=CH2; CH22CH1CH2CH2; Butadiene; Butadien; Erythrene; Butadieen; Buta-1,3-diene; Buta-1,3-dien; Buta-1,3-dieen; Bivinyl; Biethylene; alpha,\u00abgamma\u00bb-Butadiene; CHEBI:",4180186
2051500208,Aqualin; Aqualine; Biocide; CH2=CHCHO; 2-Propenaldehyde; trans-Acrolein Formylethylene; Slimicide; Propylene aldehyde; Propenal; Magnacide; Ethylene aldehyde; Prop-2-enal; Prop-2-En-1-al; Papite; Magnacide H; 2-Propenal; 2-Propen-1-one; Propenaldehyde; Al,4180186
2051500209,"DCE; Ethylene chloride; Ethane dichloride; EDC; 1,2-DCE; a,b-Dichloroethane; alpha,beta-Dichloroethane; Glycol dichloride; Ethylene dichloride; CHEBI:27789",4180186
2051500212,"Acrylonitrile, inhibited; Vinyl cyanide; Ventox; VCN; Propenitrile; Propenenitrile; Propenenenitrile; Polyacrylonitrile; Nitrile acrylique; Nitrile acrilico; Miller's fumigrain; Fumigrain; Cyanure de vinyle; Cyanoethylene; Cyanoethene; Cyanide, vinyl; Cia",4180186
2051500214,2-Chloro-Acetaldehyde; Monochloroacetaldehyde; Rcra waste number P023; Chloroaldehyde; Chloroacetaldehyde monomer; Chloroacetalaldehyde; CH2ClCHO; 2-Chloroethanal; 2-Chloroacetaldehyde; 2-Chloro-1-ethanal; Chloroethanal; CHEBI:27871,4180186
2051500216,"2-Hydroxyethanol; Ethanediol; Ethane-1,2-diol; Dowtherm SR 1; Dihydroxyethane; Aliphatic diol; 1,2-Ethanediol; 1,2-Dihydroxyethane; 1,2-Ethandiol; Norkool; Monoethylene glycol; Macrogol 400 BPC; HO-CH2-CH2-OH; Glygen; Glycol, polyethylene; Glycol alcohol;",4180186
2051500231,"b-Butylene glycol; (+/-)-1,3-Butanediol; (.+/-.)-1,3-Butanediol; (R)-(-)-Butane-1,3-diol; (R)-1,3-Butanediol; (RS)-1,3-Butandiol; (S)-(+)-1,3-Butanediol; (S)-(+)-Butane-1,3-diol; (S)-1,3-Butanediol; 1,3 Butylene glycol; 1,3-Butandiol; 1,3-Butanodiol; 1,3-",4180186
2051500233,N-Butanoic acid; Kyselina maselna; Honey robber; Ethylacetic acid; Ethylacetate; Butyrate; Buttersaeure; Butanoic acid; Butanoate; Butanic acid; Butanate; 1-Propanecarboxylic acid; 1-Propanecarboxylate; 1-Butyric acid; 1-Butyrate; 1-Butanoic acid; 1-Butan,4180186
2051500235,Omega-Aminopropionic acid; b-Aminopropanoate; b-Alanine; B-Alanine; beta-Aminopropionic acid; Omega-Aminopropionate; b-Aminopropanoic acid; \u03b2-Alanine; Abufene; 3-Aminopropionic acid; 3-Amino-Propanoate; 3-Amino-Propanoic acid; 3-Aminopropanoate; 3-Am,4180186
2051500236,(Methylamino)ethanoate; (methylamino)-Acetic acid; Methylglycine; N-Methyl-Glycine; (Methylamino)acetate; (methylamino)-Acetate; N-Methylglycine; N-Methylaminoacetic acid; N-Methylaminoacetate; (Methylamino)acetic acid; Sarcosinic acid; (Methylamino)ethan,4180186
2051500238,2-(Dimethylamino) ethanol; Varesal; Toyocat -dma; Tonibral; Texacat dme; Tegoamin dmea; Propamine a; Phosphatidyl-N-dimethylethanolamine; Norcholine; N-Dimethylaminoethanol; N-CBZ-L-tyrosine; N-Benzyloxycarbonyl-L-tyrosine; N-(Dimethylamino)ethanol; N-(2-,4180186
2051500239,"Ethenyl acetate, 9CI; CH3CO2CH=CH2; Vinyle; Vinnapas A 50; Vinile; VAC; Vinyl ester of acetic acid; Vinyl acetate; Unocal 76 Res S-55; Unocal 76 Res 6206; Everflex 81L; Ethenyl acetic acid; CHEBI:46916",4180186
2051500241,"1,3-Dimethylbenzol; meta-Xylene; m-Xylol; m-Methyltoluene; m-dimethylbenzene; 3-xylene; 1,3-Xylene; 1,3-Dimethylbenzene; CHEBI:28488",4180186
2051500242,m-Kresol; 1-Hydroxy-3-methylbenzene; Meta-Cresol; m-Toluol; m-Oxytoluene; m-Methylphenol; m-Hydroxytoluene; m-Cresylic acid; 3-Methylphenol; 3-Hydroxytoluene; CHEBI:17231,4180186
2051500243,"Resorcin; m-Hydroxy-Phenol; m-Hydroxyphenol; Resorcinol, 8CI; Resorzin; 1,3-Dihydroxybenzene; 3-Hydroxyphenol; FEMA 3589; m-Hydroquinone; m-Benzenediol; m-Dihydroxybenzene; m-Dioxybenzene; 1,3-Dihydroxy-Benzene; Rezorsine; CHEBI:27810",4180186
2051500244,"Staypro WS 7; P-Hydroxybenzoic acid heptyl ester; Nipaheptyl; Heptylparaben; N-Heptyl 4-hydroxybenzoate; N-Heptyl p-hydroxybenzoate; Heptyl paraben; Heptyl p-hydroxybenzoate; Heptyl p-hydroxy benzoate; Heptyl 4-hydroxybenzoic acid; Benzoic acid, p-hydroxy",4180186
