concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
2052490078,(a) Official development assistance on conservation and sustainable use of biodiversity; and (b) revenue generated and finance mobilized from biodiversity-relevant economic instruments,Observation,OMOP SDOH,SDG Indicator,S,15.B.1,2017-03-01,2099-12-31,
2052490079,Zymogen Granule,Observation,OMOP Exposome,Substance,S,GIS1010309,2024-09-14,2099-12-31,
2052490080,Zoxamide,Observation,OMOP Exposome,Substance,S,156052-68-5,2014-12-24,2099-12-31,
2052490081,Zopiclone,Observation,OMOP Exposome,Substance,S,43200-80-2,2014-12-24,2099-12-31,
2052490082,Zonisamide,Observation,OMOP Exposome,Substance,S,68291-97-4,2014-12-24,2099-12-31,
2052490083,Zolpidem,Observation,OMOP Exposome,Substance,S,82626-48-0,2014-12-24,2099-12-31,
2052490084,Zolmitriptan,Observation,OMOP Exposome,Substance,S,139264-17-8,2014-12-24,2099-12-31,
2052490085,Zoledronate Pathway,Observation,OMOP Exposome,Substance,S,GIS1010308,2024-09-14,2099-12-31,
2052490086,Zoledronate,Observation,OMOP Exposome,Substance,S,118072-93-8,2014-12-24,2099-12-31,
2052490087,Zirconium(IV) bromide,Observation,OMOP Exposome,Substance,S,1377-25-8,2014-12-24,2099-12-31,
2052490088,Zineb,Observation,OMOP Exposome,Substance,S,12122-67-7,2014-12-24,2099-12-31,
2052490089,Zinc(II) gluconate,Observation,OMOP Exposome,Substance,S,4468-02-04,2014-12-24,2099-12-31,
2052490090,Zinc trifluoromethanesulfonate,Observation,OMOP Exposome,Substance,S,54010-75-2,2014-12-24,2099-12-31,
2052490091,Zinc telluride,Observation,OMOP Exposome,Substance,S,1315-11-3,2014-12-24,2099-12-31,
2052490092,Zinc sulfide,Observation,OMOP Exposome,Substance,S,1314-98-3,2014-12-24,2099-12-31,
2052490093,Zinc sulfate,Observation,OMOP Exposome,Substance,S,7733-02-0,2014-12-24,2099-12-31,
2052490094,Zinc stearate,Observation,OMOP Exposome,Substance,S,557-05-1,2014-12-24,2099-12-31,
2052490095,Zinc silicofluoride,Observation,OMOP Exposome,Substance,S,16871-71-9,2014-12-24,2099-12-31,
2052490096,Zinc silicate,Observation,OMOP Exposome,Substance,S,13597-65-4,2014-12-24,2099-12-31,
2052490097,Zinc selenide,Observation,OMOP Exposome,Substance,S,1315-09-9,2014-12-24,2099-12-31,
2052490098,Zinc pyrophosphate,Observation,OMOP Exposome,Substance,S,7446-26-6,2014-12-24,2099-12-31,
2052490099,Zinc pyrithione,Observation,OMOP Exposome,Substance,S,13463-41-7,2014-12-24,2099-12-31,
2052490100,Zinc propionate,Observation,OMOP Exposome,Substance,S,557-28-8,2014-12-24,2099-12-31,
2052490101,Zinc phosphide,Observation,OMOP Exposome,Substance,S,1314-84-7,2014-12-24,2099-12-31,
2052490102,Zinc phosphate,Observation,OMOP Exposome,Substance,S,7779-90-0,2014-12-24,2099-12-31,
2052490103,Zinc phenolsulfate,Observation,OMOP Exposome,Substance,S,127-82-2,2014-12-24,2099-12-31,
2052490104,Zinc peroxide,Observation,OMOP Exposome,Substance,S,1314-22-3,2014-12-24,2099-12-31,
2052490105,Zinc permanganate,Observation,OMOP Exposome,Substance,S,23414-72-4,2014-12-24,2099-12-31,
2052490106,Zinc oxide,Observation,OMOP Exposome,Substance,S,1314-13-2,2014-12-24,2099-12-31,
2052490107,Zinc oleate,Observation,OMOP Exposome,Substance,S,557-07-3,2014-12-24,2099-12-31,
2052490108,Zinc nitrate,Observation,OMOP Exposome,Substance,S,7779-88-6,2014-12-24,2099-12-31,
2052490109,Zinc molybdate,Observation,OMOP Exposome,Substance,S,13767-32-3,2014-12-24,2099-12-31,
2052490110,Zinc laurate,Observation,OMOP Exposome,Substance,S,2452-01-9,2014-12-24,2099-12-31,
2052490111,Zinc iodide,Observation,OMOP Exposome,Substance,S,10139-47-6,2014-12-24,2099-12-31,
2052490112,Zinc hydroxide,Observation,OMOP Exposome,Substance,S,20427-58-1,2014-12-24,2099-12-31,
2052490113,Zinc hydride,Observation,OMOP Exposome,Substance,S,14018-82-7,2014-12-24,2099-12-31,
2052490114,Zinc formate,Observation,OMOP Exposome,Substance,S,557-41-5,2014-12-24,2099-12-31,
2052490115,Zinc fluoride,Observation,OMOP Exposome,Substance,S,7783-49-5,2014-12-24,2099-12-31,
2052490116,Zinc dithiophosphate,Observation,OMOP Exposome,Substance,S,19210-06-1,2014-12-24,2099-12-31,
2052490117,Zinc dithionite,Observation,OMOP Exposome,Substance,S,7779-86-4,2014-12-24,2099-12-31,
2052490118,Zinc dimethyldithiocarbamate,Observation,OMOP Exposome,Substance,S,137-30-4,2014-12-24,2099-12-31,
2052490119,Zinc diethyldithiocarbamate,Observation,OMOP Exposome,Substance,S,14324-55-1,2014-12-24,2099-12-31,
2052490120,Zinc dichromate,Observation,OMOP Exposome,Substance,S,14018-95-2,2014-12-24,2099-12-31,
2052490121,Zinc Compound,Observation,OMOP Exposome,Substance,S,GIS1010307,2024-09-14,2099-12-31,
2052490122,Zinc chromate hydroxide,Observation,OMOP Exposome,Substance,S,15930-94-6,2014-12-24,2099-12-31,
2052490123,Zinc chromate,Observation,OMOP Exposome,Substance,S,13530-65-9,2014-12-24,2099-12-31,
2052490124,Zinc chloride,Observation,OMOP Exposome,Substance,S,7646-85-7,2014-12-24,2099-12-31,
2052490125,Zinc chlorate,Observation,OMOP Exposome,Substance,S,10361-95-2,2014-12-24,2099-12-31,
2052490126,Zinc carbonate,Observation,OMOP Exposome,Substance,S,3486-35-9,2014-12-24,2099-12-31,
2052490127,Zinc cadmium sulfide,Observation,OMOP Exposome,Substance,S,68583-45-9,2014-12-24,2099-12-31,
2052490128,Zinc bromide,Observation,OMOP Exposome,Substance,S,7699-45-8,2014-12-24,2099-12-31,
2052490129,Zinc borate,Observation,OMOP Exposome,Substance,S,1332-07-6,2014-12-24,2099-12-31,
2052490130,Zinc beryllium silicate,Observation,OMOP Exposome,Substance,S,39413-47-3,2014-12-24,2099-12-31,
2052490131,Zinc arsenite,Observation,OMOP Exposome,Substance,S,10326-24-6,2014-12-24,2099-12-31,
2052490132,Zinc arsenide,Observation,OMOP Exposome,Substance,S,12006-40-5,2014-12-24,2099-12-31,
2052490133,Zinc arsenate,Observation,OMOP Exposome,Substance,S,13464-44-3,2014-12-24,2099-12-31,
2052490134,Zinc antimonide,Observation,OMOP Exposome,Substance,S,12039-35-9,2014-12-24,2099-12-31,
2052490135,Zinc ammonium sulfate,Observation,OMOP Exposome,Substance,S,7783-24-6,2014-12-24,2099-12-31,
2052490136,Zinc ammonium chloride,Observation,OMOP Exposome,Substance,S,14639-97-5,2014-12-24,2099-12-31,
2052490137,Zinc acetate,Observation,OMOP Exposome,Substance,S,557-34-6,2014-12-24,2099-12-31,
2052490138,Zinc,Observation,OMOP Exposome,Substance,S,7440-66-6,2014-12-24,2099-12-31,
2052490139,Zidovudine,Observation,OMOP Exposome,Substance,S,30516-87-1,2014-12-24,2099-12-31,
2052490140,Zeranol,Observation,OMOP Exposome,Substance,S,26538-44-3,2014-12-24,2099-12-31,
2052490141,Zellweger Syndrome,Observation,OMOP Exposome,Substance,S,GIS1010306,2024-09-14,2099-12-31,
2052490142,Zaleplon,Observation,OMOP Exposome,Substance,S,151319-34-5,2014-12-24,2099-12-31,
2052490143,Zalcitabine,Observation,OMOP Exposome,Substance,S,7481-89-2,2014-12-24,2099-12-31,
2052490144,Yttrium(III) bromide,Observation,OMOP Exposome,Substance,S,13469-98-2,2014-12-24,2099-12-31,
2052490145,Yttrium(III) arsenide,Observation,OMOP Exposome,Substance,S,12255-48-0,2014-12-24,2099-12-31,
2052490146,Yttrium barium copper oxide,Observation,OMOP Exposome,Substance,S,107539-20-8,2014-12-24,2099-12-31,
2052490147,Ytterbium(III) bromide,Observation,OMOP Exposome,Substance,S,13759-89-2,2014-12-24,2099-12-31,
2052490148,Xylylcarb,Observation,OMOP Exposome,Substance,S,2425-10-7,2014-12-24,2099-12-31,
2052490149,"xi-2,3-Dimethylhexane",Observation,OMOP Exposome,Substance,S,584-94-1,2014-12-24,2099-12-31,
2052490150,Xantocillin,Observation,OMOP Exposome,Substance,S,580-74-5,2014-12-24,2099-12-31,
2052490151,Xanthomegnin,Observation,OMOP Exposome,Substance,S,1685-91-2,2014-12-24,2099-12-31,
2052490152,Xanthinuria type II,Observation,OMOP Exposome,Substance,S,GIS1010305,2024-09-14,2099-12-31,
2052490153,Xanthinuria type I,Observation,OMOP Exposome,Substance,S,GIS1010304,2024-09-14,2099-12-31,
2052490154,Xanthine dehydrogenase/oxidase,Observation,OMOP Exposome,Substance,S,P47989,2024-09-14,2099-12-31,
2052490155,Xanthine Dehydrogenase Deficiency (Xanthinuria),Observation,OMOP Exposome,Substance,S,GIS1010303,2024-09-14,2099-12-31,
2052490156,Xanthine,Observation,OMOP Exposome,Substance,S,69-89-6,2014-12-24,2099-12-31,
2052490157,X-box-binding protein 1,Observation,OMOP Exposome,Substance,S,P17861,2024-09-14,2099-12-31,
2052490158,Wolman disease,Observation,OMOP Exposome,Substance,S,GIS1010302,2024-09-14,2099-12-31,
2052490159,Wnt signaling pathway,Observation,OMOP Exposome,Substance,S,GIS1010301,2024-09-14,2099-12-31,
2052490160,White Phosphorus,Observation,OMOP Exposome,Substance,S,12185-10-3,2014-12-24,2099-12-31,
2052490161,Waste Product,Observation,OMOP Exposome,Substance,S,GIS1010300,2024-09-14,2099-12-31,
2052490162,Warfarin,Observation,OMOP Exposome,Substance,S,81-81-2,2014-12-24,2099-12-31,
2052490163,Voltage-Gated Sodium Channel Blocker,Observation,OMOP Exposome,Substance,S,GIS1010299,2024-09-14,2099-12-31,
2052490164,Voltage-dependent T-type calcium channel subunit alpha-1I,Observation,OMOP Exposome,Substance,S,Q9P0X4,2024-09-14,2099-12-31,
2052490165,Voltage-dependent T-type calcium channel subunit alpha-1H,Observation,OMOP Exposome,Substance,S,O95180,2024-09-14,2099-12-31,
2052490166,Voltage-dependent R-type calcium channel subunit alpha-1E,Observation,OMOP Exposome,Substance,S,Q15878,2024-09-14,2099-12-31,
2052490167,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,Observation,OMOP Exposome,Substance,S,O00555,2024-09-14,2099-12-31,
2052490168,Voltage-dependent N-type calcium channel subunit alpha-1B,Observation,OMOP Exposome,Substance,S,Q00975,2024-09-14,2099-12-31,
2052490169,Voltage-dependent L-type calcium channel subunit beta-4,Observation,OMOP Exposome,Substance,S,O00305,2024-09-14,2099-12-31,
2052490170,Voltage-dependent L-type calcium channel subunit beta-3,Observation,OMOP Exposome,Substance,S,P54284,2024-09-14,2099-12-31,
2052490171,Voltage-dependent L-type calcium channel subunit beta-2,Observation,OMOP Exposome,Substance,S,Q08289,2024-09-14,2099-12-31,
2052490172,Voltage-dependent L-type calcium channel subunit beta-1 splice variant CavB1d,Observation,OMOP Exposome,Substance,S,Q6TME4,2024-09-14,2099-12-31,
2052490173,Voltage-dependent L-type calcium channel subunit beta-1,Observation,OMOP Exposome,Substance,S,Q02641,2024-09-14,2099-12-31,
2052490174,Voltage-dependent L-type calcium channel subunit alpha-1S,Observation,OMOP Exposome,Substance,S,Q13698,2024-09-14,2099-12-31,
2052490175,Voltage-dependent L-type calcium channel subunit alpha-1F,Observation,OMOP Exposome,Substance,S,O60840,2024-09-14,2099-12-31,
2052490176,Voltage-dependent L-type calcium channel subunit alpha-1D,Observation,OMOP Exposome,Substance,S,Q01668,2024-09-14,2099-12-31,
2052490177,Voltage-dependent L-type calcium channel subunit alpha-1C,Observation,OMOP Exposome,Substance,S,Q13936,2024-09-14,2099-12-31,
2052490178,Voltage-dependent calcium channel subunit alpha-2/delta-4,Observation,OMOP Exposome,Substance,S,Q7Z3S7,2024-09-14,2099-12-31,
2052490179,Voltage-dependent calcium channel subunit alpha-2/delta-3,Observation,OMOP Exposome,Substance,S,Q8IZS8,2024-09-14,2099-12-31,
2052490180,Voltage-dependent calcium channel subunit alpha-2/delta-2,Observation,OMOP Exposome,Substance,S,Q9NY47,2024-09-14,2099-12-31,
2052490181,Voltage-dependent calcium channel subunit alpha-2/delta-1,Observation,OMOP Exposome,Substance,S,P54289,2024-09-14,2099-12-31,
2052490182,Voltage-dependent calcium channel gamma-like subunit,Observation,OMOP Exposome,Substance,S,Q8WXS4,2024-09-14,2099-12-31,
2052490183,Voltage-dependent calcium channel gamma-8 subunit,Observation,OMOP Exposome,Substance,S,Q8WXS5,2024-09-14,2099-12-31,
2052490184,Voltage-dependent calcium channel gamma-7 subunit,Observation,OMOP Exposome,Substance,S,P62955,2024-09-14,2099-12-31,
2052490185,Voltage-dependent calcium channel gamma-6 subunit,Observation,OMOP Exposome,Substance,S,Q9BXT2,2024-09-14,2099-12-31,
2052490186,Voltage-dependent calcium channel gamma-5 subunit,Observation,OMOP Exposome,Substance,S,Q9UF02,2024-09-14,2099-12-31,
2052490187,Voltage-dependent calcium channel gamma-4 subunit,Observation,OMOP Exposome,Substance,S,Q9UBN1,2024-09-14,2099-12-31,
2052490188,Voltage-dependent calcium channel gamma-3 subunit,Observation,OMOP Exposome,Substance,S,O60359,2024-09-14,2099-12-31,
2052490189,Voltage-dependent calcium channel gamma-2 subunit,Observation,OMOP Exposome,Substance,S,Q9Y698,2024-09-14,2099-12-31,
2052490190,Voltage-dependent calcium channel gamma-1 subunit,Observation,OMOP Exposome,Substance,S,Q06432,2024-09-14,2099-12-31,
2052490191,Voltage-dependent calcium channel,Observation,OMOP Exposome,Substance,S,BE0004902,2024-09-14,2099-12-31,
2052490192,Voltage-dependent anion-selective channel protein 3,Observation,OMOP Exposome,Substance,S,Q9Y277,2024-09-14,2099-12-31,
2052490193,Voltage-dependent anion-selective channel protein 2,Observation,OMOP Exposome,Substance,S,P45880,2024-09-14,2099-12-31,
2052490194,Voltage-dependent anion-selective channel protein 1,Observation,OMOP Exposome,Substance,S,P21796,2024-09-14,2099-12-31,
2052490195,Volatile Isocyanate,Observation,OMOP Exposome,Substance,S,GIS1010298,2024-09-14,2099-12-31,
2052490196,Vitamin K-dependent protein Z,Observation,OMOP Exposome,Substance,S,P22891,2024-09-14,2099-12-31,
2052490197,Vitamin K-dependent protein S,Observation,OMOP Exposome,Substance,S,P07225,2024-09-14,2099-12-31,
2052490198,Vitamin K-dependent protein C,Observation,OMOP Exposome,Substance,S,P04070,2024-09-14,2099-12-31,
2052490199,Vitamin K-dependent gamma-carboxylase,Observation,OMOP Exposome,Substance,S,P38435,2024-09-14,2099-12-31,
2052490200,Vitamin K Metabolism,Observation,OMOP Exposome,Substance,S,GIS1010297,2024-09-14,2099-12-31,
2052490201,Vitamin K epoxide reductase complex subunit 1-like protein 1,Observation,OMOP Exposome,Substance,S,Q8N0U8,2024-09-14,2099-12-31,
2052490202,Vitamin K epoxide reductase complex subunit 1,Observation,OMOP Exposome,Substance,S,Q9BQB6,2024-09-14,2099-12-31,
2052490203,Vitamin K Antagonist,Observation,OMOP Exposome,Substance,S,GIS1010296,2024-09-14,2099-12-31,
2052490204,Vitamin K,Observation,OMOP Exposome,Substance,S,GIS1010295,2024-09-14,2099-12-31,
2052490205,Vitamin D3 Receptor inhibitor,Observation,OMOP Exposome,Substance,S,GIS1010294,2024-09-14,2099-12-31,
2052490206,Vitamin D3 receptor,Observation,OMOP Exposome,Substance,S,P11473,2024-09-14,2099-12-31,
2052490207,Vitamin D-binding protein,Observation,OMOP Exposome,Substance,S,P02774,2024-09-14,2099-12-31,
2052490208,Vitamin D 25-hydroxylase,Observation,OMOP Exposome,Substance,S,Q6VVX0,2024-09-14,2099-12-31,
2052490209,Vitamin D,Observation,OMOP Exposome,Substance,S,GIS1010293,2024-09-14,2099-12-31,
2052490210,Vitamin B6 Metabolism,Observation,OMOP Exposome,Substance,S,GIS1010291,2024-09-14,2099-12-31,
2052490211,Vitamin B Complex,Observation,OMOP Exposome,Substance,S,GIS1010292,2024-09-14,2099-12-31,
2052490212,Vitamin A,Observation,OMOP Exposome,Substance,S,68-26-8,2014-12-24,2099-12-31,
2052490213,Vitamin,Observation,OMOP Exposome,Substance,S,GIS1010258,2024-09-14,2099-12-31,
2052490214,Vipoxin,Observation,OMOP Exposome,Substance,S,GIS1010224,2024-09-14,2099-12-31,
2052490215,Viperotoxin,Observation,OMOP Exposome,Substance,S,GIS1010217,2024-09-14,2099-12-31,
2052490216,Vinyl chloride,Observation,OMOP Exposome,Substance,S,75-01-4,2014-12-24,2099-12-31,
2052490217,Vinyl bromide,Observation,OMOP Exposome,Substance,S,593-60-2,2014-12-24,2099-12-31,
2052490218,Zinc cyanide,Observation,OMOP Exposome,Substance,S,557-21-1,2014-12-24,2099-12-31,
2052490219,Voltage-dependent T-type calcium channel subunit alpha-1G,Observation,OMOP Exposome,Substance,S,O43497,2024-09-14,2099-12-31,
2052490220,Vincristine Pathway,Observation,OMOP Exposome,Substance,S,GIS1010216,2024-09-14,2099-12-31,
2052490221,Vincristine,Observation,OMOP Exposome,Substance,S,57-22-7,2014-12-24,2099-12-31,
2052490222,Vinclozolin,Observation,OMOP Exposome,Substance,S,50471-44-8,2014-12-24,2099-12-31,
2052490223,Vinblastine,Observation,OMOP Exposome,Substance,S,865-21-4,2014-12-24,2099-12-31,
2052490224,Vigabatrin,Observation,OMOP Exposome,Substance,S,60643-86-9,2014-12-24,2099-12-31,
2052490225,Vesicular inhibitory amino acid transporter,Observation,OMOP Exposome,Substance,S,Q9H598,2024-09-14,2099-12-31,
2052490226,Vesicle-associated membrane protein 2,Observation,OMOP Exposome,Substance,S,P63027,2024-09-14,2099-12-31,
2052490227,Very low-density lipoprotein receptor,Observation,OMOP Exposome,Substance,S,P98155,2024-09-14,2099-12-31,
2052490228,Versutoxin,Observation,OMOP Exposome,Substance,S,114264-83-4,2014-12-24,2099-12-31,
2052490229,Verruculogen,Observation,OMOP Exposome,Substance,S,12771-72-1,2014-12-24,2099-12-31,
2052490230,Verrucosidin,Observation,OMOP Exposome,Substance,S,88389-71-3,2014-12-24,2099-12-31,
2052490231,Verrucarol,Observation,OMOP Exposome,Substance,S,2198-92-7,2014-12-24,2099-12-31,
2052490232,Verrucarin J,Observation,OMOP Exposome,Substance,S,4643-58-7,2014-12-24,2099-12-31,
2052490233,Verrucarin B,Observation,OMOP Exposome,Substance,S,2290-11-1,2014-12-24,2099-12-31,
2052490234,Verrucarin A,Observation,OMOP Exposome,Substance,S,3148-09-2,2014-12-24,2099-12-31,
2052490235,Vernolate,Observation,OMOP Exposome,Substance,S,1929-77-7,2014-12-24,2099-12-31,
2052490236,Veratridine,Observation,OMOP Exposome,Substance,S,71-62-5,2014-12-24,2099-12-31,
2052490237,Veratramine,Observation,OMOP Exposome,Substance,S,60-70-8,2014-12-24,2099-12-31,
2052490238,Verapamil,Observation,OMOP Exposome,Substance,S,52-53-9,2014-12-24,2099-12-31,
2052490239,Venlafaxine,Observation,OMOP Exposome,Substance,S,93413-69-5,2014-12-24,2099-12-31,
2052490240,Vasopressin V2 receptor,Observation,OMOP Exposome,Substance,S,P30518,2024-09-14,2099-12-31,
2052490241,Vasodilator Agent,Observation,OMOP Exposome,Substance,S,GIS1010184,2024-09-14,2099-12-31,
2052490242,Vasoconstrictor Agent,Observation,OMOP Exposome,Substance,S,GIS1010183,2024-09-14,2099-12-31,
2052490243,Vascular smooth muscle contraction,Observation,OMOP Exposome,Substance,S,GIS1010182,2024-09-14,2099-12-31,
2052490244,Vascular endothelial growth factor receptor 3,Observation,OMOP Exposome,Substance,S,P35916,2024-09-14,2099-12-31,
2052490245,Vascular endothelial growth factor receptor 2,Observation,OMOP Exposome,Substance,S,P35968,2024-09-14,2099-12-31,
2052490246,Vascular endothelial growth factor receptor 1,Observation,OMOP Exposome,Substance,S,P17948,2024-09-14,2099-12-31,
2052490247,Vascular endothelial growth factor A,Observation,OMOP Exposome,Substance,S,P15692,2024-09-14,2099-12-31,
2052490248,Vascular cell adhesion protein 1,Observation,OMOP Exposome,Substance,S,P19320,2024-09-14,2099-12-31,
2052490249,Varenicline,Observation,OMOP Exposome,Substance,S,249296-44-4,2014-12-24,2099-12-31,
2052490250,Vapreotide,Observation,OMOP Exposome,Substance,S,103222-11-3,2014-12-24,2099-12-31,
2052490251,Vapour,Observation,OMOP Exposome,Substance,S,GIS1010181,2024-09-14,2099-12-31,
2052490252,Vanillin,Observation,OMOP Exposome,Substance,S,121-33-5,2014-12-24,2099-12-31,
2052490253,Vancomycin,Observation,OMOP Exposome,Substance,S,1404-90-6,2014-12-24,2099-12-31,
2052490254,Vanadyl sulfate,Observation,OMOP Exposome,Substance,S,27774-13-6,2014-12-24,2099-12-31,
2052490255,Vindesine,Observation,OMOP Exposome,Substance,S,53643-48-4,2014-12-24,2099-12-31,
2052490256,Vanadyl acetylacetonate,Observation,OMOP Exposome,Substance,S,3153-26-2,2014-12-24,2099-12-31,
2052490257,Vanadocene dichloride,Observation,OMOP Exposome,Substance,S,12083-48-6,2014-12-24,2099-12-31,
2052490258,Vanadium(V) oxytrifluoride,Observation,OMOP Exposome,Substance,S,13709-31-4,2014-12-24,2099-12-31,
2052490259,Vanadium(V) oxide,Observation,OMOP Exposome,Substance,S,1314-62-1,2014-12-24,2099-12-31,
2052490260,Vanadium(IV) oxide,Observation,OMOP Exposome,Substance,S,12036-21-4,2014-12-24,2099-12-31,
2052490261,Vanadium(IV) fluoride,Observation,OMOP Exposome,Substance,S,10049-16-8,2014-12-24,2099-12-31,
2052490262,Vanadium(III) sulfate,Observation,OMOP Exposome,Substance,S,13701-70-7,2014-12-24,2099-12-31,
2052490263,Vanadium(III) oxide,Observation,OMOP Exposome,Substance,S,1314-34-7,2014-12-24,2099-12-31,
2052490264,Vanadium(III) iodide,Observation,OMOP Exposome,Substance,S,15513-94-7,2014-12-24,2099-12-31,
2052490265,Vanadium(III) fluoride,Observation,OMOP Exposome,Substance,S,10049-12-4,2014-12-24,2099-12-31,
2052490266,Vanadium(III) chloride,Observation,OMOP Exposome,Substance,S,7718-98-1,2014-12-24,2099-12-31,
2052490267,Vanadium(III) bromide,Observation,OMOP Exposome,Substance,S,13470-26-3,2014-12-24,2099-12-31,
2052490268,Vanadium(II) oxide,Observation,OMOP Exposome,Substance,S,12035-98-2,2014-12-24,2099-12-31,
2052490269,Vanadium(II) chloride,Observation,OMOP Exposome,Substance,S,10580-52-6,2014-12-24,2099-12-31,
2052490270,Vanadium tetrachloride,Observation,OMOP Exposome,Substance,S,7632-51-1,2014-12-24,2099-12-31,
2052490271,Vanadium oxytrichloride,Observation,OMOP Exposome,Substance,S,7727-18-6,2014-12-24,2099-12-31,
2052490272,Vanadium nitride,Observation,OMOP Exposome,Substance,S,24646-85-3,2014-12-24,2099-12-31,
2052490273,Vanadium Compound,Observation,OMOP Exposome,Substance,S,GIS1010180,2024-09-14,2099-12-31,
2052490274,Vanadium carbonyl,Observation,OMOP Exposome,Substance,S,20644-87-5,2014-12-24,2099-12-31,
2052490275,Vanadium carbide,Observation,OMOP Exposome,Substance,S,12070-10-9,2014-12-24,2099-12-31,
2052490276,Vanadium,Observation,OMOP Exposome,Substance,S,7440-62-2,2014-12-24,2099-12-31,
2052490277,Valproic acid,Observation,OMOP Exposome,Substance,S,99-66-1,2014-12-24,2099-12-31,
2052490278,Valine--tRNA ligase,Observation,OMOP Exposome,Substance,S,P26640,2024-09-14,2099-12-31,
2052490279,Valine,Observation,OMOP Exposome,Substance,S,GIS1010179,2024-09-14,2099-12-31,
2052490280,Valaciclovir,Observation,OMOP Exposome,Substance,S,124832-26-4,2014-12-24,2099-12-31,
2052490281,V-type proton ATPase catalytic subunit A,Observation,OMOP Exposome,Substance,S,P38606,2024-09-14,2099-12-31,
2052490282,Utrophin,Observation,OMOP Exposome,Substance,S,P46939,2024-09-14,2099-12-31,
2052490283,Uteroglobin,Observation,OMOP Exposome,Substance,S,P11684,2024-09-14,2099-12-31,
2052490284,Urticant,Observation,OMOP Exposome,Substance,S,GIS1010178,2024-09-14,2099-12-31,
2052490285,Uroporphyrinogen decarboxylase,Observation,OMOP Exposome,Substance,S,P06132,2024-09-14,2099-12-31,
2052490286,Uroporphyrin III,Observation,OMOP Exposome,Substance,S,18273-06-8,2018-03-21,2099-12-31,
2052490287,Uroporphyrin I,Observation,OMOP Exposome,Substance,S,607-14-7,2018-03-21,2099-12-31,
2052490288,Urokinase-type plasminogen activator,Observation,OMOP Exposome,Substance,S,P00749,2024-09-14,2099-12-31,
2052490289,Urokinase plasminogen activator surface receptor,Observation,OMOP Exposome,Substance,S,Q03405,2024-09-14,2099-12-31,
2052490290,Urinary Bladder,Observation,OMOP Exposome,Substance,S,GIS1010177,2024-09-14,2099-12-31,
2052490291,Urinary Antispasmodic,Observation,OMOP Exposome,Substance,S,GIS1010176,2024-09-14,2099-12-31,
2052490292,Uridine-cytidine kinase-like 1,Observation,OMOP Exposome,Substance,S,Q9NWZ5,2024-09-14,2099-12-31,
