location_id,relationship_type_concept_id,domain_id,entity_id,start_date,end_date
270,581476,Person,270,2014-01-01,2019-12-31
271,581476,Person,271,2014-01-01,2019-12-31
275,581476,Person,275,2014-01-01,2019-12-31
277,581476,Person,277,2014-01-01,2019-12-31
278,581476,Person,278,2014-01-01,2019-12-31
279,581476,Person,279,2014-01-01,2019-12-31
280,581476,Person,280,2014-01-01,2019-12-31
283,581476,Person,283,2014-01-01,2019-12-31
290,581476,Person,290,2014-01-01,2019-12-31
292,581476,Person,292,2014-01-01,2019-12-31
294,581476,Person,294,2014-01-01,2019-12-31
295,581476,Person,295,2014-01-01,2019-12-31
297,581476,Person,297,2014-01-01,2019-12-31
298,581476,Person,298,2014-01-01,2019-12-31
299,581476,Person,299,2014-01-01,2019-12-31
302,581476,Person,302,2014-01-01,2019-12-31
303,581476,Person,303,2014-01-01,2019-12-31
304,581476,Person,304,2014-01-01,2019-12-31
306,581476,Person,306,2014-01-01,2019-12-31
307,581476,Person,307,2014-01-01,2019-12-31
308,581476,Person,308,2014-01-01,2019-12-31
309,581476,Person,309,2014-01-01,2019-12-31
312,581476,Person,312,2014-01-01,2019-12-31
313,581476,Person,313,2014-01-01,2019-12-31
314,581476,Person,314,2014-01-01,2019-12-31
315,581476,Person,315,2014-01-01,2019-12-31
317,581476,Person,317,2014-01-01,2019-12-31
318,581476,Person,318,2014-01-01,2019-12-31
319,581476,Person,319,2014-01-01,2019-12-31
320,581476,Person,320,2014-01-01,2019-12-31
321,581476,Person,321,2014-01-01,2019-12-31
323,581476,Person,323,2014-01-01,2019-12-31
324,581476,Person,324,2014-01-01,2019-12-31
327,581476,Person,327,2014-01-01,2019-12-31
328,581476,Person,328,2014-01-01,2019-12-31
354,581476,Person,354,2014-01-01,2019-12-31
355,581476,Person,355,2014-01-01,2019-12-31
357,581476,Person,357,2014-01-01,2019-12-31
358,581476,Person,358,2014-01-01,2019-12-31
361,581476,Person,361,2014-01-01,2019-12-31
364,581476,Person,364,2014-01-01,2019-12-31
366,581476,Person,366,2014-01-01,2019-12-31
367,581476,Person,367,2014-01-01,2019-12-31
369,581476,Person,369,2014-01-01,2019-12-31
371,581476,Person,371,2014-01-01,2019-12-31
372,581476,Person,372,2014-01-01,2019-12-31
373,581476,Person,373,2014-01-01,2019-12-31
374,581476,Person,374,2014-01-01,2019-12-31
375,581476,Person,375,2014-01-01,2019-12-31
377,581476,Person,377,2014-01-01,2019-12-31
381,581476,Person,381,2014-01-01,2019-12-31
382,581476,Person,382,2014-01-01,2019-12-31
389,581476,Person,389,2014-01-01,2019-12-31
390,581476,Person,390,2014-01-01,2019-12-31
397,581476,Person,397,2014-01-01,2019-12-31
399,581476,Person,399,2014-01-01,2019-12-31
404,581476,Person,404,2014-01-01,2019-12-31
405,581476,Person,405,2014-01-01,2019-12-31
410,581476,Person,410,2014-01-01,2019-12-31
411,581476,Person,411,2014-01-01,2019-12-31
416,581476,Person,416,2014-01-01,2019-12-31
417,581476,Person,417,2014-01-01,2019-12-31
418,581476,Person,418,2014-01-01,2019-12-31
419,581476,Person,419,2014-01-01,2019-12-31
420,581476,Person,420,2014-01-01,2019-12-31
421,581476,Person,421,2014-01-01,2019-12-31
423,581476,Person,423,2014-01-01,2019-12-31
426,581476,Person,426,2014-01-01,2019-12-31
428,581476,Person,428,2014-01-01,2019-12-31
432,581476,Person,432,2014-01-01,2019-12-31
433,581476,Person,433,2014-01-01,2019-12-31
437,581476,Person,437,2014-01-01,2019-12-31
441,581476,Person,441,2014-01-01,2019-12-31
444,581476,Person,444,2014-01-01,2019-12-31
445,581476,Person,445,2014-01-01,2019-12-31
448,581476,Person,448,2014-01-01,2019-12-31
449,581476,Person,449,2014-01-01,2019-12-31
450,581476,Person,450,2014-01-01,2019-12-31
451,581476,Person,451,2014-01-01,2019-12-31
453,581476,Person,453,2014-01-01,2019-12-31
456,581476,Person,456,2014-01-01,2019-12-31
461,581476,Person,461,2014-01-01,2019-12-31
463,581476,Person,463,2014-01-01,2019-12-31
465,581476,Person,465,2014-01-01,2019-12-31
467,581476,Person,467,2014-01-01,2019-12-31
468,581476,Person,468,2014-01-01,2019-12-31
470,581476,Person,470,2014-01-01,2019-12-31
472,581476,Person,472,2014-01-01,2019-12-31
474,581476,Person,474,2014-01-01,2019-12-31
475,581476,Person,475,2014-01-01,2019-12-31
479,581476,Person,479,2014-01-01,2019-12-31
480,581476,Person,480,2014-01-01,2019-12-31
481,581476,Person,481,2014-01-01,2019-12-31
484,581476,Person,484,2014-01-01,2019-12-31
485,581476,Person,485,2014-01-01,2019-12-31
487,581476,Person,487,2014-01-01,2019-12-31
489,581476,Person,489,2014-01-01,2019-12-31
490,581476,Person,490,2014-01-01,2019-12-31
493,581476,Person,493,2014-01-01,2019-12-31
494,581476,Person,494,2014-01-01,2019-12-31
496,581476,Person,496,2014-01-01,2019-12-31
498,581476,Person,498,2014-01-01,2019-12-31
504,581476,Person,504,2014-01-01,2019-12-31
507,581476,Person,507,2014-01-01,2019-12-31
508,581476,Person,508,2014-01-01,2019-12-31
513,581476,Person,513,2014-01-01,2019-12-31
514,581476,Person,514,2014-01-01,2019-12-31
515,581476,Person,515,2014-01-01,2019-12-31
516,581476,Person,516,2014-01-01,2019-12-31
518,581476,Person,518,2014-01-01,2019-12-31
519,581476,Person,519,2014-01-01,2019-12-31
521,581476,Person,521,2014-01-01,2019-12-31
523,581476,Person,523,2014-01-01,2019-12-31
530,581476,Person,530,2014-01-01,2019-12-31
531,581476,Person,531,2014-01-01,2019-12-31
533,581476,Person,533,2014-01-01,2019-12-31
535,581476,Person,535,2014-01-01,2019-12-31
545,581476,Person,545,2014-01-01,2019-12-31
546,581476,Person,546,2014-01-01,2019-12-31
549,581476,Person,549,2014-01-01,2019-12-31
551,581476,Person,551,2014-01-01,2019-12-31
557,581476,Person,557,2014-01-01,2019-12-31
558,581476,Person,558,2014-01-01,2019-12-31
559,581476,Person,559,2014-01-01,2019-12-31
560,581476,Person,560,2014-01-01,2019-12-31
561,581476,Person,561,2014-01-01,2019-12-31
562,581476,Person,562,2014-01-01,2019-12-31
563,581476,Person,563,2014-01-01,2019-12-31
564,581476,Person,564,2014-01-01,2019-12-31
565,581476,Person,565,2014-01-01,2019-12-31
566,581476,Person,566,2014-01-01,2019-12-31
568,581476,Person,568,2014-01-01,2019-12-31
571,581476,Person,571,2014-01-01,2019-12-31
572,581476,Person,572,2014-01-01,2019-12-31
574,581476,Person,574,2014-01-01,2019-12-31
575,581476,Person,575,2014-01-01,2019-12-31
578,581476,Person,578,2014-01-01,2019-12-31
579,581476,Person,579,2014-01-01,2019-12-31
582,581476,Person,582,2014-01-01,2019-12-31
583,581476,Person,583,2014-01-01,2019-12-31
585,581476,Person,585,2014-01-01,2019-12-31
586,581476,Person,586,2014-01-01,2019-12-31
587,581476,Person,587,2014-01-01,2019-12-31
591,581476,Person,591,2014-01-01,2019-12-31
592,581476,Person,592,2014-01-01,2019-12-31
593,581476,Person,593,2014-01-01,2019-12-31
596,581476,Person,596,2014-01-01,2019-12-31
598,581476,Person,598,2014-01-01,2019-12-31
599,581476,Person,599,2014-01-01,2019-12-31
600,581476,Person,600,2014-01-01,2019-12-31
601,581476,Person,601,2014-01-01,2019-12-31
606,581476,Person,606,2014-01-01,2019-12-31
608,581476,Person,608,2014-01-01,2019-12-31
613,581476,Person,613,2014-01-01,2019-12-31
614,581476,Person,614,2014-01-01,2019-12-31
617,581476,Person,617,2014-01-01,2019-12-31
619,581476,Person,619,2014-01-01,2019-12-31
627,581476,Person,627,2014-01-01,2019-12-31
630,581476,Person,630,2014-01-01,2019-12-31
633,581476,Person,633,2014-01-01,2019-12-31
635,581476,Person,635,2014-01-01,2019-12-31
636,581476,Person,636,2014-01-01,2019-12-31
637,581476,Person,637,2014-01-01,2019-12-31
638,581476,Person,638,2014-01-01,2019-12-31
639,581476,Person,639,2014-01-01,2019-12-31
640,581476,Person,640,2014-01-01,2019-12-31
641,581476,Person,641,2014-01-01,2019-12-31
642,581476,Person,642,2014-01-01,2019-12-31
643,581476,Person,643,2014-01-01,2019-12-31
647,581476,Person,647,2014-01-01,2019-12-31
648,581476,Person,648,2014-01-01,2019-12-31
650,581476,Person,650,2014-01-01,2019-12-31
651,581476,Person,651,2014-01-01,2019-12-31
652,581476,Person,652,2014-01-01,2019-12-31
654,581476,Person,654,2014-01-01,2019-12-31
655,581476,Person,655,2014-01-01,2019-12-31
656,581476,Person,656,2014-01-01,2019-12-31
657,581476,Person,657,2014-01-01,2019-12-31
659,581476,Person,659,2014-01-01,2019-12-31
667,581476,Person,667,2014-01-01,2019-12-31
670,581476,Person,670,2014-01-01,2019-12-31
671,581476,Person,671,2014-01-01,2019-12-31
674,581476,Person,674,2014-01-01,2019-12-31
676,581476,Person,676,2014-01-01,2019-12-31
678,581476,Person,678,2014-01-01,2019-12-31
681,581476,Person,681,2014-01-01,2019-12-31
684,581476,Person,684,2014-01-01,2019-12-31
685,581476,Person,685,2014-01-01,2019-12-31
686,581476,Person,686,2014-01-01,2019-12-31
687,581476,Person,687,2014-01-01,2019-12-31
691,581476,Person,691,2014-01-01,2019-12-31
692,581476,Person,692,2014-01-01,2019-12-31
693,581476,Person,693,2014-01-01,2019-12-31
694,581476,Person,694,2014-01-01,2019-12-31
695,581476,Person,695,2014-01-01,2019-12-31
696,581476,Person,696,2014-01-01,2019-12-31
698,581476,Person,698,2014-01-01,2019-12-31
707,581476,Person,707,2014-01-01,2019-12-31
708,581476,Person,708,2014-01-01,2019-12-31
711,581476,Person,711,2014-01-01,2019-12-31
713,581476,Person,713,2014-01-01,2019-12-31
715,581476,Person,715,2014-01-01,2019-12-31
718,581476,Person,718,2014-01-01,2019-12-31
719,581476,Person,719,2014-01-01,2019-12-31
720,581476,Person,720,2014-01-01,2019-12-31
726,581476,Person,726,2014-01-01,2019-12-31
728,581476,Person,728,2014-01-01,2019-12-31
729,581476,Person,729,2014-01-01,2019-12-31
730,581476,Person,730,2014-01-01,2019-12-31
734,581476,Person,734,2014-01-01,2019-12-31
736,581476,Person,736,2014-01-01,2019-12-31
737,581476,Person,737,2014-01-01,2019-12-31
738,581476,Person,738,2014-01-01,2019-12-31
740,581476,Person,740,2014-01-01,2019-12-31
743,581476,Person,743,2014-01-01,2019-12-31
747,581476,Person,747,2014-01-01,2019-12-31
748,581476,Person,748,2014-01-01,2019-12-31
749,581476,Person,749,2014-01-01,2019-12-31
750,581476,Person,750,2014-01-01,2019-12-31
751,581476,Person,751,2014-01-01,2019-12-31
752,581476,Person,752,2014-01-01,2019-12-31
753,581476,Person,753,2014-01-01,2019-12-31
754,581476,Person,754,2014-01-01,2019-12-31
759,581476,Person,759,2014-01-01,2019-12-31
760,581476,Person,760,2014-01-01,2019-12-31
763,581476,Person,763,2014-01-01,2019-12-31
764,581476,Person,764,2014-01-01,2019-12-31
767,581476,Person,767,2014-01-01,2019-12-31
768,581476,Person,768,2014-01-01,2019-12-31
769,581476,Person,769,2014-01-01,2019-12-31
770,581476,Person,770,2014-01-01,2019-12-31
771,581476,Person,771,2014-01-01,2019-12-31
776,581476,Person,776,2014-01-01,2019-12-31
778,581476,Person,778,2014-01-01,2019-12-31
779,581476,Person,779,2014-01-01,2019-12-31
780,581476,Person,780,2014-01-01,2019-12-31
781,581476,Person,781,2014-01-01,2019-12-31
784,581476,Person,784,2014-01-01,2019-12-31
794,581476,Person,794,2014-01-01,2019-12-31
796,581476,Person,796,2014-01-01,2019-12-31
798,581476,Person,798,2014-01-01,2019-12-31
799,581476,Person,799,2014-01-01,2019-12-31
800,581476,Person,800,2014-01-01,2019-12-31
801,581476,Person,801,2014-01-01,2019-12-31
802,581476,Person,802,2014-01-01,2019-12-31
804,581476,Person,804,2014-01-01,2019-12-31
805,581476,Person,805,2014-01-01,2019-12-31
806,581476,Person,806,2014-01-01,2019-12-31
807,581476,Person,807,2014-01-01,2019-12-31
808,581476,Person,808,2014-01-01,2019-12-31
810,581476,Person,810,2014-01-01,2019-12-31
811,581476,Person,811,2014-01-01,2019-12-31
813,581476,Person,813,2014-01-01,2019-12-31
814,581476,Person,814,2014-01-01,2019-12-31
815,581476,Person,815,2014-01-01,2019-12-31
816,581476,Person,816,2014-01-01,2019-12-31
817,581476,Person,817,2014-01-01,2019-12-31
818,581476,Person,818,2014-01-01,2019-12-31
820,581476,Person,820,2014-01-01,2019-12-31
821,581476,Person,821,2014-01-01,2019-12-31
822,581476,Person,822,2014-01-01,2019-12-31
824,581476,Person,824,2014-01-01,2019-12-31
826,581476,Person,826,2014-01-01,2019-12-31
827,581476,Person,827,2014-01-01,2019-12-31
829,581476,Person,829,2014-01-01,2019-12-31
832,581476,Person,832,2014-01-01,2019-12-31
833,581476,Person,833,2014-01-01,2019-12-31
834,581476,Person,834,2014-01-01,2019-12-31
836,581476,Person,836,2014-01-01,2019-12-31
837,581476,Person,837,2014-01-01,2019-12-31
840,581476,Person,840,2014-01-01,2019-12-31
882,581476,Person,882,2014-01-01,2019-12-31
885,581476,Person,885,2014-01-01,2019-12-31
886,581476,Person,886,2014-01-01,2019-12-31
887,581476,Person,887,2014-01-01,2019-12-31
892,581476,Person,892,2014-01-01,2019-12-31
894,581476,Person,894,2014-01-01,2019-12-31
895,581476,Person,895,2014-01-01,2019-12-31
896,581476,Person,896,2014-01-01,2019-12-31
897,581476,Person,897,2014-01-01,2019-12-31
898,581476,Person,898,2014-01-01,2019-12-31
900,581476,Person,900,2014-01-01,2019-12-31
901,581476,Person,901,2014-01-01,2019-12-31
902,581476,Person,902,2014-01-01,2019-12-31
903,581476,Person,903,2014-01-01,2019-12-31
904,581476,Person,904,2014-01-01,2019-12-31
907,581476,Person,907,2014-01-01,2019-12-31
908,581476,Person,908,2014-01-01,2019-12-31
910,581476,Person,910,2014-01-01,2019-12-31
915,581476,Person,915,2014-01-01,2019-12-31
916,581476,Person,916,2014-01-01,2019-12-31
917,581476,Person,917,2014-01-01,2019-12-31
920,581476,Person,920,2014-01-01,2019-12-31
923,581476,Person,923,2014-01-01,2019-12-31
925,581476,Person,925,2014-01-01,2019-12-31
926,581476,Person,926,2014-01-01,2019-12-31
927,581476,Person,927,2014-01-01,2019-12-31
928,581476,Person,928,2014-01-01,2019-12-31
929,581476,Person,929,2014-01-01,2019-12-31
930,581476,Person,930,2014-01-01,2019-12-31
931,581476,Person,931,2014-01-01,2019-12-31
933,581476,Person,933,2014-01-01,2019-12-31
935,581476,Person,935,2014-01-01,2019-12-31
942,581476,Person,942,2014-01-01,2019-12-31
944,581476,Person,944,2014-01-01,2019-12-31
945,581476,Person,945,2014-01-01,2019-12-31
946,581476,Person,946,2014-01-01,2019-12-31
947,581476,Person,947,2014-01-01,2019-12-31
951,581476,Person,951,2014-01-01,2019-12-31
952,581476,Person,952,2014-01-01,2019-12-31
954,581476,Person,954,2014-01-01,2019-12-31
957,581476,Person,957,2014-01-01,2019-12-31
964,581476,Person,964,2014-01-01,2019-12-31
969,581476,Person,969,2014-01-01,2019-12-31
971,581476,Person,971,2014-01-01,2019-12-31
972,581476,Person,972,2014-01-01,2019-12-31
973,581476,Person,973,2014-01-01,2019-12-31
979,581476,Person,979,2014-01-01,2019-12-31
980,581476,Person,980,2014-01-01,2019-12-31
982,581476,Person,982,2014-01-01,2019-12-31
983,581476,Person,983,2014-01-01,2019-12-31
984,581476,Person,984,2014-01-01,2019-12-31
985,581476,Person,985,2014-01-01,2019-12-31
987,581476,Person,987,2014-01-01,2019-12-31
988,581476,Person,988,2014-01-01,2019-12-31
989,581476,Person,989,2014-01-01,2019-12-31
992,581476,Person,992,2014-01-01,2019-12-31
996,581476,Person,996,2014-01-01,2019-12-31
997,581476,Person,997,2014-01-01,2019-12-31
998,581476,Person,998,2014-01-01,2019-12-31
999,581476,Person,999,2014-01-01,2019-12-31
1002,581476,Person,1002,2014-01-01,2019-12-31
1003,581476,Person,1003,2014-01-01,2019-12-31
1004,581476,Person,1004,2014-01-01,2019-12-31
1006,581476,Person,1006,2014-01-01,2019-12-31
1008,581476,Person,1008,2014-01-01,2019-12-31
1015,581476,Person,1015,2014-01-01,2019-12-31
1016,581476,Person,1016,2014-01-01,2019-12-31
1024,581476,Person,1024,2014-01-01,2019-12-31
1030,581476,Person,1030,2014-01-01,2019-12-31
1032,581476,Person,1032,2014-01-01,2019-12-31
1033,581476,Person,1033,2014-01-01,2019-12-31
1035,581476,Person,1035,2014-01-01,2019-12-31
1036,581476,Person,1036,2014-01-01,2019-12-31
1037,581476,Person,1037,2014-01-01,2019-12-31
1038,581476,Person,1038,2014-01-01,2019-12-31
1039,581476,Person,1039,2014-01-01,2019-12-31
1041,581476,Person,1041,2014-01-01,2019-12-31
1045,581476,Person,1045,2014-01-01,2019-12-31
1048,581476,Person,1048,2014-01-01,2019-12-31
1049,581476,Person,1049,2014-01-01,2019-12-31
1054,581476,Person,1054,2014-01-01,2019-12-31
1055,581476,Person,1055,2014-01-01,2019-12-31
1056,581476,Person,1056,2014-01-01,2019-12-31
1057,581476,Person,1057,2014-01-01,2019-12-31
1058,581476,Person,1058,2014-01-01,2019-12-31
1060,581476,Person,1060,2014-01-01,2019-12-31
1061,581476,Person,1061,2014-01-01,2019-12-31
1064,581476,Person,1064,2014-01-01,2019-12-31
1066,581476,Person,1066,2014-01-01,2019-12-31
1068,581476,Person,1068,2014-01-01,2019-12-31
1070,581476,Person,1070,2014-01-01,2019-12-31
1071,581476,Person,1071,2014-01-01,2019-12-31
1072,581476,Person,1072,2014-01-01,2019-12-31
1073,581476,Person,1073,2014-01-01,2019-12-31
1074,581476,Person,1074,2014-01-01,2019-12-31
1076,581476,Person,1076,2014-01-01,2019-12-31
1077,581476,Person,1077,2014-01-01,2019-12-31
1079,581476,Person,1079,2014-01-01,2019-12-31
1080,581476,Person,1080,2014-01-01,2019-12-31
1081,581476,Person,1081,2014-01-01,2019-12-31
1082,581476,Person,1082,2014-01-01,2019-12-31
1084,581476,Person,1084,2014-01-01,2019-12-31
1086,581476,Person,1086,2014-01-01,2019-12-31
1090,581476,Person,1090,2014-01-01,2019-12-31
1092,581476,Person,1092,2014-01-01,2019-12-31
1093,581476,Person,1093,2014-01-01,2019-12-31
1096,581476,Person,1096,2014-01-01,2019-12-31
1098,581476,Person,1098,2014-01-01,2019-12-31
1099,581476,Person,1099,2014-01-01,2019-12-31
1101,581476,Person,1101,2014-01-01,2019-12-31
1104,581476,Person,1104,2014-01-01,2019-12-31
1106,581476,Person,1106,2014-01-01,2019-12-31
1107,581476,Person,1107,2014-01-01,2019-12-31
1109,581476,Person,1109,2014-01-01,2019-12-31
1110,581476,Person,1110,2014-01-01,2019-12-31
1112,581476,Person,1112,2014-01-01,2019-12-31
1114,581476,Person,1114,2014-01-01,2019-12-31
1115,581476,Person,1115,2014-01-01,2019-12-31
1148,581476,Person,1148,2014-01-01,2019-12-31
1150,581476,Person,1150,2014-01-01,2019-12-31
1152,581476,Person,1152,2014-01-01,2019-12-31
1154,581476,Person,1154,2014-01-01,2019-12-31
1155,581476,Person,1155,2014-01-01,2019-12-31
1158,581476,Person,1158,2014-01-01,2019-12-31
1159,581476,Person,1159,2014-01-01,2019-12-31
1163,581476,Person,1163,2014-01-01,2019-12-31
1166,581476,Person,1166,2014-01-01,2019-12-31
1170,581476,Person,1170,2014-01-01,2019-12-31
1171,581476,Person,1171,2014-01-01,2019-12-31
1173,581476,Person,1173,2014-01-01,2019-12-31
1176,581476,Person,1176,2014-01-01,2019-12-31
1178,581476,Person,1178,2014-01-01,2019-12-31
1180,581476,Person,1180,2014-01-01,2019-12-31
1181,581476,Person,1181,2014-01-01,2019-12-31
1183,581476,Person,1183,2014-01-01,2019-12-31
1186,581476,Person,1186,2014-01-01,2019-12-31
1188,581476,Person,1188,2014-01-01,2019-12-31
1189,581476,Person,1189,2014-01-01,2019-12-31
1191,581476,Person,1191,2014-01-01,2019-12-31
1194,581476,Person,1194,2014-01-01,2019-12-31
1196,581476,Person,1196,2014-01-01,2019-12-31
1198,581476,Person,1198,2014-01-01,2019-12-31
1200,581476,Person,1200,2014-01-01,2019-12-31
1202,581476,Person,1202,2014-01-01,2019-12-31
1203,581476,Person,1203,2014-01-01,2019-12-31
1204,581476,Person,1204,2014-01-01,2019-12-31
1205,581476,Person,1205,2014-01-01,2019-12-31
1206,581476,Person,1206,2014-01-01,2019-12-31
1207,581476,Person,1207,2014-01-01,2019-12-31
1209,581476,Person,1209,2014-01-01,2019-12-31
1210,581476,Person,1210,2014-01-01,2019-12-31
1212,581476,Person,1212,2014-01-01,2019-12-31
1215,581476,Person,1215,2014-01-01,2019-12-31
1218,581476,Person,1218,2014-01-01,2019-12-31
1220,581476,Person,1220,2014-01-01,2019-12-31
1221,581476,Person,1221,2014-01-01,2019-12-31
1225,581476,Person,1225,2014-01-01,2019-12-31
1226,581476,Person,1226,2014-01-01,2019-12-31
1227,581476,Person,1227,2014-01-01,2019-12-31
1230,581476,Person,1230,2014-01-01,2019-12-31
1233,581476,Person,1233,2014-01-01,2019-12-31
1234,581476,Person,1234,2014-01-01,2019-12-31
1235,581476,Person,1235,2014-01-01,2019-12-31
1236,581476,Person,1236,2014-01-01,2019-12-31
1240,581476,Person,1240,2014-01-01,2019-12-31
1241,581476,Person,1241,2014-01-01,2019-12-31
1242,581476,Person,1242,2014-01-01,2019-12-31
1243,581476,Person,1243,2014-01-01,2019-12-31
1244,581476,Person,1244,2014-01-01,2019-12-31
1246,581476,Person,1246,2014-01-01,2019-12-31
1247,581476,Person,1247,2014-01-01,2019-12-31
1252,581476,Person,1252,2014-01-01,2019-12-31
1254,581476,Person,1254,2014-01-01,2019-12-31
1259,581476,Person,1259,2014-01-01,2019-12-31
1260,581476,Person,1260,2014-01-01,2019-12-31
1262,581476,Person,1262,2014-01-01,2019-12-31
1263,581476,Person,1263,2014-01-01,2019-12-31
1264,581476,Person,1264,2014-01-01,2019-12-31
1266,581476,Person,1266,2014-01-01,2019-12-31
