county_ref_id,county_name,state,county_fips,urban_density_category,pm25_baseline_mean,ses_index,centroid_lat,centroid_lon
228,Jefferson County,CA,CA-042,Urban Core,16.4229932816885,78.38,39.7029220965894,-119.854048742137
229,Franklin County,CA,CA-043,Suburban,8.08221082898881,38.02,41.2055363425722,-122.996172178718
230,Lincoln County,CA,CA-044,Small Town,6.92518106580063,81.73,32.6584576001322,-114.117892143289
231,Madison County,CA,CA-045,Small Town,6.00178717100317,59.09,36.5869126554408,-114.158760351659
232,Jackson County,CA,CA-046,Small Town,8.37303247466627,21.21,34.2390303696242,-121.163626981564
233,Monroe County,CA,CA-047,Suburban,10.3981897381885,41.89,36.4859353870307,-120.567703984164
234,Union County,CA,CA-048,Suburban,11.2973760113152,33.71,41.6870626451682,-122.42292326602
235,Clay County,CA,CA-049,Small Town,6.47312935156541,81.70,37.5351873600703,-121.87431189482
236,Marion County,CA,CA-050,Small Town,7.15728362249527,17.75,39.0687217114526,-122.198480619544
237,Adams County,CA,CA-051,Suburban,9.10747162133954,53.59,34.4415926752239,-114.670181430122
238,Wayne County,CA,CA-052,Suburban,8.30352367108128,32.91,39.3704351125723,-114.432610770286
239,Greene County,CA,CA-053,Suburban,8.72090527015912,23.09,33.6036034751289,-122.967222399173
240,Warren County,CA,CA-054,Small Town,6.96664133134266,93.35,36.3038317799037,-115.859689852409
241,Fayette County,CA,CA-055,Small Town,8.95512149346162,12.10,33.5585635198284,-121.694624748931
242,Montgomery County,CA,CA-056,Small Town,8.52975168281444,77.96,36.9274991548065,-117.126905883314
243,Lake County,CA,CA-057,Small Town,8.96991653510491,34.93,32.5440986504654,-122.387644833978
244,Grant County,CA,CA-058,Suburban,9.04515227949006,94.74,33.8078968475091,-124.193130621648
245,Washington County,CO,CO-001,Small Town,8.40301078161554,24.69,39.7666358385822,-102.429476693599
246,Jefferson County,CO,CO-002,Small Town,6.78676559067551,16.40,37.674573079191,-107.488478962844
247,Franklin County,CO,CO-003,Suburban,11.0614228548991,65.19,38.2760961331634,-105.055130597007
248,Lincoln County,CO,CO-004,Small Town,7.59541573873255,46.39,37.761641355073,-102.388960898708
249,Madison County,CO,CO-005,Suburban,11.2644892284872,15.35,37.2380537347907,-106.221276984627
250,Jackson County,CO,CO-006,Suburban,9.10624768118604,75.68,40.472147272918,-105.370753797365
251,Monroe County,CO,CO-007,Small Town,6.98241268607463,86.77,39.0447188043251,-105.249376506957
252,Union County,CO,CO-008,Small Town,6.04994554740143,27.38,39.6252324280605,-105.431945350569
253,Clay County,CO,CO-009,Suburban,11.4368287939782,16.33,38.8289159831016,-102.476584370806
254,Marion County,CO,CO-010,Small Town,8.3831920881588,67.07,38.1460059630541,-104.407973304657
255,Adams County,CO,CO-011,Small Town,7.15724948480599,48.73,39.1483963738451,-102.325934793507
256,Wayne County,CO,CO-012,Suburban,9.55757160446196,49.35,38.5293398096035,-103.222416743905
257,Greene County,CO,CO-013,Small Town,7.90018476669922,87.08,38.4362529895962,-106.0664674135
258,Warren County,CO,CO-014,Suburban,9.44615539594364,70.65,38.8744185149715,-108.173271519225
259,Fayette County,CO,CO-015,Small Town,7.50418001271688,14.72,40.128564128185,-104.562106681237
260,Montgomery County,CO,CO-016,Suburban,11.8940982428469,94.69,37.5464903907943,-108.902284853697
261,Lake County,CO,CO-017,Suburban,9.28767890266191,74.54,39.7621730104978,-107.33216944964
262,Grant County,CO,CO-018,Small Town,8.66838268461581,47.46,37.6527673258118,-102.089494676622
263,Douglas County,CO,CO-019,Small Town,6.79950382812764,84.92,37.3198959045449,-108.689069051925
264,Hamilton County,CO,CO-020,Small Town,6.34045576477572,62.88,38.1183561112535,-104.593639509933
265,Perry County,CO,CO-021,Suburban,8.52927590212553,25.02,40.9011682900996,-105.573778201564
266,Pike County,CO,CO-022,Small Town,7.86300804087265,82.28,38.97452558915,-103.35847119342
267,Polk County,CO,CO-023,Suburban,10.8433507837061,37.44,38.0468401601292,-106.416543318065
268,Randolph County,CO,CO-024,Small Town,6.67081073501043,79.57,38.2764144637713,-104.3724660489
269,Scott County,CO,CO-025,Suburban,8.94155628297912,20.44,38.3516846278861,-104.136206905672
270,Clark County,CO,CO-026,Small Town,6.21657973432437,40.75,37.6010563004105,-104.240003438682
271,Carroll County,CO,CO-027,Rural,6.01601028054336,21.62,38.7421239492276,-103.665422399066
272,Harrison County,CO,CO-028,Suburban,10.0935176415984,55.25,40.5955932951679,-105.453515632423
273,Johnson County,CO,CO-029,Small Town,8.09499540268161,37.46,39.1467510915073,-104.157334485622
274,Knox County,CO,CO-030,Small Town,8.40261071699397,60.97,38.3193936219706,-106.926798885217
275,Lawrence County,CO,CO-031,Suburban,8.04794738676237,65.69,39.2754748693049,-109.044498397736
276,Morgan County,CO,CO-032,Suburban,10.2935474042388,82.20,38.5154404872371,-104.433541512752
277,Orange County,CO,CO-033,Small Town,8.36903929172522,78.34,40.7996651349565,-103.558859251174
278,Ross County,CO,CO-034,Suburban,11.8314682130752,87.54,40.9144417588275,-104.4963121869
279,Shelby County,CO,CO-035,Small Town,8.42684901609058,39.51,39.1137964718339,-108.911303979655
280,Sullivan County,CO,CO-036,Small Town,6.24255440924574,17.84,37.2961718224652,-104.435364954646
281,Wilson County,CO,CO-037,Small Town,8.4024663339635,65.16,39.7982051420762,-102.437318296634
282,Benton County,CO,CO-038,Small Town,8.0098620227865,10.90,40.6546088744006,-103.298239094774
