location_id,address_1,address_2,city,state,zip,county,location_source_value,country_concept_id,country_source_value,latitude,longitude,county_ref_id
1202,801 River Blvd,,Lake County Crossing,AL,99869,Lake County,TRACT-001202,,,33.1945298889974,-85.4870354827336,17
5289,279 Oak Ln,,Lake County Springs,AL,60561,Lake County,TRACT-005289,,,33.2123410048437,-85.3923355691418,17
8039,256 Franklin Blvd,,Lake County Village,AL,55730,Lake County,TRACT-008039,,,33.1667220711331,-85.4605715959265,17
3364,568 Chestnut St,,Lake County Corner,AL,39333,Lake County,TRACT-003364,,,33.18763116858,-85.4074414185629,17
8685,334 Maple St,,Lake County Junction,AL,02435,Lake County,TRACT-008685,,,33.2222803790238,-85.4777500675953,17
6224,531 Washington Ln,,Grant County Center,AL,35055,Grant County,TRACT-006224,,,34.1113411024996,-87.1898813575441,18
6763,435 Franklin Dr,,Douglas County Crossing,AL,25959,Douglas County,TRACT-006763,,,32.4007944639034,-86.8904238297814,19
8633,106 Union Ave,,Hamilton County Village,AL,44710,Hamilton County,TRACT-008633,,,34.1278949614165,-85.6178215136521,20
6391,850 Maple Dr,,Hamilton County Falls,AL,30402,Hamilton County,TRACT-006391,,,34.1226977705488,-85.6424639849734,20
1213,483 Franklin Rd,,Perry County Springs,AL,23897,Perry County,TRACT-001213,,,34.8764399560913,-88.1238828692721,21
3864,323 Franklin Way,,Perry County Falls,AL,00891,Perry County,TRACT-003864,,,34.9666653108149,-88.1415402489325,21
5100,308 Highland Dr,,Perry County Center,AL,82939,Perry County,TRACT-005100,,,34.9400218062176,-88.2102044799693,21
3367,991 Maple Ave,,Pike County Village,AL,01139,Pike County,TRACT-003367,,,32.3201123647936,-87.4788523788624,22
7110,605 Washington Ln,,Pike County Landing,AL,74427,Pike County,TRACT-007110,,,32.2631684892049,-87.5067030832424,22
5683,918 Maple Ln,,Pike County Corner,AL,92670,Pike County,TRACT-005683,,,32.2841294808456,-87.5040132300793,22
1840,406 Highland Rd,,Pike County Junction,AL,87053,Pike County,TRACT-001840,,,32.3109952005988,-87.4642053537491,22
6988,855 Mill Blvd,,Pike County Center,AL,19504,Pike County,TRACT-006988,,,32.3323544227268,-87.482920638906,22
8435,414 Maple Rd,,Polk County Heights,AL,58652,Polk County,TRACT-008435,,,32.3515141658229,-86.6746255656311,23
2348,826 Main Blvd,,Polk County Springs,AL,63109,Polk County,TRACT-002348,,,32.2981340149805,-86.6526356193879,23
4633,173 Cedar Ave,,Polk County Village,AL,10272,Polk County,TRACT-004633,,,32.3462122666949,-86.6785119511888,23
1797,718 Franklin Ave,,Polk County Falls,AL,57751,Polk County,TRACT-001797,,,32.3494226287876,-86.6925597126679,23
6564,739 Franklin Blvd,,Randolph County City,AL,08819,Randolph County,TRACT-006564,,,32.7004631482167,-85.5519412787942,24
541,874 Park Rd,,Randolph County City,AL,17375,Randolph County,TRACT-000541,,,32.6679655925647,-85.5599923363835,24
5128,564 Washington Ave,,Randolph County Landing,AL,25828,Randolph County,TRACT-005128,,,32.6993626224738,-85.5343874806173,24
4890,402 Main Way,,Randolph County Corner,AL,10099,Randolph County,TRACT-004890,,,32.665953565482,-85.565795795935,24
4134,385 Mill Ln,,Scott County Landing,AL,01859,Scott County,TRACT-004134,,,33.4191769594726,-86.874725429076,25
3877,645 Oak Way,,Scott County Springs,AL,86832,Scott County,TRACT-003877,,,33.4141847125529,-86.9438662957556,25
9598,97 Washington Ln,,Scott County Village,AL,60092,Scott County,TRACT-009598,,,33.4242716197369,-86.9386635705788,25
505,348 Chestnut Blvd,,Scott County Center,AL,64305,Scott County,TRACT-000505,,,33.4901907597538,-86.9205324441062,25
5003,449 Church Ave,,Scott County Village,AL,21068,Scott County,TRACT-005003,,,33.400832753835,-86.9142353023961,25
8797,856 Elm St,,Clark County Heights,AL,82985,Clark County,TRACT-008797,,,34.4696086175134,-86.8414728552057,26
1822,555 Elm Blvd,,Clark County Village,AL,28002,Clark County,TRACT-001822,,,34.4467966199938,-86.9193008716445,26
7490,850 Main Ln,,Clark County Heights,AL,91249,Clark County,TRACT-007490,,,34.4712561492217,-86.837298947,26
4125,216 Mill Blvd,,Clark County Junction,AL,13863,Clark County,TRACT-004125,,,34.4109679949535,-86.8303460352107,26
1049,668 Park St,,Clark County Falls,AL,72276,Clark County,TRACT-001049,,,34.4015578632374,-86.8584750280563,26
531,857 Highland Blvd,,Carroll County Center,AL,34154,Carroll County,TRACT-000531,,,34.7634241255564,-85.0409499590969,27
8084,618 Oak Ave,,Carroll County Junction,AL,59088,Carroll County,TRACT-008084,,,34.789717362491,-85.0102980953835,27
5621,247 River Rd,,Carroll County Junction,AL,58998,Carroll County,TRACT-005621,,,34.7558400668673,-85.0127065819551,27
1808,824 Cedar Rd,,Carroll County Center,AL,65764,Carroll County,TRACT-001808,,,34.7768366837498,-85.0890506984895,27
6038,991 Oak Dr,,Harrison County City,AL,13188,Harrison County,TRACT-006038,,,34.0451463247047,-85.7061630859375,28
8297,621 Church Dr,,Johnson County City,AL,76656,Johnson County,TRACT-008297,,,33.0569775367366,-87.0903499905897,29
2220,503 River Dr,,Johnson County Falls,AL,99558,Johnson County,TRACT-002220,,,33.0895206694977,-87.0615552591817,29
297,961 Oak Ave,,Johnson County Crossing,AL,03852,Johnson County,TRACT-000297,,,33.0802612492146,-87.1026435052829,29
197,324 Oak Ave,,Johnson County Crossing,AL,87843,Johnson County,TRACT-000197,,,33.0280063375901,-87.1040248122352,29
4437,531 Highland Rd,,Johnson County Corner,AL,13247,Johnson County,TRACT-004437,,,33.0138707275019,-87.0561547218203,29
3052,928 Chestnut Ln,,Knox County Falls,AL,18646,Knox County,TRACT-003052,,,33.8804696166713,-86.0336476323662,30
2173,695 Highland Rd,,Knox County Crossing,AL,72619,Knox County,TRACT-002173,,,33.9126900131028,-86.0641345806571,30
310,359 Union Rd,,Knox County Corner,AL,09542,Knox County,TRACT-000310,,,33.8795807428651,-86.1117028092305,30
7173,766 Chestnut Ln,,Knox County City,AL,29496,Knox County,TRACT-007173,,,33.8448902277045,-86.0287464181473,30
2799,529 Union St,,Lawrence County Falls,AL,47465,Lawrence County,TRACT-002799,,,34.9031559448,-86.4388171490631,31
9197,548 Highland Way,,Morgan County Falls,AL,49563,Morgan County,TRACT-009197,,,32.8798707333376,-88.3411914935996,32
1054,759 Union Ave,,Morgan County Village,AL,16792,Morgan County,TRACT-001054,,,32.9560540191167,-88.3603668772717,32
8629,149 River Rd,,Orange County Springs,AL,97731,Orange County,TRACT-008629,,,32.8828441658085,-87.8144444859572,33
8536,719 River Dr,,Orange County Springs,AL,98508,Orange County,TRACT-008536,,,32.8287863740911,-87.8001092249812,33
2609,971 Cedar Ave,,Orange County Village,AL,51294,Orange County,TRACT-002609,,,32.8416153983583,-87.8067075497761,33
1013,938 Highland Ln,,Orange County Heights,AL,63403,Orange County,TRACT-001013,,,32.8512515879288,-87.79960708124,33
2773,921 Chestnut Ave,,Orange County Heights,AL,85973,Orange County,TRACT-002773,,,32.8743729414839,-87.8268871200911,33
8086,900 Franklin St,,Ross County Heights,AL,05948,Ross County,TRACT-008086,,,32.3491233228248,-86.0294045512061,34
5094,850 Union St,,Ross County Junction,AL,12568,Ross County,TRACT-005094,,,32.2984121211359,-86.0344547263135,34
7698,234 Elm Ave,,Ross County Corner,AL,73243,Ross County,TRACT-007698,,,32.3214969905835,-86.0586748670856,34
4388,428 Mill Dr,,Ross County Heights,AL,24687,Ross County,TRACT-004388,,,32.3192704071527,-86.0513264614591,34
1958,177 Union Ave,,Ross County Center,AL,74717,Ross County,TRACT-001958,,,32.2800332966175,-86.0606632009261,34
1816,722 Union Ave,,Ross County Heights,AL,74178,Ross County,TRACT-001816,,,32.2803075028759,-86.0609922016294,34
5041,228 Franklin Dr,,Shelby County Springs,AL,83245,Shelby County,TRACT-005041,,,33.1819189354421,-86.4411944805178,35
1961,663 River Way,,Shelby County Landing,AL,27967,Shelby County,TRACT-001961,,,33.1851636099303,-86.5160775504209,35
4180,720 Main Way,,Shelby County Junction,AL,11120,Shelby County,TRACT-004180,,,33.2404528054321,-86.4324884820315,35
6121,671 Cedar Blvd,,Shelby County Village,AL,59801,Shelby County,TRACT-006121,,,33.2346762909387,-86.4365294191358,35
9112,797 Highland Ave,,Shelby County City,AL,31021,Shelby County,TRACT-009112,,,33.2037424479974,-86.4559235194732,35
1254,407 Washington Rd,,Shelby County Springs,AL,92797,Shelby County,TRACT-001254,,,33.1838873310638,-86.4316392107326,35
6304,390 Oak Rd,,Sullivan County Crossing,AL,10695,Sullivan County,TRACT-006304,,,33.6500150947897,-88.036894641716,36
7281,813 Main Way,,Sullivan County Crossing,AL,65809,Sullivan County,TRACT-007281,,,33.6210255969305,-88.1101911683298,36
6354,351 Maple Ave,,Wilson County Springs,AL,71001,Wilson County,TRACT-006354,,,32.76166023238,-85.5326836763774,37
3208,575 Chestnut Ave,,Wilson County Center,AL,37485,Wilson County,TRACT-003208,,,32.7567630873019,-85.567720008111,37
9755,570 Church St,,Wilson County Crossing,AL,71528,Wilson County,TRACT-009755,,,32.7306791320968,-85.5819802451042,37
1776,683 Main Ave,,Benton County Falls,AL,83777,Benton County,TRACT-001776,,,33.6318447304467,-85.8155450734374,38
1265,566 Cedar Way,,Benton County Springs,AL,62958,Benton County,TRACT-001265,,,33.6589245291277,-85.8122926255489,38
2288,787 Chestnut Ln,,Cass County Junction,AL,08416,Cass County,TRACT-002288,,,32.8162886401818,-85.3259691046733,39
8372,74 Park Ave,,Cass County Corner,AL,05595,Cass County,TRACT-008372,,,32.8066019028642,-85.3764305585297,39
9625,14 Mill Ave,,Chester County Center,AL,96233,Chester County,TRACT-009625,,,34.9527420036902,-88.0233237829794,40
6001,527 Church Dr,,Washington County City,AL,26766,Washington County,TRACT-006001,,,33.2144348020561,-86.3310085308291,41
4444,60 Chestnut Dr,,Washington County Village,AL,32257,Washington County,TRACT-004444,,,33.1755187080868,-86.3796444090967,41
2068,380 Elm Dr,,Washington County Center,AL,70556,Washington County,TRACT-002068,,,33.2012242088663,-86.3914021434346,41
8251,314 Main St,,Jefferson County Heights,AL,17611,Jefferson County,TRACT-008251,,,34.3196059910091,-87.2482967789506,42
1020,120 Cedar St,,Jefferson County Falls,AL,30165,Jefferson County,TRACT-001020,,,34.2902657254903,-87.2315160633886,42
2485,399 Union Ln,,Jefferson County Center,AL,92175,Jefferson County,TRACT-002485,,,34.333217145752,-87.2417612721552,42
4332,998 River Way,,Franklin County Junction,AL,82840,Franklin County,TRACT-004332,,,32.8376008889536,-85.974736348187,43
7526,898 Highland Ln,,Franklin County Village,AL,17909,Franklin County,TRACT-007526,,,32.8212943456095,-85.9424690415203,43
123,710 Oak Blvd,,Franklin County Crossing,AL,70585,Franklin County,TRACT-000123,,,32.8455325748893,-85.9712231039587,43
9798,781 Lincoln Dr,,Franklin County Springs,AL,82696,Franklin County,TRACT-009798,,,32.8294667255281,-85.9199582610462,43
7806,79 Union Dr,,Franklin County City,AL,45415,Franklin County,TRACT-007806,,,32.8259636351117,-85.9844693408662,43
7817,690 Mill Ave,,Franklin County Crossing,AL,49232,Franklin County,TRACT-007817,,,32.7876894514831,-85.9854435563674,43
2980,272 River Dr,,Franklin County Village,AL,14035,Franklin County,TRACT-002980,,,32.7942420399788,-85.9810861509318,43
3032,730 Lincoln Way,,Franklin County Crossing,AL,02587,Franklin County,TRACT-003032,,,32.7785788298664,-85.9150055924301,43
8423,591 Franklin Rd,,Franklin County Heights,AL,25222,Franklin County,TRACT-008423,,,32.8175766595131,-85.9326775514774,43
9907,781 Lincoln Ln,,Lincoln County Landing,AL,09157,Lincoln County,TRACT-009907,,,34.1797440818474,-86.8760794860497,44
1976,880 Franklin Dr,,Madison County Springs,AL,73298,Madison County,TRACT-001976,,,33.8371678079747,-88.2700808173148,45
221,868 Park Blvd,,Madison County Landing,AL,64139,Madison County,TRACT-000221,,,33.8278034643504,-88.2905782689725,45
4054,806 Oak Ave,,Madison County Junction,AL,80806,Madison County,TRACT-004054,,,33.7691532584231,-88.3426528408056,45
4565,961 Main Rd,,Madison County Falls,AL,92824,Madison County,TRACT-004565,,,33.837532030625,-88.3409755016686,45
5520,449 Washington Ave,,Madison County Junction,AL,54581,Madison County,TRACT-005520,,,33.7577805387403,-88.2894504262657,45
4524,427 Cedar Ln,,Monroe County Crossing,AL,86265,Monroe County,TRACT-004524,,,32.874369453076,-86.3533688157408,47
8853,580 Cedar Ln,,Monroe County Landing,AL,32718,Monroe County,TRACT-008853,,,32.8519719290689,-86.3596362188563,47
4642,403 Chestnut Way,,Clay County Heights,AL,60820,Clay County,TRACT-004642,,,33.2185685203335,-87.3027277152281,49
8156,50 Main St,,Clay County Springs,AL,46532,Clay County,TRACT-008156,,,33.2369088782906,-87.3142053027033,49
5588,174 Cedar St,,Clay County Springs,AL,76700,Clay County,TRACT-005588,,,33.1909842459167,-87.3819243648411,49
5210,288 Church Ave,,Clay County Junction,AL,16364,Clay County,TRACT-005210,,,33.2261869516735,-87.385229942823,49
8425,993 River Blvd,,Clay County Heights,AL,94607,Clay County,TRACT-008425,,,33.1971748305393,-87.375825615601,49
5736,828 Franklin Ave,,Clay County Village,AL,65003,Clay County,TRACT-005736,,,33.1797707997911,-87.3126853904497,49
6877,883 Main Ln,,Marion County City,AL,29527,Marion County,TRACT-006877,,,32.6504712670177,-85.9997362980746,50
9094,138 Park Blvd,,Marion County Corner,AL,35187,Marion County,TRACT-009094,,,32.6421285563726,-86.042246770658,50
7001,200 Elm Blvd,,Marion County Junction,AL,12243,Marion County,TRACT-007001,,,32.7147364210425,-86.0344993657854,50
8935,332 Lincoln Way,,Marion County Springs,AL,44536,Marion County,TRACT-008935,,,32.7125144718742,-86.0237360496151,50
1710,813 River Way,,Adams County Crossing,AL,58744,Adams County,TRACT-001710,,,32.3706082080388,-88.2973006836892,51
1928,525 Highland St,,Adams County Heights,AL,12937,Adams County,TRACT-001928,,,32.3463913449679,-88.2886690983141,51
6349,991 Washington Blvd,,Adams County Village,AL,02072,Adams County,TRACT-006349,,,32.4350148093106,-88.3116389519479,51
7590,806 Main Ave,,Wayne County Village,AL,56370,Wayne County,TRACT-007590,,,32.9187918370527,-86.828772584411,52
997,411 Church Ln,,Wayne County Landing,AL,75052,Wayne County,TRACT-000997,,,32.9589694900061,-86.8479368201424,52
2445,877 Union Ln,,Wayne County Village,AL,86372,Wayne County,TRACT-002445,,,32.9487347758868,-86.817405402164,52
5110,767 Church Way,,Wayne County Corner,AL,61027,Wayne County,TRACT-005110,,,32.9725257294268,-86.7832770561313,52
7379,194 Park Blvd,,Greene County Village,AL,84467,Greene County,TRACT-007379,,,32.427913447008,-86.1708743520094,53
5753,613 Chestnut Rd,,Greene County Junction,AL,80280,Greene County,TRACT-005753,,,32.3909732680272,-86.1312631793193,53
5827,361 Washington St,,Warren County Falls,AL,01938,Warren County,TRACT-005827,,,33.0673103394318,-88.3811462777513,54
7275,579 Franklin Rd,,Fayette County Heights,AL,35698,Fayette County,TRACT-007275,,,34.6908533070922,-85.7421991143564,55
333,358 Main Ave,,Fayette County Center,AL,26011,Fayette County,TRACT-000333,,,34.6528896040997,-85.7870714364607,55
4149,500 River St,,Fayette County Heights,AL,95064,Fayette County,TRACT-004149,,,34.6738249336939,-85.8017199158455,55
1276,944 Chestnut Way,,Fayette County Corner,AL,24656,Fayette County,TRACT-001276,,,34.6656705358191,-85.7603000241774,55
384,688 Union Dr,,Fayette County Corner,AL,26171,Fayette County,TRACT-000384,,,34.6536052758648,-85.8320491143501,55
2570,519 Elm Dr,,Fayette County Springs,AL,05049,Fayette County,TRACT-002570,,,34.6235916222203,-85.8277876696102,55
9034,627 Cedar Ave,,Montgomery County City,AL,65405,Montgomery County,TRACT-009034,,,32.7623264206154,-85.1499286128644,56
1251,487 Lincoln Rd,,Montgomery County Springs,AL,42840,Montgomery County,TRACT-001251,,,32.774667523566,-85.1442133574878,56
8430,823 Maple Rd,,Montgomery County Falls,AL,84165,Montgomery County,TRACT-008430,,,32.7525515902294,-85.2141888203261,56
6862,66 Lincoln Ln,,Montgomery County Center,AL,52045,Montgomery County,TRACT-006862,,,32.7651783960358,-85.1379529619648,56
5102,63 Maple Rd,,Montgomery County City,AL,18181,Montgomery County,TRACT-005102,,,32.7327739024873,-85.2143012425426,56
1231,900 Highland Rd,,Lake County Springs,AL,06382,Lake County,TRACT-001231,,,34.0839038766386,-86.9053238730966,57
7380,644 Union Ln,,Lake County Landing,AL,29353,Lake County,TRACT-007380,,,34.1109722436915,-86.9337242983905,57
2164,436 Chestnut Ave,,Lake County Springs,AL,59179,Lake County,TRACT-002164,,,34.0540420460511,-86.9128020084066,57
1711,781 Cedar Ave,,Lake County City,AL,43337,Lake County,TRACT-001711,,,34.0664473268932,-86.9399282330806,57
214,399 Church Blvd,,Lake County City,AL,91839,Lake County,TRACT-000214,,,34.0464439362997,-86.9696604138586,57
4234,889 Union Dr,,Grant County Center,AL,20453,Grant County,TRACT-004234,,,32.8593000913311,-87.3249567660484,58
3903,848 Franklin Ave,,Grant County Corner,AL,54224,Grant County,TRACT-003903,,,32.9399368825309,-87.3457010855608,58
7195,632 Oak Rd,,Douglas County Crossing,AL,50912,Douglas County,TRACT-007195,,,34.8976397377123,-87.3763272919044,59
2636,670 Franklin Dr,,Douglas County Junction,AL,58830,Douglas County,TRACT-002636,,,34.9291307591092,-87.3965101574856,59
8907,443 Lincoln Blvd,,Douglas County Junction,AL,16754,Douglas County,TRACT-008907,,,34.9616060873586,-87.3281919871673,59
2082,40 Main Rd,,Hamilton County Falls,AL,53185,Hamilton County,TRACT-002082,,,33.2282505546961,-87.3715230710378,60
4887,147 Main Ave,,Hamilton County City,AL,34651,Hamilton County,TRACT-004887,,,33.282307195627,-87.3767177202451,60
2399,284 Maple Dr,,Hamilton County Corner,AL,34552,Hamilton County,TRACT-002399,,,33.2938521509784,-87.3614563655189,60
5163,457 Highland Way,,Hamilton County Heights,AL,70841,Hamilton County,TRACT-005163,,,33.2250154570751,-87.4106355519419,60
4764,383 Oak St,,Hamilton County Center,AL,03913,Hamilton County,TRACT-004764,,,33.2787421850455,-87.4491353711754,60
6935,389 Maple Ln,,Hamilton County Falls,AL,17284,Hamilton County,TRACT-006935,,,33.3021838032674,-87.3966992920345,60
5119,841 Lincoln Way,,Hamilton County Corner,AL,67936,Hamilton County,TRACT-005119,,,33.2807388245001,-87.3813349386911,60
6062,837 Franklin Rd,,Perry County Falls,AL,80174,Perry County,TRACT-006062,,,34.7552102941409,-87.4307744298365,61
7417,54 Elm Ln,,Perry County Springs,AL,89209,Perry County,TRACT-007417,,,34.6932224113043,-87.4797870304663,61
5830,116 Lincoln St,,Perry County City,AL,35739,Perry County,TRACT-005830,,,34.7559323377818,-87.4697753883482,61
9474,101 Chestnut St,,Perry County Village,AL,79522,Perry County,TRACT-009474,,,34.7064537208394,-87.447437092008,61
3626,174 Park Dr,,Pike County Village,AL,76849,Pike County,TRACT-003626,,,33.319785066115,-87.8084770840857,62
4456,610 Highland Blvd,,Pike County Springs,AL,87725,Pike County,TRACT-004456,,,33.29855647962,-87.8257191338863,62
8111,498 Maple Ln,,Pike County Crossing,AL,18995,Pike County,TRACT-008111,,,33.3434475179029,-87.8239228038923,62
7172,892 Chestnut Dr,,Pike County Center,AL,42566,Pike County,TRACT-007172,,,33.3662894539548,-87.850386222732,62
4868,614 Cedar Ln,,Pike County Crossing,AL,04685,Pike County,TRACT-004868,,,33.3163672799766,-87.8436829648595,62
6183,374 Cedar St,,Pike County City,AL,18305,Pike County,TRACT-006183,,,33.3364919937528,-87.8064518483351,62
9323,385 Main Ln,,Pike County Crossing,AL,62729,Pike County,TRACT-009323,,,33.3144128649312,-87.8355131811718,62
6924,948 Oak Blvd,,Polk County Village,AL,92732,Polk County,TRACT-006924,,,33.6172084080698,-87.9732102329175,63
8446,214 Elm Way,,Polk County Heights,AL,84522,Polk County,TRACT-008446,,,33.6492159028344,-87.9330418328816,63
4605,471 Oak Ave,,Polk County Springs,AL,57107,Polk County,TRACT-004605,,,33.6258790490733,-87.9299841550739,63
830,371 Elm Ln,,Polk County Falls,AL,88599,Polk County,TRACT-000830,,,33.6328062564186,-87.9888504164598,63
8983,556 Park Ln,,Polk County Springs,AL,69875,Polk County,TRACT-008983,,,33.5948264007606,-87.9953942643016,63
7768,181 Maple Rd,,Polk County Village,AL,29053,Polk County,TRACT-007768,,,33.619086879357,-87.936672953544,63
1312,495 Elm Rd,,Randolph County Corner,AL,32099,Randolph County,TRACT-001312,,,34.1939148378546,-85.3337119731225,64
8559,498 Maple Blvd,,Randolph County Landing,AL,51912,Randolph County,TRACT-008559,,,34.1837176789479,-85.3999793747354,64
7193,671 Union Way,,Randolph County Center,AL,45490,Randolph County,TRACT-007193,,,34.2277375888368,-85.3095928980103,64
6819,743 Union Rd,,Randolph County Heights,AL,87254,Randolph County,TRACT-006819,,,34.2259750490247,-85.3796888871258,64
2052,73 Washington Rd,,Scott County Center,AL,23763,Scott County,TRACT-002052,,,34.6958290418889,-85.7533515589876,65
7686,532 Chestnut Ave,,Scott County Crossing,AL,07421,Scott County,TRACT-007686,,,34.6993246234091,-85.8043059023474,65
8686,589 Union Ln,,Scott County Village,AL,37346,Scott County,TRACT-008686,,,34.6340658121385,-85.7813188290207,65
