concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
602662,<REDACTED>,Metadata,Metadata,OMOP GIS,,1078229009,2021-01-31,2099-12-31,
603266,<REDACTED>,Metadata,Metadata,OMOP GIS,,1364501000000102,2021-09-29,2099-12-31,
603267,<REDACTED>,Metadata,Metadata,OMOP GIS,,1364511000000100,2021-09-29,2099-12-31,
604394,<REDACTED>,Metadata,Metadata,OMOP GIS,,890463002,2021-01-31,2099-12-31,
604458,<REDACTED>,Metadata,Metadata,OMOP GIS,,897481002,2021-01-31,2099-12-31,
604835,<REDACTED>,Metadata,Metadata,OMOP GIS,,1003777000,2021-01-31,2099-12-31,
606785,<REDACTED>,Metadata,Metadata,OMOP GIS,,1148599007,2021-07-31,2099-12-31,
608651,<REDACTED>,Metadata,Metadata,OMOP GIS,,1364401000000101,2021-09-29,2099-12-31,
608652,<REDACTED>,Metadata,Metadata,OMOP GIS,,1364411000000104,2021-09-29,2099-12-31,
608653,<REDACTED>,Metadata,Metadata,OMOP GIS,,1364421000000105,2021-09-29,2099-12-31,
608654,<REDACTED>,Metadata,Metadata,OMOP GIS,,1364431000000107,2021-09-29,2099-12-31,
608655,<REDACTED>,Metadata,Metadata,OMOP GIS,,1364441000000103,2021-09-29,2099-12-31,
608657,<REDACTED>,Metadata,Metadata,OMOP GIS,,1364461000000102,2021-09-29,2099-12-31,
608658,<REDACTED>,Metadata,Metadata,OMOP GIS,,1364471000000109,2021-09-29,2099-12-31,
608659,<REDACTED>,Metadata,Metadata,OMOP GIS,,1364481000000106,2021-09-29,2099-12-31,
608660,<REDACTED>,Metadata,Metadata,OMOP GIS,,1364491000000108,2021-09-29,2099-12-31,
609177,<REDACTED>,Metadata,Metadata,OMOP GIS,,472631000124105,2021-09-01,2099-12-31,
609254,<REDACTED>,Metadata,Metadata,OMOP GIS,,19401000175106,2021-01-31,2099-12-31,
618471,<REDACTED>,Metadata,Metadata,OMOP GIS,,897479004,2021-01-31,2099-12-31,
619360,<REDACTED>,Metadata,Metadata,OMOP GIS,,895281004,2021-01-31,2099-12-31,
619361,<REDACTED>,Metadata,Metadata,OMOP GIS,,895282006,2021-01-31,2099-12-31,
619684,<REDACTED>,Metadata,Metadata,OMOP GIS,,897482009,2021-01-31,2099-12-31,
709815,<REDACTED>,Metadata,Metadata,OMOP GIS,,0063U,2020-05-04,2099-12-31,
715726,<REDACTED>,Metadata,Metadata,OMOP GIS,,basics_11a_cope_a_33,2020-05-07,2099-12-31,
733018,<REDACTED>,Metadata,Metadata,OMOP GIS,,0358U,2023-01-01,2099-12-31,
742195,<REDACTED>,Metadata,Metadata,OMOP GIS,,0139U,2020-05-04,2022-01-01,
759471,<REDACTED>,Metadata,Metadata,OMOP GIS,,0170U,2021-05-03,2099-12-31,
836802,<REDACTED>,Metadata,Metadata,OMOP GIS,,MentalCondition_Autism_yes,2022-04-07,2099-12-31,
836805,<REDACTED>,Metadata,Metadata,OMOP GIS,,MentalCondition_Schizophrenia_yes,2022-04-07,2099-12-31,
903652,<REDACTED>,Metadata,Metadata,OMOP GIS,,OMOP5181832,2023-01-05,2099-12-31,
937627,<REDACTED>,Metadata,Metadata,OMOP GIS,,G9967,2018-01-01,2020-12-31,
937628,<REDACTED>,Metadata,Metadata,OMOP GIS,,G9966,2018-01-01,2020-12-31,
937684,<REDACTED>,Metadata,Metadata,OMOP GIS,,G9904,2018-01-01,2022-12-31,
937685,<REDACTED>,Metadata,Metadata,OMOP GIS,,G9903,2018-01-01,2099-12-31,
937686,<REDACTED>,Metadata,Metadata,OMOP GIS,,G9902,2018-01-01,2099-12-31,
1001499,<REDACTED>,Metadata,Metadata,OMOP GIS,,93268-1,2019-12-13,2099-12-31,
1001538,<REDACTED>,Metadata,Metadata,OMOP GIS,,93295-4,2019-12-13,2099-12-31,
1001655,<REDACTED>,Metadata,Metadata,OMOP GIS,,93107-1,2019-12-13,2099-12-31,
1001656,<REDACTED>,Metadata,Metadata,OMOP GIS,,93294-7,2019-12-13,2099-12-31,
1001671,<REDACTED>,Metadata,Metadata,OMOP GIS,,94026-2,2019-12-13,2099-12-31,
1001674,<REDACTED>,Metadata,Metadata,OMOP GIS,,93270-7,2019-12-13,2099-12-31,
1001725,<REDACTED>,Metadata,Metadata,OMOP GIS,,94030-4,2019-12-13,2099-12-31,
1001750,<REDACTED>,Metadata,Metadata,OMOP GIS,,93286-3,2019-12-13,2099-12-31,
1001757,<REDACTED>,Metadata,Metadata,OMOP GIS,,93115-4,2019-12-13,2099-12-31,
1001799,<REDACTED>,Metadata,Metadata,OMOP GIS,,94037-9,2019-12-13,2099-12-31,
1001804,<REDACTED>,Metadata,Metadata,OMOP GIS,,93292-1,2019-12-13,2099-12-31,
1001834,<REDACTED>,Metadata,Metadata,OMOP GIS,,94038-7,2019-12-13,2099-12-31,
1001841,<REDACTED>,Metadata,Metadata,OMOP GIS,,94019-7,2019-12-13,2099-12-31,
1001899,<REDACTED>,Metadata,Metadata,OMOP GIS,,93251-7,2019-12-13,2099-12-31,
1001937,<REDACTED>,Metadata,Metadata,OMOP GIS,,94017-1,2019-12-13,2099-12-31,
1001962,<REDACTED>,Metadata,Metadata,OMOP GIS,,93099-0,2019-12-13,2099-12-31,
1001965,<REDACTED>,Metadata,Metadata,OMOP GIS,,93673-2,2019-12-13,2099-12-31,
1001967,<REDACTED>,Metadata,Metadata,OMOP GIS,,93098-2,2019-12-13,2099-12-31,
1001974,<REDACTED>,Metadata,Metadata,OMOP GIS,,93279-8,2019-12-13,2099-12-31,
1001991,<REDACTED>,Metadata,Metadata,OMOP GIS,,94021-3,2019-12-13,2099-12-31,
1002010,<REDACTED>,Metadata,Metadata,OMOP GIS,,93288-9,2019-12-13,2099-12-31,
1002130,<REDACTED>,Metadata,Metadata,OMOP GIS,,93280-6,2019-12-13,2099-12-31,
1002218,<REDACTED>,Metadata,Metadata,OMOP GIS,,93600-5,2019-12-13,2099-12-31,
1002233,<REDACTED>,Metadata,Metadata,OMOP GIS,,94018-9,2019-12-13,2099-12-31,
1002261,<REDACTED>,Metadata,Metadata,OMOP GIS,,93304-4,2019-12-13,2099-12-31,
1002287,<REDACTED>,Metadata,Metadata,OMOP GIS,,93848-0,2019-12-13,2099-12-31,
1002299,<REDACTED>,Metadata,Metadata,OMOP GIS,,93290-5,2019-12-13,2099-12-31,
1002315,<REDACTED>,Metadata,Metadata,OMOP GIS,,93668-2,2019-12-13,2099-12-31,
1002339,<REDACTED>,Metadata,Metadata,OMOP GIS,,93278-0,2019-12-13,2099-12-31,
1002345,<REDACTED>,Metadata,Metadata,OMOP GIS,,94029-6,2019-12-13,2099-12-31,
1002402,<REDACTED>,Metadata,Metadata,OMOP GIS,,94015-5,2019-12-13,2099-12-31,
1002419,<REDACTED>,Metadata,Metadata,OMOP GIS,,94016-3,2019-12-13,2099-12-31,
1175400,<REDACTED>,Metadata,Metadata,OMOP GIS,,90637-0,2018-12-14,2099-12-31,
1175489,<REDACTED>,Metadata,Metadata,OMOP GIS,,91014-1,2018-12-14,2099-12-31,
1175970,<REDACTED>,Metadata,Metadata,OMOP GIS,,90592-7,2018-12-14,2099-12-31,
1176231,<REDACTED>,Metadata,Metadata,OMOP GIS,,90802-0,2018-12-14,2099-12-31,
1176286,<REDACTED>,Metadata,Metadata,OMOP GIS,,91015-8,2018-12-14,2099-12-31,
1176460,<REDACTED>,Metadata,Metadata,OMOP GIS,,90853-3,2018-12-14,2099-12-31,
1332814,<REDACTED>,Metadata,Metadata,OMOP GIS,,cope_s12,2020-05-07,2099-12-31,
1332816,<REDACTED>,Metadata,Metadata,OMOP GIS,,cope_s14,2020-05-07,2099-12-31,
1333020,<REDACTED>,Metadata,Metadata,OMOP GIS,,tsu_ds5_13_xx42_cope_a_226_2,2020-05-07,2099-12-31,
1333021,<REDACTED>,Metadata,Metadata,OMOP GIS,,tsu_ds5_13_xx43,2020-05-07,2099-12-31,
1333022,<REDACTED>,Metadata,Metadata,OMOP GIS,,tsu_ds5_13_xx44,2020-05-07,2099-12-31,
1333023,<REDACTED>,Metadata,Metadata,OMOP GIS,,basics_xx20,2020-05-07,2099-12-31,
1333245,<REDACTED>,Metadata,Metadata,OMOP GIS,,mhqukb_g3.b,2020-05-07,2099-12-31,
1333261,<REDACTED>,Metadata,Metadata,OMOP GIS,,mhwb_s13,2020-05-07,2099-12-31,
1333264,<REDACTED>,Metadata,Metadata,OMOP GIS,,ipaq,2020-05-07,2099-12-31,
1333273,<REDACTED>,Metadata,Metadata,OMOP GIS,,mhqukb__xx2,2020-05-07,2099-12-31,
1333334,<REDACTED>,Metadata,Metadata,OMOP GIS,,mhqukb_g2. b,2020-05-07,2099-12-31,
1384425,<REDACTED>,Metadata,Metadata,OMOP GIS,,MentalHealthCondition_OtherHowOld,2022-04-07,2099-12-31,
1384486,<REDACTED>,Metadata,Metadata,OMOP GIS,,MentalHealth_RxMedsforAutism,2022-04-07,2099-12-31,
1384508,<REDACTED>,Metadata,Metadata,OMOP GIS,,OtherMentalHealthSubstanceUse_FreeTextBox,2022-04-07,2099-12-31,
1384539,<REDACTED>,Metadata,Metadata,OMOP GIS,,MentalHealth_OtherConditionCurrently,2022-04-07,2099-12-31,
1384574,<REDACTED>,Metadata,Metadata,OMOP GIS,,MentalHealth_HowOldWereYouAutism,2022-04-07,2099-12-31,
1384584,<REDACTED>,Metadata,Metadata,OMOP GIS,,MentalHealth_RxMedsOtherCondition,2022-04-07,2099-12-31,
1384630,<REDACTED>,Metadata,Metadata,OMOP GIS,,MentalHealth_AutismCurrently,2022-04-07,2099-12-31,
1389558,<REDACTED>,Metadata,Metadata,OMOP GIS,,0263U,2022-11-07,2099-12-31,
1585374,<REDACTED>,Metadata,Metadata,OMOP GIS,,TheBasics_Income,2017-04-24,2099-12-31,
1585865,<REDACTED>,Metadata,Metadata,OMOP GIS,,Smoking_DailySmokeStartingAgeDontKnow,2017-04-24,2099-12-31,
1585866,<REDACTED>,Metadata,Metadata,OMOP GIS,,Smoking_DailySmokeStartingAgePreferNotToAnswer,2017-04-24,2099-12-31,
1585870,<REDACTED>,Metadata,Metadata,OMOP GIS,,AttemptQuitSmoking_CompletelyQuitAge,2017-05-17,2099-12-31,
1585871,<REDACTED>,Metadata,Metadata,OMOP GIS,,AttemptQuitSmoking_CompletelyQuitAgeDontKnow,2017-05-26,2099-12-31,
1585939,<REDACTED>,Metadata,Metadata,OMOP GIS,,TheBasics_EducationLevel,2017-04-24,2099-12-31,
1616329,<REDACTED>,Metadata,Metadata,OMOP GIS,,98161-3,2021-08-23,2099-12-31,
1616409,<REDACTED>,Metadata,Metadata,OMOP GIS,,96951-9,2021-08-23,2099-12-31,
1616548,<REDACTED>,Metadata,Metadata,OMOP GIS,,96952-7,2021-08-23,2099-12-31,
1616596,<REDACTED>,Metadata,Metadata,OMOP GIS,,96871-9,2021-08-23,2099-12-31,
1616643,<REDACTED>,Metadata,Metadata,OMOP GIS,,96845-3,2021-08-23,2099-12-31,
1616831,<REDACTED>,Metadata,Metadata,OMOP GIS,,97909-6,2021-08-23,2099-12-31,
1616832,<REDACTED>,Metadata,Metadata,OMOP GIS,,97122-6,2021-08-23,2099-12-31,
1617125,<REDACTED>,Metadata,Metadata,OMOP GIS,,97121-8,2021-08-23,2099-12-31,
1617174,<REDACTED>,Metadata,Metadata,OMOP GIS,,97899-9,2021-08-23,2099-12-31,
1617178,<REDACTED>,Metadata,Metadata,OMOP GIS,,98155-5,2021-08-23,2099-12-31,
1617275,<REDACTED>,Metadata,Metadata,OMOP GIS,,96434-6,2021-08-23,2099-12-31,
1617287,<REDACTED>,Metadata,Metadata,OMOP GIS,,96841-2,2021-08-23,2099-12-31,
1617546,<REDACTED>,Metadata,Metadata,OMOP GIS,,96770-3,2021-08-23,2099-12-31,
1617701,<REDACTED>,Metadata,Metadata,OMOP GIS,,96779-4,2021-08-23,2099-12-31,
1617719,<REDACTED>,Metadata,Metadata,OMOP GIS,,97059-0,2021-08-23,2099-12-31,
1621298,<REDACTED>,Metadata,Metadata,OMOP GIS,,LG51306-5,2021-08-23,2099-12-31,
1740571,<REDACTED>,Metadata,Metadata,OMOP GIS,,othermentalhealthsubstanceuse_fatherfreetextbox,2022-04-07,2099-12-31,
1740598,<REDACTED>,Metadata,Metadata,OMOP GIS,,othermentalhealthsubstanceuse_motherfreetextbox,2022-04-07,2099-12-31,
1740614,<REDACTED>,Metadata,Metadata,OMOP GIS,,othermentalhealthsubstanceuse_sonfreetextbox,2022-04-07,2099-12-31,
1740624,<REDACTED>,Metadata,Metadata,OMOP GIS,,othermentalhealthsubstanceuse_grandparentfreetextb,2022-04-07,2099-12-31,
1740641,<REDACTED>,Metadata,Metadata,OMOP GIS,,othermentalhealthsubstanceuse_daughterfreetextbox,2022-04-07,2099-12-31,
1740643,<REDACTED>,Metadata,Metadata,OMOP GIS,,mentalcondition_othermentalhealthsubstanceuse_yes,2022-04-07,2099-12-31,
1740653,<REDACTED>,Metadata,Metadata,OMOP GIS,,othermentalhealthsubstanceuse_siblingfreetextbox,2022-04-07,2099-12-31,
1761432,<REDACTED>,Metadata,Metadata,OMOP GIS,,100312-8,2022-08-08,2099-12-31,
1761613,<REDACTED>,Metadata,Metadata,OMOP GIS,,100698-0,2022-08-08,2099-12-31,
1988139,<REDACTED>,Metadata,Metadata,OMOP GIS,,98926-9,2022-02-16,2099-12-31,
1988160,<REDACTED>,Metadata,Metadata,OMOP GIS,,98879-0,2022-02-16,2099-12-31,
1988272,<REDACTED>,Metadata,Metadata,OMOP GIS,,98896-4,2022-02-16,2099-12-31,
1988322,<REDACTED>,Metadata,Metadata,OMOP GIS,,98531-7,2022-02-16,2099-12-31,
1988347,<REDACTED>,Metadata,Metadata,OMOP GIS,,98891-5,2022-02-16,2099-12-31,
1988384,<REDACTED>,Metadata,Metadata,OMOP GIS,,98967-3,2022-02-16,2099-12-31,
1988484,<REDACTED>,Metadata,Metadata,OMOP GIS,,98864-2,2022-02-16,2099-12-31,
1988722,<REDACTED>,Metadata,Metadata,OMOP GIS,,98895-6,2022-02-16,2099-12-31,
1988774,<REDACTED>,Metadata,Metadata,OMOP GIS,,98868-3,2022-02-16,2099-12-31,
1988912,<REDACTED>,Metadata,Metadata,OMOP GIS,,99134-9,2022-02-16,2099-12-31,
1988955,<REDACTED>,Metadata,Metadata,OMOP GIS,,98975-6,2022-02-16,2099-12-31,
1989232,<REDACTED>,Metadata,Metadata,OMOP GIS,,98893-1,2022-02-16,2099-12-31,
1989310,<REDACTED>,Metadata,Metadata,OMOP GIS,,98867-5,2022-02-16,2099-12-31,
1989319,<REDACTED>,Metadata,Metadata,OMOP GIS,,99550-6,2022-02-16,2099-12-31,
1989396,<REDACTED>,Metadata,Metadata,OMOP GIS,,99135-6,2022-02-16,2099-12-31,
2101868,<REDACTED>,Metadata,Metadata,OMOP GIS,,1000F,2005-01-19,2099-12-31,
2108525,<REDACTED>,Metadata,Metadata,OMOP GIS,,4000F,2005-01-19,2099-12-31,
2108526,<REDACTED>,Metadata,Metadata,OMOP GIS,,4001F,2005-01-19,2099-12-31,
2617806,<REDACTED>,Metadata,Metadata,OMOP GIS,,G8402,1970-01-01,2014-11-11,
2617807,<REDACTED>,Metadata,Metadata,OMOP GIS,,G8403,1970-01-01,2014-11-11,
2721229,<REDACTED>,Metadata,Metadata,OMOP GIS,,S3870,2009-04-01,2099-12-31,
3001486,<REDACTED>,Metadata,Metadata,OMOP GIS,,28536-1,1970-01-01,2099-12-31,
3001961,<REDACTED>,Metadata,Metadata,OMOP GIS,,28241-8,1970-01-01,2099-12-31,
3002578,<REDACTED>,Metadata,Metadata,OMOP GIS,,28535-3,1970-01-01,2099-12-31,
3004566,<REDACTED>,Metadata,Metadata,OMOP GIS,,28310-1,1970-01-01,2099-12-31,
3004572,<REDACTED>,Metadata,Metadata,OMOP GIS,,28298-8,1970-01-01,2099-12-31,
3005348,<REDACTED>,Metadata,Metadata,OMOP GIS,,28225-1,1970-01-01,2099-12-31,
3006630,<REDACTED>,Metadata,Metadata,OMOP GIS,,28502-3,1970-01-01,2099-12-31,
3006951,<REDACTED>,Metadata,Metadata,OMOP GIS,,28501-5,1970-01-01,2099-12-31,
3007016,<REDACTED>,Metadata,Metadata,OMOP GIS,,21841-2,1970-01-01,2099-12-31,
3007191,<REDACTED>,Metadata,Metadata,OMOP GIS,,21612-7,1970-01-01,2099-12-31,
3008232,<REDACTED>,Metadata,Metadata,OMOP GIS,,21611-9,1970-01-01,2099-12-31,
3008446,<REDACTED>,Metadata,Metadata,OMOP GIS,,11369-6,1970-01-01,2099-12-31,
3009793,<REDACTED>,Metadata,Metadata,OMOP GIS,,28522-1,1970-01-01,2099-12-31,
3011868,<REDACTED>,Metadata,Metadata,OMOP GIS,,28507-2,1970-01-01,2099-12-31,
3012368,<REDACTED>,Metadata,Metadata,OMOP GIS,,28509-8,1970-01-01,2099-12-31,
3012697,<REDACTED>,Metadata,Metadata,OMOP GIS,,11367-0,1997-07-31,2099-12-31,
3012730,<REDACTED>,Metadata,Metadata,OMOP GIS,,28325-9,1970-01-01,2099-12-31,
3012814,<REDACTED>,Metadata,Metadata,OMOP GIS,,28212-9,1970-01-01,2099-12-31,
3019291,<REDACTED>,Metadata,Metadata,OMOP GIS,,28296-2,1970-01-01,2099-12-31,
3019517,<REDACTED>,Metadata,Metadata,OMOP GIS,,28297-0,1970-01-01,2099-12-31,
3019523,<REDACTED>,Metadata,Metadata,OMOP GIS,,11351-4,1997-07-31,2099-12-31,
3020365,<REDACTED>,Metadata,Metadata,OMOP GIS,,28308-5,1970-01-01,2099-12-31,
3020690,<REDACTED>,Metadata,Metadata,OMOP GIS,,28375-4,1970-01-01,2099-12-31,
3021806,<REDACTED>,Metadata,Metadata,OMOP GIS,,8677-7,1996-09-06,2099-12-31,
3021986,<REDACTED>,Metadata,Metadata,OMOP GIS,,28224-4,1970-01-01,2099-12-31,
3022091,<REDACTED>,Metadata,Metadata,OMOP GIS,,28324-2,1970-01-01,2099-12-31,
3022110,<REDACTED>,Metadata,Metadata,OMOP GIS,,11366-2,1997-07-31,2099-12-31,
3022304,<REDACTED>,Metadata,Metadata,OMOP GIS,,30525-0,2001-10-16,2099-12-31,
3023630,<REDACTED>,Metadata,Metadata,OMOP GIS,,28223-6,1970-01-01,2099-12-31,
3023631,<REDACTED>,Metadata,Metadata,OMOP GIS,,29553-5,2001-04-25,2099-12-31,
3024735,<REDACTED>,Metadata,Metadata,OMOP GIS,,28362-2,1970-01-01,2099-12-31,
3026090,<REDACTED>,Metadata,Metadata,OMOP GIS,,28135-2,1970-01-01,2099-12-31,
3026424,<REDACTED>,Metadata,Metadata,OMOP GIS,,30972-4,2001-12-07,2099-12-31,
3026466,<REDACTED>,Metadata,Metadata,OMOP GIS,,28353-1,1970-01-01,2099-12-31,
3026706,<REDACTED>,Metadata,Metadata,OMOP GIS,,28508-0,1970-01-01,2099-12-31,
3027539,<REDACTED>,Metadata,Metadata,OMOP GIS,,28354-9,1970-01-01,2099-12-31,
3027725,<REDACTED>,Metadata,Metadata,OMOP GIS,,28503-1,1970-01-01,2099-12-31,
3028438,<REDACTED>,Metadata,Metadata,OMOP GIS,,28355-6,1970-01-01,2099-12-31,
3028795,<REDACTED>,Metadata,Metadata,OMOP GIS,,42552-0,1970-01-01,2099-12-31,
3030813,<REDACTED>,Metadata,Metadata,OMOP GIS,,50742-6,2007-10-19,2099-12-31,
3031272,<REDACTED>,Metadata,Metadata,OMOP GIS,,42562-9,1970-01-01,2099-12-31,
3031475,<REDACTED>,Metadata,Metadata,OMOP GIS,,34801-1,1970-01-01,2099-12-31,
3031547,<REDACTED>,Metadata,Metadata,OMOP GIS,,42831-8,1970-01-01,2099-12-31,
3032570,<REDACTED>,Metadata,Metadata,OMOP GIS,,42561-1,1970-01-01,2099-12-31,
3032951,<REDACTED>,Metadata,Metadata,OMOP GIS,,35267-4,2004-01-15,2099-12-31,
3033439,<REDACTED>,Metadata,Metadata,OMOP GIS,,41291-6,2005-06-09,2099-12-31,
3033487,<REDACTED>,Metadata,Metadata,OMOP GIS,,28323-4,1970-01-01,2099-12-31,
3034194,<REDACTED>,Metadata,Metadata,OMOP GIS,,11370-4,1997-07-31,2099-12-31,
3034359,<REDACTED>,Metadata,Metadata,OMOP GIS,,42828-4,1970-01-01,2099-12-31,
3035266,<REDACTED>,Metadata,Metadata,OMOP GIS,,42797-1,2005-10-24,2099-12-31,
3035755,<REDACTED>,Metadata,Metadata,OMOP GIS,,28309-3,1970-01-01,2099-12-31,
3037318,<REDACTED>,Metadata,Metadata,OMOP GIS,,38223-4,1970-01-01,2099-12-31,
3038147,<REDACTED>,Metadata,Metadata,OMOP GIS,,31044-1,2002-01-17,2099-12-31,
3038250,<REDACTED>,Metadata,Metadata,OMOP GIS,,39278-7,1970-01-01,2099-12-31,
3038359,<REDACTED>,Metadata,Metadata,OMOP GIS,,52809-1,2008-04-14,2099-12-31,
3038421,<REDACTED>,Metadata,Metadata,OMOP GIS,,39016-1,2005-02-14,2099-12-31,
3038493,<REDACTED>,Metadata,Metadata,OMOP GIS,,52857-0,2008-04-29,2099-12-31,
3038513,<REDACTED>,Metadata,Metadata,OMOP GIS,,52859-6,2008-04-29,2099-12-31,
3039069,<REDACTED>,Metadata,Metadata,OMOP GIS,,52852-1,2008-04-29,2099-12-31,
3039103,<REDACTED>,Metadata,Metadata,OMOP GIS,,52860-4,2008-04-29,2099-12-31,
3039452,<REDACTED>,Metadata,Metadata,OMOP GIS,,54141-7,2008-11-26,2099-12-31,
3039465,<REDACTED>,Metadata,Metadata,OMOP GIS,,54115-1,2008-11-25,2099-12-31,
3039561,<REDACTED>,Metadata,Metadata,OMOP GIS,,39240-7,1970-01-01,2099-12-31,
3039689,<REDACTED>,Metadata,Metadata,OMOP GIS,,52855-4,2008-04-29,2099-12-31,
3039908,<REDACTED>,Metadata,Metadata,OMOP GIS,,52843-0,2008-04-29,2099-12-31,
3040186,<REDACTED>,Metadata,Metadata,OMOP GIS,,51963-7,1970-01-01,2099-12-31,
3040272,<REDACTED>,Metadata,Metadata,OMOP GIS,,52854-7,2008-04-29,2099-12-31,
3040339,<REDACTED>,Metadata,Metadata,OMOP GIS,,52642-6,2008-04-04,2099-12-31,
3040361,<REDACTED>,Metadata,Metadata,OMOP GIS,,39237-3,1970-01-01,2099-12-31,
3040814,<REDACTED>,Metadata,Metadata,OMOP GIS,,52850-5,2008-04-29,2099-12-31,
3040819,<REDACTED>,Metadata,Metadata,OMOP GIS,,52846-3,2008-04-29,2099-12-31,
3040841,<REDACTED>,Metadata,Metadata,OMOP GIS,,52849-7,2008-04-29,2099-12-31,
3041074,<REDACTED>,Metadata,Metadata,OMOP GIS,,52845-5,2008-04-29,2099-12-31,
3041081,<REDACTED>,Metadata,Metadata,OMOP GIS,,52847-1,2008-04-29,2099-12-31,
3041103,<REDACTED>,Metadata,Metadata,OMOP GIS,,52848-9,2008-04-29,2099-12-31,
3041215,<REDACTED>,Metadata,Metadata,OMOP GIS,,52853-9,2008-04-29,2099-12-31,
3041358,<REDACTED>,Metadata,Metadata,OMOP GIS,,52842-2,2008-04-29,2099-12-31,
3041501,<REDACTED>,Metadata,Metadata,OMOP GIS,,52858-8,2008-04-29,2099-12-31,
3041565,<REDACTED>,Metadata,Metadata,OMOP GIS,,52862-0,2008-04-29,2099-12-31,
3041701,<REDACTED>,Metadata,Metadata,OMOP GIS,,52841-4,2008-04-29,2099-12-31,
3041796,<REDACTED>,Metadata,Metadata,OMOP GIS,,52856-2,2008-04-29,2099-12-31,
3041941,<REDACTED>,Metadata,Metadata,OMOP GIS,,52840-6,2008-04-29,2099-12-31,
3041988,<REDACTED>,Metadata,Metadata,OMOP GIS,,52844-8,2008-04-29,2099-12-31,
3042409,<REDACTED>,Metadata,Metadata,OMOP GIS,,52851-3,2008-04-29,2099-12-31,
3042764,<REDACTED>,Metadata,Metadata,OMOP GIS,,45602-0,1970-01-01,2099-12-31,
3042959,<REDACTED>,Metadata,Metadata,OMOP GIS,,45668-1,1970-01-01,2099-12-31,
3043019,<REDACTED>,Metadata,Metadata,OMOP GIS,,45665-7,1970-01-01,2099-12-31,
3043205,<REDACTED>,Metadata,Metadata,OMOP GIS,,45402-5,1970-01-01,2099-12-31,
3043591,<REDACTED>,Metadata,Metadata,OMOP GIS,,45373-8,2006-05-12,2099-12-31,
3044149,<REDACTED>,Metadata,Metadata,OMOP GIS,,45970-1,1970-01-01,2099-12-31,
3044530,<REDACTED>,Metadata,Metadata,OMOP GIS,,39241-5,1970-01-01,2099-12-31,
3045279,<REDACTED>,Metadata,Metadata,OMOP GIS,,45856-2,1970-01-01,2099-12-31,
3045288,<REDACTED>,Metadata,Metadata,OMOP GIS,,45978-4,1970-01-01,2099-12-31,
3045639,<REDACTED>,Metadata,Metadata,OMOP GIS,,45423-1,1970-01-01,2099-12-31,
3045859,<REDACTED>,Metadata,Metadata,OMOP GIS,,43993-5,2006-02-21,2099-12-31,
3046056,<REDACTED>,Metadata,Metadata,OMOP GIS,,45997-4,1970-01-01,2099-12-31,
