"concept_id","concept_name","domain_id","vocabulary_id","concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason"
,"Adherence","Phenotypic Feature","SDOH","SDOHO Determinant","S","106","2023-09-29","2099-12-31",
,"Adjacent County","Phenotypic Feature","SDOH","AHRQ Geo Item","S","Adjacent County","2023-09-29","2099-12-31",
,"Adjacent County 1 Fips Code (State And County)","Phenotypic Feature","SDOH","AHRQ Geo Item","S","CAF_ADJ_COUNTY_1","2023-09-29","2099-12-31",
,"Adjacent County 10 Fips Code (State And County)","Phenotypic Feature","SDOH","AHRQ Geo Item","S","CAF_ADJ_COUNTY_10","2023-09-29","2099-12-31",
,"Adjacent County 11 Fips Code (State And County)","Phenotypic Feature","SDOH","AHRQ Geo Item","S","CAF_ADJ_COUNTY_11","2023-09-29","2099-12-31",
,"Adjacent County 12 Fips Code (State And County)","Phenotypic Feature","SDOH","AHRQ Geo Item","S","CAF_ADJ_COUNTY_12","2023-09-29","2099-12-31",
,"Adjacent County 13 Fips Code (State And County)","Phenotypic Feature","SDOH","AHRQ Geo Item","S","CAF_ADJ_COUNTY_13","2023-09-29","2099-12-31",
,"Adjacent County 14 Fips Code (State And County)","Phenotypic Feature","SDOH","AHRQ Geo Item","S","CAF_ADJ_COUNTY_14","2023-09-29","2099-12-31",
,"Adjacent County 2 Fips Code (State And County)","Phenotypic Feature","SDOH","AHRQ Geo Item","S","CAF_ADJ_COUNTY_2","2023-09-29","2099-12-31",
,"Adjacent County 3 Fips Code (State And County)","Phenotypic Feature","SDOH","AHRQ Geo Item","S","CAF_ADJ_COUNTY_3","2023-09-29","2099-12-31",
,"Adjacent County 4 Fips Code (State And County)","Phenotypic Feature","SDOH","AHRQ Geo Item","S","CAF_ADJ_COUNTY_4","2023-09-29","2099-12-31",
,"Adjacent County 5 Fips Code (State And County)","Phenotypic Feature","SDOH","AHRQ Geo Item","S","CAF_ADJ_COUNTY_5","2023-09-29","2099-12-31",
,"Adjacent County 6 Fips Code (State And County)","Phenotypic Feature","SDOH","AHRQ Geo Item","S","CAF_ADJ_COUNTY_6","2023-09-29","2099-12-31",
,"Adjacent County 7 Fips Code (State And County)","Phenotypic Feature","SDOH","AHRQ Geo Item","S","CAF_ADJ_COUNTY_7","2023-09-29","2099-12-31",
,"Adjacent County 8 Fips Code (State And County)","Phenotypic Feature","SDOH","AHRQ Geo Item","S","CAF_ADJ_COUNTY_8","2023-09-29","2099-12-31",
,"Adjacent County 9 Fips Code (State And County)","Phenotypic Feature","SDOH","AHRQ Geo Item","S","CAF_ADJ_COUNTY_9","2023-09-29","2099-12-31",
,"Adjacent to","Observation","OMOP GIS","Geometry Relationship","S","OMOP5182174","2023-09-29","2099-12-31",
,"Administrative Boundary","Observation","OMOP GIS","Location","S","OMOP5181929","2023-09-29","2099-12-31",
,"Adverse Childhood Experience","Phenotypic Feature","SDOH","SDOHO Construct","S","81","2023-09-29","2099-12-31",
,"Adverse Life Experience","Phenotypic Feature","SDOH","SDOHO Construct","S","82","2023-09-29","2099-12-31",
,"African American","Phenotypic Feature","SDOH","SDOHO Value",,"358","2023-09-29","2099-12-31",
,"Age","Phenotypic Feature","SDOH","SDOH Determinant","S","OMOP5182028","2023-09-29","2099-12-31",
,"Age","Phenotypic Feature","SDOH","SDOHO Determinant","S","522","2023-09-29","2099-12-31",
,"Age in Population","Phenotypic Feature","SDOH","SDOH Construct","S","OMOP5181956","2023-09-29","2099-12-31",
,"Age-Adjusted Prevalence Of Adults Aged 18 Years And Older Who Report Ever Having Been Told By A Doctor, Nurse, Or Other Health Professional That They Had Chronic Obstructive Pulmonary Disease (Copd), Emphysema, Or Chronic Bronchitis (%)","Phenotypic Feature","SDOH","AHRQ Item","S","CDCP_PULMONARY_ADULT_A","2023-09-29","2099-12-31",
,"Age-Adjusted Prevalence Of Adults Aged 18 Years And Older Who Report Ever Having Been Told By A Doctor, Nurse, Or Other Health Professional That They Have Kidney Disease (%)","Phenotypic Feature","SDOH","AHRQ Item","S","CDCP_KIDNEY_DISEASE_ADULT_A","2023-09-29","2099-12-31",
,"Age-Adjusted Prevalence Of Adults Aged 18 Years And Older Who Report Having Been To A Doctor For A Routine Checkup (E.G., A General Physical Exam, Not An Exam For A Specific Injury, Illness, Condition) In The Previous Year (%)","Phenotypic Feature","SDOH","AHRQ Item","S","CDCP_DOCTOR_VISIT_ADULT_A","2023-09-29","2099-12-31",
,"Age-Adjusted Prevalence Of Adults Aged 18 Years And Older Who Report Having Been To The Dentist Or Dental Clinic In The Previous Year (%)","Phenotypic Feature","SDOH","AHRQ Item","S","CDCP_DENTIST_VISIT_ADULT_A","2023-09-29","2099-12-31",
,"Age-Adjusted Prevalence Of Adults Aged 18 Years And Older Who Report Having Been Told By A Doctor, Nurse, Or Other Health Professional That They Had High Cholesterol (%)","Phenotypic Feature","SDOH","AHRQ Item","S","CDCP_CHOLES_ADULT_A","2023-09-29","2099-12-31",
,"Age-Adjusted Prevalence Of Adults Aged 18 Years And Older Who Report Having Their Cholesterol Checked Within The Previous 5 Years (%)","Phenotypic Feature","SDOH","AHRQ Item","S","CDCP_CHOLES_SCR_ADULT_A","2023-09-29","2099-12-31",
,"Age-Adjusted Prevalence Of Adults Aged 18 Years And Older Who Report Not Having Participated In Any Physical Activities Or Exercises Such As Running, Calisthenics, Golf, Gardening, Or Walking For Exercise Other Than Regular Job (%)","Phenotypic Feature","SDOH","AHRQ Item","S","CDCP_NO_PHY_ACTV_ADULT_A","2023-09-29","2099-12-31",
,"Age-Adjusted Prevalence Of Adults Aged 18 Years And Older Who Report Usually Getting Less Than 7 Hours Of Sleep (%)","Phenotypic Feature","SDOH","AHRQ Item","S","CDCP_SLEEP_LESS7HR_ADULT_A","2023-09-29","2099-12-31",
,"Age-Adjusted Prevalence Of Adults Aged 18 Years And Older With High Blood Pressure Taking Medicine For High Blood Pressure Control (%)","Phenotypic Feature","SDOH","AHRQ Item","S","CDCP_BLOOD_MED_ADULT_A","2023-09-29","2099-12-31",
,"Age-Adjusted Prevalence Of Adults Aged 50-75 Years Who Had 1) A Fecal Occult Blood Test (Fobt) Within The Past Year, 2) A Sigmoidoscopy Within The Past 5 Years And A Fobt Within The Past Year, Or 3) A Colonoscopy Within The Past 10 Years (%)","Phenotypic Feature","SDOH","AHRQ Item","S","CDCP_FOBT_SIG_COL_50_75_A","2023-09-29","2099-12-31",
,"Age-Adjusted Prevalence Of Adults Aged 65 Years And Older Who Report Having Lost All Of Their Natural Teeth Because Of Tooth Decay Or Gum Disease (%)","Phenotypic Feature","SDOH","AHRQ Item","S","CDCP_NO_TEETH_65_ABOVE_A","2023-09-29","2099-12-31",
,"Age-Adjusted Prevalence Of Arthritis Among Adults Aged 18 Years And Older (%)","Phenotypic Feature","SDOH","AHRQ Item","S","CDCP_ARTHRITIS_ADULT_A","2023-09-29","2099-12-31",
,"Age-Adjusted Prevalence Of Current Asthma Among Adults Aged 18 Years And Older (%)","Phenotypic Feature","SDOH","AHRQ Item","S","CDCP_ASTHMA_ADULT_A","2023-09-29","2099-12-31",
,"Age-Adjusted Prevalence Of Females Aged 21-65 Years Without A Hysterectomy Who Report Having Had A Recommended Cervical Cancer Screening Test (%)","Phenotypic Feature","SDOH","AHRQ Item","S","CDCP_CERVCAN_SCR_F21_65_A","2023-09-29","2099-12-31",
,"Age-Adjusted Prevalence Of Females Aged 50-74 Years Who Reporting Having Had A Mammogram Within The Previous 2 Years (%)","Phenotypic Feature","SDOH","AHRQ Item","S","CDCP_MAMMO_SCR_F50_74_A","2023-09-29","2099-12-31",
,"Age-Adjusted Prevalence Of Females Aged 65 Years And Older Who Are Up To Date On A Core Set Of Clinical Preventive Services (%)","Phenotypic Feature","SDOH","AHRQ Item","S","CDCP_PREV_SERV_F65_ABOVE_A","2023-09-29","2099-12-31",
,"Age-Adjusted Prevalence Of Males Aged 65 Years And Older Who Are Up To Date On A Core Set Of Clinical Preventive Services (%)","Phenotypic Feature","SDOH","AHRQ Item","S","CDCP_PREV_SERV_M65_ABOVE_A","2023-09-29","2099-12-31",
,"Age-Related Metrics","Phenotypic Feature","SDOH","SDOH Determinant","S","OMOP5181864","2023-09-29","2099-12-31",
,"Agender","Phenotypic Feature","SDOH","SDOHO Value",,"116","2023-09-29","2099-12-31",
,"AHRQ Construct","Metadata","Concept Class","SDOH",,"AHRQ Construct","2023-09-29","2099-12-31",
,"AHRQ Determinant","Metadata","Concept Class","SDOH",,"AHRQ Determinant","2023-09-29","2099-12-31",
,"AHRQ Geo Item","Metadata","Concept Class","SDOH",,"AHRQ Geo Item","2023-09-29","2099-12-31",
,"AHRQ Item","Metadata","Concept Class","SDOH",,"AHRQ Item","2023-09-29","2099-12-31",
,"Air Pollution","Phenotypic Feature","SDOH","SDOH Construct","S","OMOP5181874","2023-09-29","2099-12-31",
,"Air Quality","Phenotypic Feature","SDOH","SDOHO Construct","S","876","2023-09-29","2099-12-31",
,"Air Quality Monitoring Station","Observation","OMOP GIS","Location","S","OMOP5181969","2023-09-29","2099-12-31",
,"Air Quality Station","Observation","OMOP GIS","Location","S","OMOP5182058","2023-09-29","2099-12-31",
,"Alcohol Use","Phenotypic Feature","SDOH","SDOHO Determinant","S","659","2023-09-29","2099-12-31",
,"All Cause Readmissions Per 100 American Indian Or Alaska Native Admissions","Phenotypic Feature","SDOH","AHRQ Item","S","MMD_READM_AIAN_RATE","2023-09-29","2099-12-31",
,"All Cause Readmissions Per 100 Asian Or Pacific Islander Admissions","Phenotypic Feature","SDOH","AHRQ Item","S","MMD_READM_ASIAN_RATE","2023-09-29","2099-12-31",
,"All Cause Readmissions Per 100 Black Admissions","Phenotypic Feature","SDOH","AHRQ Item","S","MMD_READM_BLACK_RATE","2023-09-29","2099-12-31",
,"All Cause Readmissions Per 100 Female Admissions","Phenotypic Feature","SDOH","AHRQ Item","S","MMD_READM_F_RATE","2023-09-29","2099-12-31",
,"All Cause Readmissions Per 100 Hispanic Admissions","Phenotypic Feature","SDOH","AHRQ Item","S","MMD_READM_HISP_RATE","2023-09-29","2099-12-31",
,"All Cause Readmissions Per 100 Male Admissions","Phenotypic Feature","SDOH","AHRQ Item","S","MMD_READM_M_RATE","2023-09-29","2099-12-31",
,"All Cause Readmissions Per 100 Other Race Admissions","Phenotypic Feature","SDOH","AHRQ Item","S","MMD_READM_OTHER_RATE","2023-09-29","2099-12-31",
,"All Cause Readmissions Per 100 White Admissions","Phenotypic Feature","SDOH","AHRQ Item","S","MMD_READM_WHITE_RATE","2023-09-29","2099-12-31",
,"American Indian Or Alaska Native, Not Hispanic Or Latino Persons Estimate","Phenotypic Feature","SDOH","SVI Item","S","E_AIAN","2023-09-29","2099-12-31",
,"American Indian Or Alaska Native, Not Hispanic Or Latino Persons Estimate Moe","Phenotypic Feature","SDOH","SVI Item","S","M_AIAN","2023-09-29","2099-12-31",
,"American Indian/Alaska Native Areas/Hawaiian Home Land Indicator","Phenotypic Feature","SDOH","AHRQ Item","S","CEN_AIAN_NH_IND","2023-09-29","2099-12-31",
,"Americans With Disabilities Act (Ada) Compliance Construction","Phenotypic Feature","SDOH","SDOHO Item","S","874","2023-09-29","2099-12-31",
,"Annual Average Ambient Concentrations Of Pm2.5 In Micrograms Per Cubic Meter (Modeled Estimates Only)","Phenotypic Feature","SDOH","AHRQ Item","S","NEPHTN_AVG_MODAAAC_PM25","2023-09-29","2099-12-31",
,"Annual Average Ambient Concentrations Of Pm2.5 In Micrograms Per Cubic Meter (Monitored Values Only)","Phenotypic Feature","SDOH","AHRQ Item","S","NEPHTN_AVG_MONAAAC_PM25","2023-09-29","2099-12-31",
,"Annual Average Daily Census Per Reporting Facility In The County","Phenotypic Feature","SDOH","AHRQ Item","S","LTC_AVG_DAILY_CENSUS","2023-09-29","2099-12-31",
,"Annual Family Income","Phenotypic Feature","SDOH","SDOHO Determinant","S","717","2023-09-29","2099-12-31",
,"Annual Mean Of All The 1-Hour Measurements Of Nitrogen Dioxide (No2) In The Year (Ppb)","Phenotypic Feature","SDOH","AHRQ Item","S","EPAA_MEAN_NO2_1HR","2023-09-29","2099-12-31",
,"Annual Mean Of All The 1-Hour Measurements Of Sulfur Dioxide (So2) In The Year (Ppb)","Phenotypic Feature","SDOH","AHRQ Item","S","EPAA_MEAN_SO2_1HR","2023-09-29","2099-12-31",
,"Annual Mean Of Particulate Matter (Pm2.5) Concentration (Μg/M3)","Phenotypic Feature","SDOH","AHRQ Item","S","WUSTL_AVG_PM25","2023-09-29","2099-12-31",
,"Anti-Malaria Mosquito Net Distribution","Observation","OMOP GIS","Location","S","OMOP5182126","2023-09-29","2099-12-31",
,"Anxiety","Phenotypic Feature","SDOH","SDOH Construct","S","OMOP5182201","2023-09-29","2099-12-31",
,"Anxiety disorder in last 7 days [MDSv3]","Phenotypic Feature","SDOH","SDOHO Determinant","S","54817-2","2023-09-29","2099-12-31",
,"Arable Land Zone","Observation","OMOP GIS","Location","S","OMOP5181890","2023-09-29","2099-12-31",
,"Architecture And Engineering Occupation","Phenotypic Feature","SDOH","SDOHO Determinant","S","720","2023-09-29","2099-12-31",
,"Arts And Design And Entertainment And Sports And Media Occupation","Phenotypic Feature","SDOH","SDOHO Determinant","S","727","2023-09-29","2099-12-31",
,"Asian","Phenotypic Feature","SDOH","SDOHO Value",,"130","2023-09-29","2099-12-31",
,"Asian, Not Hispanic Or Latino Persons Estimate","Phenotypic Feature","SDOH","SVI Item","S","E_ASIAN","2023-09-29","2099-12-31",
,"Asian, Not Hispanic Or Latino Persons Estimate Moe","Phenotypic Feature","SDOH","SVI Item","S","M_ASIAN","2023-09-29","2099-12-31",
,"Associate Degree","Phenotypic Feature","SDOH","SDOHO Value",,"551","2023-09-29","2099-12-31",
,"At Household Level (Occupied Housing Units), More People Than Rooms Estimate","Phenotypic Feature","SDOH","SVI Item","S","E_CROWD","2023-09-29","2099-12-31",
,"At Household Level (Occupied Housing Units), More People Than Rooms Estimate Moe","Phenotypic Feature","SDOH","SVI Item","S","M_CROWD","2023-09-29","2099-12-31",
,"Atmospheric Monitoring Station","Observation","OMOP GIS","Location","S","OMOP5182074","2023-09-29","2099-12-31",
,"Attainment","Phenotypic Feature","SDOH","AHRQ Determinant","S","OMOP5182037","2023-09-29","2099-12-31",
,"Attainment in Population","Phenotypic Feature","SDOH","SDOH Determinant","S","OMOP5182149","2023-09-29","2099-12-31",
,"Attention-Deficit/Hyperactivity Disorder (Adhd)","Phenotypic Feature","SDOH","SDOH Determinant","S","OMOP5181870","2023-09-29","2099-12-31",
,"Autism Spectrum Disorder","Phenotypic Feature","SDOH","SDOH Determinant","S","OMOP5181897","2023-09-29","2099-12-31",
,"Availability Of Spaces For Physical Activity","Phenotypic Feature","SDOH","SDOH Construct","S","OMOP5181877","2023-09-29","2099-12-31",
,"Average Acuity Index Of The Nursing Home Residents In The County","Phenotypic Feature","SDOH","AHRQ Item","S","LTC_AVG_ACUITY_INDEX","2023-09-29","2099-12-31",
,"Average Adjusted Hours Per Day Of Total Nurse Staff (Rn+Lpn+Aide) Per Reporting Facility","Phenotypic Feature","SDOH","AHRQ Item","S","NHC_AVG_ADJ_NURSE_STAFF","2023-09-29","2099-12-31",
,"Average Age Of Residents Present In A Nursing Home On The 1st Thursday Of April Within A County","Phenotypic Feature","SDOH","AHRQ Item","S","LTC_AVG_AGE","2023-09-29","2099-12-31",
,"Average Distance In Miles To A Syringe Services Program","Phenotypic Feature","SDOH","AHRQ Item","S","AMFAR_AVG_DISTSSP","2023-09-29","2099-12-31",
,"Average Distance In Miles To Treatment Facilities With At Least One Form Of Medication Assisted Treatment","Phenotypic Feature","SDOH","AHRQ Item","S","AMFAR_AVG_DISTMAT","2023-09-29","2099-12-31",
,"Average Hours Per Day Of Licensed Staff (Rn+Lpn) Per Reporting Facility","Phenotypic Feature","SDOH","AHRQ Item","S","NHC_AVG_LIC_STAFF","2023-09-29","2099-12-31",
,"Average Household Size","Phenotypic Feature","SDOH","AHRQ Item","S","ACS_AVG_HH_SIZE","2023-09-29","2099-12-31",
,"Average Life Expectancy In Years","Phenotypic Feature","SDOH","AHRQ Item","S","CHR_AVG_LIFE_EXPEC","2023-09-29","2099-12-31",
,"Average Monthly Snap Benefits Redeemed Per Capita (Dollar)","Phenotypic Feature","SDOH","AHRQ Item","S","FEA_SNAP_BENEFITS_PER_CAPITA","2023-09-29","2099-12-31",
,"Average Observed Median Length Of Stay In The County","Phenotypic Feature","SDOH","AHRQ Item","S","LTC_AVG_OBS_MEDIAN_LOS","2023-09-29","2099-12-31",
,"Average Percentage Of High-Risk Long-Stay Nursing Home Residents With Pressure Ulcers In The County","Phenotypic Feature","SDOH","AHRQ Item","S","LTC_AVG_PCT_PRESSURE_ULCER","2023-09-29","2099-12-31",
,"Average Percentage Of Nursing Home Residents In The County Whose Primary Support Is Medicaid","Phenotypic Feature","SDOH","AHRQ Item","S","LTC_AVG_PCT_MEDICAID","2023-09-29","2099-12-31",
,"Average Percentage Of Nursing Home Residents In The County Whose Primary Support Is Medicare","Phenotypic Feature","SDOH","AHRQ Item","S","LTC_AVG_PCT_MEDICARE","2023-09-29","2099-12-31",
,"Average Percentage Of Patient Days In A Calendar Year That Were Private Pay In The County","Phenotypic Feature","SDOH","AHRQ Item","S","LTC_AVG_PCT_PVT_PATIENT_DAYS","2023-09-29","2099-12-31",
,"Average Percentage Of Residents Present In A Nursing Home On The 1st Thursday Of April Within The County Who Are Black","Phenotypic Feature","SDOH","AHRQ Item","S","LTC_PCT_RESD_BLACK","2023-09-29","2099-12-31",
,"Average Percentage Of Residents Present In A Nursing Home On The 1st Thursday Of April Within The County Who Are Hispanic","Phenotypic Feature","SDOH","AHRQ Item","S","LTC_PCT_RESD_HISPANIC","2023-09-29","2099-12-31",
,"Average Percentage Of Residents Present In A Nursing Home On The 1st Thursday Of April Within The County Who Are White","Phenotypic Feature","SDOH","AHRQ Item","S","LTC_PCT_RESD_WHITE","2023-09-29","2099-12-31",
,"Average Rehospitalization Rate In The County","Phenotypic Feature","SDOH","AHRQ Item","S","LTC_AVG_OBS_REHOSP_RATE","2023-09-29","2099-12-31",
,"Average Reported Hours Per Day Of Total Nurse Staff (Rn+Lpn+Aide) Per Reporting Facility","Phenotypic Feature","SDOH","AHRQ Item","S","NHC_AVG_REP_NURSE_STAFF","2023-09-29","2099-12-31",
,"Average Successful Discharge Rate In The County","Phenotypic Feature","SDOH","AHRQ Item","S","LTC_AVG_OBS_SUCCESSFUL_DISC_RATE","2023-09-29","2099-12-31",
,"Bachelor'S Degree","Phenotypic Feature","SDOH","SDOHO Value",,"548","2023-09-29","2099-12-31",
,"Behavior Cessation","Phenotypic Feature","SDOH","SDOHO Construct","S","650","2023-09-29","2099-12-31",
,"Behavior Change","Phenotypic Feature","SDOH","SDOHO Construct","S","63","2023-09-29","2099-12-31",
,"Behavior Growth","Phenotypic Feature","SDOH","SDOHO Construct","S","652","2023-09-29","2099-12-31",
,"Behavior Reduction","Phenotypic Feature","SDOH","SDOHO Construct","S","651","2023-09-29","2099-12-31",
,"Behavioral And Emotional Disorders In Childhood","Phenotypic Feature","SDOH","SDOH Construct","S","OMOP5182172","2023-09-29","2099-12-31",
,"Beyond [specific distance]","Observation","OMOP GIS","Geometry Relationship","S","OMOP5182019","2023-09-29","2099-12-31",
,"Biodiversity Hotspot","Observation","OMOP GIS","Location","S","OMOP5181902","2023-09-29","2099-12-31",
,"Biological Sex","Phenotypic Feature","SDOH","SDOHO Determinant","S","70","2023-09-29","2099-12-31",
,"Bipolar Disorder","Phenotypic Feature","SDOH","SDOH Determinant","S","OMOP5182061","2023-09-29","2099-12-31",
,"Bisexuality","Phenotypic Feature","SDOH","SDOHO Value",,"857","2023-09-29","2099-12-31",
,"Black","Phenotypic Feature","SDOH","SDOHO Value",,"356","2023-09-29","2099-12-31",
,"Black Or African American","Phenotypic Feature","SDOH","SDOHO Value",,"125","2023-09-29","2099-12-31",
,"Black/African American, Not Hispanic Or Latino Persons Estimate","Phenotypic Feature","SDOH","SVI Item","S","E_AFAM","2023-09-29","2099-12-31",
,"Black/African American, Not Hispanic Or Latino Persons Estimate Moe","Phenotypic Feature","SDOH","SVI Item","S","M_AFAM","2023-09-29","2099-12-31",
,"Borough","Observation","OMOP GIS","Location","S","OMOP5182015","2023-09-29","2099-12-31",
,"Buffer zone","Observation","OMOP GIS","Location","S","OMOP5182070","2023-09-29","2099-12-31",
,"Building And Ground Cleaning And Maintenance Occupation","Phenotypic Feature","SDOH","SDOHO Determinant","S","687","2023-09-29","2099-12-31",
,"Business And Financial Operation Occupation","Phenotypic Feature","SDOH","SDOHO Determinant","S","455","2023-09-29","2099-12-31",
,"Caffeine Use","Phenotypic Feature","SDOH","SDOH Determinant","S","OMOP5181913","2023-09-29","2099-12-31",
,"Canton","Observation","OMOP GIS","Location","S","OMOP5182170","2023-09-29","2099-12-31",
,"Census","Phenotypic Feature","SDOH","SDOH Geo Item","S","OMOP5181973","2023-09-29","2099-12-31",
,"Census Block","Observation","OMOP GIS","Location","S","OMOP5181940","2023-09-29","2099-12-31",
,"Census Block Group","Observation","OMOP GIS","Location","S","OMOP5182087","2023-09-29","2099-12-31",
,"Census Division","Observation","OMOP GIS","Location","S","OMOP5182097","2023-09-29","2099-12-31",
,"Census Region Name","Phenotypic Feature","SDOH","SVI Geo Item","S","REGION","2023-09-29","2099-12-31",
,"Census Tract","Observation","OMOP GIS","Location","S","OMOP5182184","2023-09-29","2099-12-31",
,"Characteristics Of Health Care Facilities","Phenotypic Feature","SDOH","AHRQ Construct","S","OMOP5181916","2023-09-29","2099-12-31",
,"Characteristics Of Health Care Facilities in Population","Phenotypic Feature","SDOH","SDOH Determinant","S","OMOP5182080","2023-09-29","2099-12-31",
,"Characteristics Of Health Care Providers","Phenotypic Feature","SDOH","AHRQ Construct","S","OMOP5182111","2023-09-29","2099-12-31",
,"Characteristics Of Health Care Providers in Population","Phenotypic Feature","SDOH","SDOH Determinant","S","OMOP5182158","2023-09-29","2099-12-31",
,"Charity","Phenotypic Feature","SDOH","SDOHO Determinant","S","612","2023-09-29","2099-12-31",
,"Chemical Disaster Recovery Zone","Observation","OMOP GIS","Location","S","OMOP5181911","2023-09-29","2099-12-31",
,"Chemical Factory Zone","Observation","OMOP GIS","Location","S","OMOP5182133","2023-09-29","2099-12-31",
,"Chemical Spill Zone","Observation","OMOP GIS","Location","S","OMOP5182016","2023-09-29","2099-12-31",
,"Child Care Cost","Phenotypic Feature","SDOH","SDOHO Determinant","S","700","2023-09-29","2099-12-31",
,"Child Parent Relationship","Phenotypic Feature","SDOH","SDOHO Determinant","S","841","2023-09-29","2099-12-31",
,"Childcare Worker","Phenotypic Feature","SDOH","SDOHO Value",,"321","2023-09-29","2099-12-31",
,"Children'S Health Insurance Program","Phenotypic Feature","SDOH","SDOHO Determinant","S","593","2023-09-29","2099-12-31",
,"Cisgender","Phenotypic Feature","SDOH","SDOHO Value",,"111","2023-09-29","2099-12-31",
,"Citizenship","Phenotypic Feature","SDOH","SDOH Determinant","S","OMOP5182113","2023-09-29","2099-12-31",
,"City","Observation","OMOP GIS","Location","S","OMOP5182146","2023-09-29","2099-12-31",
,"Civic Participation","Phenotypic Feature","SDOH","SDOHO Construct","S","703","2023-09-29","2099-12-31",
,"Civilian (Age 16+) Unemployed Estimate","Phenotypic Feature","SDOH","SVI Item","S","E_UNEMP","2023-09-29","2099-12-31",
,"Civilian (Age 16+) Unemployed Estimate Moe","Phenotypic Feature","SDOH","SVI Item","S","M_UNEMP","2023-09-29","2099-12-31",
,"Civilian Noninstitutionalized Population With A Disability Estimate","Phenotypic Feature","SDOH","SVI Item","S","E_DISABL","2023-09-29","2099-12-31",
,"Civilian Noninstitutionalized Population With A Disability Estimate Moe","Phenotypic Feature","SDOH","SVI Item","S","M_DISABL","2023-09-29","2099-12-31",
,"Climate","Phenotypic Feature","SDOH","SDOH Construct","S","OMOP5181880","2023-09-29","2099-12-31",
,"Clothing Cost","Phenotypic Feature","SDOH","SDOHO Determinant","S","701","2023-09-29","2099-12-31",
,"Cocaine Smoking","Phenotypic Feature","SDOH","SDOHO Determinant","S","663","2023-09-29","2099-12-31",
,"Cognitive Impairment","Phenotypic Feature","SDOH","SDOH Determinant","S","OMOP5182048","2023-09-29","2099-12-31",
