concept_id_1,concept_id_2,concept_code_1,concept_code_2,vocabulary_id_1,vocabulary_id_2,relationship_id,valid_start_date,valid_end_date,invalid_reason
2000000303,4310055.0,13,391105003,SDOH,SNOMED,Subsumes,2023-09-29,2099-12-31,
2000000303,3051356.0,13,46858-7,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,3051660.0,13,46859-5,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,3050385.0,13,46860-3,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,4165523.0,13,4751000,SDOH,SNOMED,Subsumes,2023-09-29,2099-12-31,
2000000303,35810770.0,13,6164,SDOH,UK Biobank,Subsumes,2023-09-29,2099-12-31,
2000000303,40765297.0,13,62561-6,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,40765544.0,13,62812-3,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,40765555.0,13,62823-0,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,40765562.0,13,62830-5,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,40765563.0,13,62831-3,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,40765564.0,13,62832-1,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,40765566.0,13,62834-7,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,40765568.0,13,62836-2,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,40765574.0,13,62842-0,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,40765576.0,13,62844-6,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,40765577.0,13,62845-3,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,40766588.0,13,63867-6,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,40768911.0,13,66233-8,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,40768917.0,13,66239-5,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,40768958.0,13,66281-7,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,40768963.0,13,66286-6,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,40769007.0,13,66333-6,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,44804877.0,13,770231000000109,SDOH,SNOMED,Subsumes,2023-09-29,2099-12-31,
2000000303,46235931.0,13,77242-6,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,46236003.0,13,77293-9,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36203098.0,13,77582-5,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36203106.0,13,77591-6,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36203107.0,13,77592-4,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36203108.0,13,77593-2,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36203109.0,13,77594-0,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36203110.0,13,77595-7,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,21493650.0,13,82287-4,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,21493653.0,13,82290-8,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,21493654.0,13,82291-6,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,21493655.0,13,82292-4,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,21493656.0,13,82293-2,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,21493657.0,13,82294-0,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,44808782.0,13,859981000000107,SDOH,SNOMED,Subsumes,2023-09-29,2099-12-31,
2000000303,36305959.0,13,88379-3,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36304191.0,13,88380-1,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36304809.0,13,88388-4,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36304279.0,13,88402-3,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36304455.0,13,88412-2,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36304269.0,13,88419-7,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36305842.0,13,88420-5,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36305183.0,13,88421-3,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36304917.0,13,88422-1,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36304670.0,13,88423-9,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36303258.0,13,88424-7,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36303989.0,13,88425-4,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36304351.0,13,88426-2,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36303332.0,13,88427-0,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36304707.0,13,88428-8,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36306100.0,13,88429-6,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36303644.0,13,88430-4,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36304296.0,13,88431-2,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36303379.0,13,88432-0,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36303906.0,13,88433-8,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,36304208.0,13,88434-6,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,44810782.0,13,889291000000108,SDOH,SNOMED,Subsumes,2023-09-29,2099-12-31,
2000000303,44810887.0,13,889831000000106,SDOH,SNOMED,Subsumes,2023-09-29,2099-12-31,
2000000303,36305482.0,13,89555-7,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,600771.0,13,9011000175102,SDOH,SNOMED,Subsumes,2023-09-29,2099-12-31,
2000000303,37019473.0,13,91215-4,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,37021399.0,13,91216-2,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,37020514.0,13,91227-9,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,37020418.0,13,91228-7,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,1617719.0,13,97059-0,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,1617174.0,13,97899-9,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000303,1332814.0,13,cope_s12,SDOH,PPI,Subsumes,2023-09-29,2099-12-31,
2000000303,1333264.0,13,ipaq,SDOH,PPI,Subsumes,2023-09-29,2099-12-31,
2000000100,2000001572.0,130,126,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000100,2000000100.0,130,130,SDOH,SDOH,Maps to,2023-09-29,2099-12-31,
2000000100,8515.0,130,2,SDOH,Race,Maps to,2023-09-29,2099-12-31,
2000000937,2000000936.0,132,485,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000482,2000000484.0,134,112,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000482,2000000282.0,134,449,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000482,2000000140.0,134,70,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000001732,2000001656.0,136,794,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000989,2000002223.0,142,250,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000989,2000000986.0,142,246,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000002188,2000000021.0,147,47,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000002188,2000000409.0,147,OMOP5181978,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000648,2000000236.0,15,8,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000001440,2000000367.0,151,804,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000002189,2000000484.0,153,112,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000946,2000000484.0,155,112,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000634,2000000236.0,158,8,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000001730,2000000074.0,160,659,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000001679,2000001572.0,162,126,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000360,2000000303.0,164,13,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000002245,2000001572.0,166,126,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000684,2000000367.0,168,804,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000002256,2000000289.0,170,171,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000002256,2000002255.0,170,OMOP5181936,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000289,2000000210.0,171,182,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000289,2000001686.0,171,ST_ABBR,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000289,2000000399.0,171,POINT_ZIP,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000289,2000000718.0,171,190,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000289,2000002258.0,171,ZIPCODE,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000289,2000000190.0,171,179,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000289,2000000489.0,171,OMOP5182089,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000289,2000000024.0,171,Adjacent County,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000289,2000002211.0,171,Urban/Rural Codes,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000289,2000000300.0,171,464,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000289,2000001688.0,171,STATEFIPS,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000289,2000000487.0,171,OMOP5181904,SDOH,OMOP GIS,Subsumes,2023-09-29,2099-12-31,
2000000289,2000000157.0,171,REGION,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000289,2000001692.0,171,TRACTFIPS,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000289,2000001723.0,171,TERRITORY,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000289,2000000153.0,171,OMOP5181973,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000289,2000000936.0,171,485,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000289,2000000022.0,171,175,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000289,2000002186.0,171,AREA_SQMI,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000289,2000000415.0,171,186,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000289,2000001652.0,171,OMOP5181879,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000289,2000002257.0,171,ZCTA,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000289,2000001691.0,171,COUNTYFIPS,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000289,40759935.0,171,56816-2,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000289,42538290.0,171,758638001,SDOH,SNOMED,Has component,2023-09-29,2099-12-31,
2000001664,2000001663.0,173,824,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000022,2000000289.0,175,171,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000330,2000000329.0,177,226,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000190,2000000283.0,179,218,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000190,2000000309.0,179,798,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000190,2000000289.0,179,171,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000210,2000000289.0,182,171,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000210,2000000208.0,182,OMOP5182029,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000210,4137057.0,182,413326007,SDOH,SNOMED,Subsumes,2023-09-29,2099-12-31,
2000000210,4175186.0,182,424838004,SDOH,SNOMED,Subsumes,2023-09-29,2099-12-31,
2000000210,40769035.0,182,66362-5,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000210,40770225.0,182,67613-0,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000210,40770289.0,182,67678-3,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000210,40770302.0,182,67691-6,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000210,40192414.0,182,ips_16,SDOH,PPI,Subsumes,2023-09-29,2099-12-31,
2000000210,1333334.0,182,mhqukb_g2. b,SDOH,PPI,Subsumes,2023-09-29,2099-12-31,
2000000210,1333245.0,182,mhqukb_g3.b,SDOH,PPI,Subsumes,2023-09-29,2099-12-31,
2000000210,40192493.0,182,nds_8,SDOH,PPI,Subsumes,2023-09-29,2099-12-31,
2000000333,2000000071.0,184,876,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000415,2000000289.0,186,171,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000415,2000000405.0,186,542,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000361,2000000303.0,19,13,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000718,2000000289.0,190,171,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000359,2000000303.0,192,13,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000925,2000001572.0,194,126,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000996,2000001572.0,198,126,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000915,2000001572.0,200,126,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000608,2000000294.0,204,205,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000294,2000000725.0,205,372,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000294,2000000609.0,205,209,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000294,2000000608.0,205,204,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000001715,2000000021.0,207,47,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000609,2000000294.0,209,205,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000943,2000001716.0,21,22,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000002204,2000000326.0,212,213,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000326,2000001697.0,213,252,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000326,2000001598.0,213,244,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000326,2000000991.0,213,229,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000326,2000002204.0,213,212,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000326,2000000282.0,213,449,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000326,2000000657.0,213,238,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000326,2000000285.0,213,236,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000326,4073163.0,213,224362002,SDOH,SNOMED,Subsumes,2023-09-29,2099-12-31,
2000000326,40766474.0,213,63752-0,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000326,40770471.0,213,67875-5,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000001644,2000002218.0,216,943,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000001644,2000001733.0,216,664,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000001644,2000000134.0,216,63,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000001644,2000001445.0,216,941,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000001644,2000000295.0,216,OMOP5181862,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000001644,2000000948.0,216,937,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000001644,2000001701.0,216,58,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000001644,45757366.0,216,1221000175102,SDOH,SNOMED,Subsumes,2023-09-29,2099-12-31,
2000001644,35811013.0,216,20116,SDOH,UK Biobank,Maps to,2023-09-29,2099-12-31,
2000001644,40766332.0,216,63608-4,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000001644,40766334.0,216,63610-0,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000001644,40770348.0,216,67740-1,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000001644,40770349.0,216,67741-9,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000001644,43054909.0,216,72166-2,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000001644,36659805.0,216,94157-5,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000001644,1585870.0,216,AttemptQuitSmoking_CompletelyQuitAge,SDOH,PPI,Subsumes,2023-09-29,2099-12-31,
2000001644,1585871.0,216,AttemptQuitSmoking_CompletelyQuitAgeDontKnow,SDOH,PPI,Subsumes,2023-09-29,2099-12-31,
2000001644,2617806.0,216,G8402,SDOH,HCPCS,Subsumes,2023-09-29,2099-12-31,
2000001644,2617807.0,216,G8403,SDOH,HCPCS,Subsumes,2023-09-29,2099-12-31,
2000001644,1585865.0,216,Smoking_DailySmokeStartingAgeDontKnow,SDOH,PPI,Subsumes,2023-09-29,2099-12-31,
2000001644,1585866.0,216,Smoking_DailySmokeStartingAgePreferNotToAnswer,SDOH,PPI,Subsumes,2023-09-29,2099-12-31,
2000000283,2000000605.0,218,267,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000283,2000000691.0,218,OMOP5182075,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000283,2000000363.0,218,OMOP5181970,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000283,2000000190.0,218,179,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000283,2000001652.0,218,OMOP5181879,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000283,2000000231.0,218,392,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000283,2000002240.0,218,272,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000283,2000000410.0,218,44,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000283,2000000378.0,218,OMOP5182041,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000283,2000001672.0,218,269,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000283,2000000832.0,218,OMOP5182162,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000283,2000000241.0,218,354,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000283,2000000382.0,218,585,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000283,2000001462.0,218,718,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000283,2000000379.0,218,281,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000283,2000000285.0,218,236,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000001716,2000001662.0,22,581,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000001716,2000000709.0,22,231,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000001716,2000001696.0,22,28,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000001716,2000002239.0,22,950,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000001716,2000000943.0,22,21,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000018,2000000604.0,220,196,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000018,2000000283.0,220,218,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000329,2000000330.0,226,177,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000329,2000000309.0,226,798,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000310,2000000300.0,227,464,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000310,2000000329.0,227,226,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000991,2000000326.0,229,213,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000709,2000001662.0,231,581,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000709,2000001716.0,231,22,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000709,2000001669.0,231,538,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000709,2000000369.0,231,564,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000709,2000000480.0,231,566,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000709,2000000708.0,231,517,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000481,2000000986.0,233,246,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000481,2000000326.0,233,213,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000002224,2000000020.0,235,OMOP5181960,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
