"concept_id_1","concept_id_2","concept_code_1","concept_code_2","vocabulary_id_1","vocabulary_id_2","relationship_id","valid_start_date","valid_end_date","invalid_reason"
,,"13","88426-2","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"13","88427-0","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"13","88428-8","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"13","88429-6","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"13","88430-4","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"13","88431-2","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"13","88432-0","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"13","88433-8","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"13","88434-6","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"13","889291000000108","SDOH","SNOMED","Subsumes","2023-09-29","2099-12-31",
,,"13","889831000000106","SDOH","SNOMED","Subsumes","2023-09-29","2099-12-31",
,,"13","89555-7","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"13","9011000175102","SDOH","SNOMED","Subsumes","2023-09-29","2099-12-31",
,,"13","91215-4","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"13","91216-2","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"13","91227-9","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"13","91228-7","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"13","97059-0","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"13","97899-9","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"13","cope_s12","SDOH","PPI","Subsumes","2023-09-29","2099-12-31",
,,"13","ipaq","SDOH","PPI","Subsumes","2023-09-29","2099-12-31",
,,"130","126","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"130","130","SDOH","SDOH","Maps to","2023-09-29","2099-12-31",
,,"130","2","SDOH","Race","Maps to","2023-09-29","2099-12-31",
,,"132","485","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"134","112","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"134","449","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"134","70","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"136","794","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"142","250","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"142","246","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"147","47","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"147","OMOP5181978","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"15","8","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"151","804","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"153","112","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"155","112","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"158","8","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"160","659","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"162","126","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"164","13","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"166","126","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"168","804","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"170","171","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"170","OMOP5181936","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"171","182","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"171","ST_ABBR","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"171","POINT_ZIP","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"171","190","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"171","ZIPCODE","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"171","179","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"171","OMOP5182089","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"171","Adjacent County","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"171","Urban/Rural Codes","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"171","464","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"171","STATEFIPS","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"171","OMOP5181904","SDOH","OMOP GIS","Subsumes","2023-09-29","2099-12-31",
,,"171","REGION","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"171","TRACTFIPS","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"171","TERRITORY","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"171","OMOP5181973","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"171","485","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"171","175","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"171","AREA_SQMI","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"171","186","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"171","OMOP5181879","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"171","ZCTA","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"171","COUNTYFIPS","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"171","56816-2","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"171","758638001","SDOH","SNOMED","Has component","2023-09-29","2099-12-31",
,,"173","824","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"175","171","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"177","226","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"179","218","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"179","798","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"179","171","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"182","171","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"182","OMOP5182029","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"182","413326007","SDOH","SNOMED","Subsumes","2023-09-29","2099-12-31",
,,"182","424838004","SDOH","SNOMED","Subsumes","2023-09-29","2099-12-31",
,,"182","66362-5","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"182","67613-0","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"182","67678-3","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"182","67691-6","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"182","ips_16","SDOH","PPI","Subsumes","2023-09-29","2099-12-31",
,,"182","mhqukb_g2. b","SDOH","PPI","Subsumes","2023-09-29","2099-12-31",
,,"182","mhqukb_g3.b","SDOH","PPI","Subsumes","2023-09-29","2099-12-31",
,,"182","nds_8","SDOH","PPI","Subsumes","2023-09-29","2099-12-31",
,,"184","876","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"186","171","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"186","542","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"19","13","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"190","171","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"192","13","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"194","126","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"198","126","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"200","126","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"204","205","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"205","372","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"205","209","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"205","204","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"207","47","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"209","205","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"21","22","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"212","213","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"213","252","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"213","244","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"213","229","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"213","212","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"213","449","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"213","238","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"213","236","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"213","224362002","SDOH","SNOMED","Subsumes","2023-09-29","2099-12-31",
,,"213","63752-0","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"213","67875-5","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"216","943","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"216","664","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"216","63","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"216","941","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"216","OMOP5181862","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"216","937","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"216","58","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"216","1221000175102","SDOH","SNOMED","Subsumes","2023-09-29","2099-12-31",
,,"216","20116","SDOH","UK Biobank","Maps to","2023-09-29","2099-12-31",
,,"216","63608-4","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"216","63610-0","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"216","67740-1","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"216","67741-9","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"216","72166-2","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"216","94157-5","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"216","AttemptQuitSmoking_CompletelyQuitAge","SDOH","PPI","Subsumes","2023-09-29","2099-12-31",
,,"216","AttemptQuitSmoking_CompletelyQuitAgeDontKnow","SDOH","PPI","Subsumes","2023-09-29","2099-12-31",
,,"216","G8402","SDOH","HCPCS","Subsumes","2023-09-29","2099-12-31",
,,"216","G8403","SDOH","HCPCS","Subsumes","2023-09-29","2099-12-31",
,,"216","Smoking_DailySmokeStartingAgeDontKnow","SDOH","PPI","Subsumes","2023-09-29","2099-12-31",
,,"216","Smoking_DailySmokeStartingAgePreferNotToAnswer","SDOH","PPI","Subsumes","2023-09-29","2099-12-31",
,,"218","267","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"218","OMOP5182075","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"218","OMOP5181970","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"218","179","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"218","OMOP5181879","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"218","392","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"218","272","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"218","44","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"218","OMOP5182041","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"218","269","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"218","OMOP5182162","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"218","354","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"218","585","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"218","718","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"218","281","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"218","236","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"22","581","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"22","231","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"22","28","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"22","950","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"22","21","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"220","196","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"220","218","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"226","177","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"226","798","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"227","464","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"227","226","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"229","213","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"231","581","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"231","22","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"231","538","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"231","564","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"231","566","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"231","517","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"233","246","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"233","213","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"235","OMOP5181960","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"235","350","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"235","236","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"235","365","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"235","235","SDOH","SDOH","Maps to","2023-09-29","2099-12-31",
,,"235","1105561000000108","SDOH","SNOMED","Subsumes","2023-09-29","2099-12-31",
,,"235","1105571000000101","SDOH","SNOMED","Subsumes","2023-09-29","2099-12-31",
,,"235","18781004","SDOH","SNOMED","Subsumes","2023-09-29","2099-12-31",
,,"235","273889009","SDOH","SNOMED","Subsumes","2023-09-29","2099-12-31",
,,"235","70082004","SDOH","SNOMED","Subsumes","2023-09-29","2099-12-31",
,,"235","975431000000108","SDOH","SNOMED","Subsumes","2023-09-29","2099-12-31",
,,"236","246","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"236","218","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"236","250","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"236","OMOP5182090","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"236","OMOP5182142","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"236","213","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"236","259","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"236","235","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"238","213","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"241","213","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"241","246","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"244","213","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"246","142","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"246","629","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"246","449","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"246","236","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"246","246","SDOH","SDOH","Maps to","2023-09-29","2099-12-31",
,,"246","679","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"246","672","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"246","676","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"246","14679004","SDOH","SNOMED","Maps to","2023-09-29","2099-12-31",
,,"246","85658-3","SDOH","LOINC","Subsumes","2023-09-29","2099-12-31",
,,"248","213","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"250","692","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"250","236","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"250","142","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"252","213","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"259","809","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"259","236","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"26","13","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"267","218","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
,,"267","580","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"267","613","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"267","612","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"269","E_UNINSUR","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"269","EP_NOHSDP","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"269","EPL_UNEMP","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"269","EP_UNINSUR","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"269","MP_HBURD","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"269","F_NOHSDP","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"269","EP_UNEMP","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"269","F_UNINSUR","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"269","E_UNEMP","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"269","M_POV150","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"269","MP_UNEMP","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"269","E_POV150","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"269","MP_NOHSDP","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"269","EPL_POV150","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"269","E_NOHSDP","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"269","EPL_NOHSDP","SDOH","SDOH","Subsumes","2023-09-29","2099-12-31",
,,"269","218","SDOH","SDOH","Is a","2023-09-29","2099-12-31",
