variable_source_id,geom_dependency_uuid,variable_name,variable_desc,data_source_uuid,attr_spec
37,10175,PM2.5,The Air Quality Index for the day for PM2.5,7877,"{""stage_transform"":[""dplyr::filter(staged,`Defining Parameter`=='PM2.5')"",""dplyr::mutate(staged,geom_join_column=paste0(stringr::str_pad(`State Code`,width=2,pad=0),stringr::str_pad(`County Code`,width=3,pad=0)),attr_start_date=as.Date(Date),attr_end_date=as.Date(Date),value_as_number=AQI,attr_source_value='PM2.5',value_source_value=AQI)""]}"
68,1234,NO2,The Air Quality Index for the day for NO2,7878,"{""stage_transform"":[""dplyr::filter(staged,`Defining Parameter`=='NO2')"",""dplyr::mutate(staged,geom_join_column=paste0(stringr::str_pad(`State Code`,width=2,pad=0),stringr::str_pad(`County Code`,width=3,pad=0)),attr_start_date=as.Date(Date),attr_end_date=as.Date(Date),value_as_number=AQI,attr_source_value='NO2',value_source_value=AQI)""]}"
78,1234,CO,The Air Quality Index for the day for CO,7878,"{""stage_transform"":[""dplyr::filter(staged,`Defining Parameter`=='CO')"",""dplyr::mutate(staged,geom_join_column=paste0(stringr::str_pad(`State Code`,width=2,pad=0),stringr::str_pad(`County Code`,width=3,pad=0)),attr_start_date=as.Date(Date),attr_end_date=as.Date(Date),value_as_number=AQI,attr_source_value='CO',value_source_value=AQI)""]}"
58,1234,Ozone,The Air Quality Index for the day for Ozone,7878,"{""stage_transform"":[""dplyr::filter(staged,`Defining Parameter`=='Ozone')"",""dplyr::mutate(staged,geom_join_column=paste0(stringr::str_pad(`State Code`,width=2,pad=0),stringr::str_pad(`County Code`,width=3,pad=0)),attr_start_date=as.Date(Date),attr_end_date=as.Date(Date),value_as_number=AQI,attr_source_value='Ozone',value_source_value=AQI)""]}"
48,1234,PM10,The Air Quality Index for the day for PM10,7878,"{""stage_transform"":[""dplyr::filter(staged,`Defining Parameter`=='PM10')"",""dplyr::mutate(staged,geom_join_column=paste0(stringr::str_pad(`State Code`,width=2,pad=0),stringr::str_pad(`County Code`,width=3,pad=0)),attr_start_date=as.Date(Date),attr_end_date=as.Date(Date),value_as_number=AQI,attr_source_value='PM10',value_source_value=AQI)""]}"
38,1234,PM2.5,The Air Quality Index for the day for PM2.5,7878,"{""stage_transform"":[""dplyr::filter(staged,`Defining Parameter`=='PM2.5')"",""dplyr::mutate(staged,geom_join_column=paste0(stringr::str_pad(`State Code`,width=2,pad=0),stringr::str_pad(`County Code`,width=3,pad=0)),attr_start_date=as.Date(Date),attr_end_date=as.Date(Date),value_as_number=AQI,attr_source_value='PM2.5',value_source_value=AQI)""]}"
69,10196,NO2,The Air Quality Index for the day for NO2,7879,"{""stage_transform"":[""dplyr::filter(staged,`Defining Parameter`=='NO2')"",""dplyr::mutate(staged,geom_join_column=paste0(stringr::str_pad(`State Code`,width=2,pad=0),stringr::str_pad(`County Code`,width=3,pad=0)),attr_start_date=as.Date(Date),attr_end_date=as.Date(Date),value_as_number=AQI,attr_source_value='NO2',value_source_value=AQI)""]}"
79,10196,CO,The Air Quality Index for the day for CO,7879,"{""stage_transform"":[""dplyr::filter(staged,`Defining Parameter`=='CO')"",""dplyr::mutate(staged,geom_join_column=paste0(stringr::str_pad(`State Code`,width=2,pad=0),stringr::str_pad(`County Code`,width=3,pad=0)),attr_start_date=as.Date(Date),attr_end_date=as.Date(Date),value_as_number=AQI,attr_source_value='CO',value_source_value=AQI)""]}"
59,10196,Ozone,The Air Quality Index for the day for Ozone,7879,"{""stage_transform"":[""dplyr::filter(staged,`Defining Parameter`=='Ozone')"",""dplyr::mutate(staged,geom_join_column=paste0(stringr::str_pad(`State Code`,width=2,pad=0),stringr::str_pad(`County Code`,width=3,pad=0)),attr_start_date=as.Date(Date),attr_end_date=as.Date(Date),value_as_number=AQI,attr_source_value='Ozone',value_source_value=AQI)""]}"
49,10196,PM10,The Air Quality Index for the day for PM10,7879,"{""stage_transform"":[""dplyr::filter(staged,`Defining Parameter`=='PM10')"",""dplyr::mutate(staged,geom_join_column=paste0(stringr::str_pad(`State Code`,width=2,pad=0),stringr::str_pad(`County Code`,width=3,pad=0)),attr_start_date=as.Date(Date),attr_end_date=as.Date(Date),value_as_number=AQI,attr_source_value='PM10',value_source_value=AQI)""]}"
39,10196,PM2.5,The Air Quality Index for the day for PM2.5,7879,"{""stage_transform"":[""dplyr::filter(staged,`Defining Parameter`=='PM2.5')"",""dplyr::mutate(staged,geom_join_column=paste0(stringr::str_pad(`State Code`,width=2,pad=0),stringr::str_pad(`County Code`,width=3,pad=0)),attr_start_date=as.Date(Date),attr_end_date=as.Date(Date),value_as_number=AQI,attr_source_value='PM2.5',value_source_value=AQI)""]}"
70,10207,NO2,The Air Quality Index for the day for NO2,7880,"{""stage_transform"":[""dplyr::filter(staged,`Defining Parameter`=='NO2')"",""dplyr::mutate(staged,geom_join_column=paste0(stringr::str_pad(`State Code`,width=2,pad=0),stringr::str_pad(`County Code`,width=3,pad=0)),attr_start_date=as.Date(Date),attr_end_date=as.Date(Date),value_as_number=AQI,attr_source_value='NO2',value_source_value=AQI)""]}"
80,10207,CO,The Air Quality Index for the day for CO,7880,"{""stage_transform"":[""dplyr::filter(staged,`Defining Parameter`=='CO')"",""dplyr::mutate(staged,geom_join_column=paste0(stringr::str_pad(`State Code`,width=2,pad=0),stringr::str_pad(`County Code`,width=3,pad=0)),attr_start_date=as.Date(Date),attr_end_date=as.Date(Date),value_as_number=AQI,attr_source_value='CO',value_source_value=AQI)""]}"
60,10207,Ozone,The Air Quality Index for the day for Ozone,7880,"{""stage_transform"":[""dplyr::filter(staged,`Defining Parameter`=='Ozone')"",""dplyr::mutate(staged,geom_join_column=paste0(stringr::str_pad(`State Code`,width=2,pad=0),stringr::str_pad(`County Code`,width=3,pad=0)),attr_start_date=as.Date(Date),attr_end_date=as.Date(Date),value_as_number=AQI,attr_source_value='Ozone',value_source_value=AQI)""]}"
50,10207,PM10,The Air Quality Index for the day for PM10,7880,"{""stage_transform"":[""dplyr::filter(staged,`Defining Parameter`=='PM10')"",""dplyr::mutate(staged,geom_join_column=paste0(stringr::str_pad(`State Code`,width=2,pad=0),stringr::str_pad(`County Code`,width=3,pad=0)),attr_start_date=as.Date(Date),attr_end_date=as.Date(Date),value_as_number=AQI,attr_source_value='PM10',value_source_value=AQI)""]}"
40,10207,PM2.5,The Air Quality Index for the day for PM2.5,7880,"{""stage_transform"":[""dplyr::filter(staged,`Defining Parameter`=='PM2.5')"",""dplyr::mutate(staged,geom_join_column=paste0(stringr::str_pad(`State Code`,width=2,pad=0),stringr::str_pad(`County Code`,width=3,pad=0)),attr_start_date=as.Date(Date),attr_end_date=as.Date(Date),value_as_number=AQI,attr_source_value='PM2.5',value_source_value=AQI)""]}"
225,1234,F_UNEMP,"Flag - the percentage of civilian unemployed is in the 90th percentile (1 = yes, 0 = no)",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=F_UNEMP,attr_source_value='F_UNEMP',value_source_value=F_UNEMP)""]}"
170,1234,MP_POV,Percentage of persons below poverty estimate MOE,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=MP_POV,attr_source_value='MP_POV',value_source_value=MP_POV)""]}"
236,1234,F_THEME3,Sum of flags for Minority Status/Languag e theme,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=F_THEME3,attr_source_value='F_THEME3',value_source_value=F_THEME3)""]}"
228,1234,F_THEME1,Sum of flags for Socioeconomic Status theme,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=F_THEME1,attr_source_value='F_THEME1',value_source_value=F_THEME1)""]}"
216,1234,EPL_MOBILE,Percentile percentage mobile homes estimate,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EPL_MOBILE,attr_source_value='EPL_MOBILE',value_source_value=EPL_MOBILE)""]}"
206,1234,EPL_AGE17,Percentile percentage of persons aged 17 and younger estimate,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EPL_AGE17,attr_source_value='EPL_AGE17',value_source_value=EPL_AGE17)""]}"
198,1234,MP_GROUPQ,"Percentage of persons in group quarters estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=MP_GROUPQ,attr_source_value='MP_GROUPQ',value_source_value=MP_GROUPQ)""]}"
137,1234,E_HH,"Households estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=E_HH,attr_source_value='E_HH',value_source_value=E_HH)""]}"
142,1234,M_UNEMP,"Civilian (age 16+) unemployed estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=M_UNEMP,attr_source_value='M_UNEMP',value_source_value=M_UNEMP)""]}"
219,1234,EPL_GROUPQ,Percentile percentage of persons in group quarters estimate,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EPL_GROUPQ,attr_source_value='EPL_GROUPQ',value_source_value=EPL_GROUPQ)""]}"
201,1234,EPL_PCI,Percentile per capita income estimate,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EPL_PCI,attr_source_value='EPL_PCI',value_source_value=EPL_PCI)""]}"
186,1234,MP_MINRTY,"Percentage minority (all persons except white, non- Hispanic) estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=MP_MINRTY,attr_source_value='MP_MINRTY',value_source_value=MP_MINRTY)""]}"
174,1234,MP_PCI,"Per capita income estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=MP_PCI,attr_source_value='MP_PCI',value_source_value=MP_PCI)""]}"
223,1234,RPL_THEMES,Overall percentile ranking,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=RPL_THEMES,attr_source_value='RPL_THEMES',value_source_value=RPL_THEMES)""]}"
199,1234,EPL_POV,Percentile Percentage of persons below poverty estimate,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EPL_POV,attr_source_value='EPL_POV',value_source_value=EPL_POV)""]}"
192,1234,MP_MOBILE,Percentage of mobile homes estimate MOE,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=MP_MOBILE,attr_source_value='MP_MOBILE',value_source_value=MP_MOBILE)""]}"
132,1234,AREA_SQMI,Tract area in square miles,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=AREA_SQMI,attr_source_value='AREA_SQMI',value_source_value=AREA_SQMI)""]}"
178,1234,MP_AGE65,"Percentage of persons aged 65 and older estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=MP_AGE65,attr_source_value='MP_AGE65',value_source_value=MP_AGE65)""]}"
229,1234,F_AGE65,"Flag - the percentage of persons aged 65 and older is in the 90th percentile (1 = yes, 0 = no)",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=F_AGE65,attr_source_value='F_AGE65',value_source_value=F_AGE65)""]}"
221,1234,RPL_THEME4,Percentile ranking for Housing Type/ Transportation theme,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=RPL_THEME4,attr_source_value='RPL_THEME4',value_source_value=RPL_THEME4)""]}"
145,1234,E_NOHSDP,"Persons (age 25+) with no high school diploma estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=E_NOHSDP,attr_source_value='E_NOHSDP',value_source_value=E_NOHSDP)""]}"
231,1234,F_DISABL,"Flag - the percentage of persons with a disability is in the 90th percentile (1 = yes, 0 = no)",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=F_DISABL,attr_source_value='F_DISABL',value_source_value=F_DISABL)""]}"
218,1234,EPL_NOVEH,Percentile percentage households with no vehicle available estimate,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EPL_NOVEH,attr_source_value='EPL_NOVEH',value_source_value=EPL_NOVEH)""]}"
237,1234,F_MUNIT,"Flag - the percentage of households in multi-unit housing is in the 90th percentile (1 = yes, 0 = no)",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=F_MUNIT,attr_source_value='F_MUNIT',value_source_value=F_MUNIT)""]}"
214,1234,RPL_THEME3,Percentile ranking for Minority Status/Languag e theme,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=RPL_THEME3,attr_source_value='RPL_THEME3',value_source_value=RPL_THEME3)""]}"
222,1234,SPL_THEMES,Sum of series themes,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=SPL_THEMES,attr_source_value='SPL_THEMES',value_source_value=SPL_THEMES)""]}"
160,1234,M_MUNIT,"Housing in structures with 10 or more units estimate MOE, 2014- 2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=M_MUNIT,attr_source_value='M_MUNIT',value_source_value=M_MUNIT)""]}"
179,1234,EP_AGE17,"Percentage of persons aged 17 and younger estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EP_AGE17,attr_source_value='EP_AGE17',value_source_value=EP_AGE17)""]}"
155,1234,E_MINRTY,"Minority (all persons except white, non- Hispanic) estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=E_MINRTY,attr_source_value='E_MINRTY',value_source_value=E_MINRTY)""]}"
146,1234,M_NOHSDP,"Persons (age 25+) with no high school diploma estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=M_NOHSDP,attr_source_value='M_NOHSDP',value_source_value=M_NOHSDP)""]}"
162,1234,M_MOBILE,"Mobile homes estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=M_MOBILE,attr_source_value='M_MOBILE',value_source_value=M_MOBILE)""]}"
150,1234,M_AGE17,"Persons aged 17 and younger estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=M_AGE17,attr_source_value='M_AGE17',value_source_value=M_AGE17)""]}"
243,1234,F_TOTAL,Sum of flags for the four themes,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=F_TOTAL,attr_source_value='F_TOTAL',value_source_value=F_TOTAL)""]}"
187,1234,EP_LIMENG,"Percentage of persons (age 5+) who speak English ""less than well"" estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EP_LIMENG,attr_source_value='EP_LIMENG',value_source_value=EP_LIMENG)""]}"
143,1234,E_PCI,"Per capita income estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=E_PCI,attr_source_value='E_PCI',value_source_value=E_PCI)""]}"
238,1234,F_MOBILE,"Flag - the percentage of mobile homes is in the 90th percentile (1 = yes, 0 = no)",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=F_MOBILE,attr_source_value='F_MOBILE',value_source_value=F_MOBILE)""]}"
164,1234,M_CROWD,"At household level (occupied housing units), more people than rooms estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=M_CROWD,attr_source_value='M_CROWD',value_source_value=M_CROWD)""]}"
210,1234,RPL_THEME2,Percentile ranking for Household Composition theme summary,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=RPL_THEME2,attr_source_value='RPL_THEME2',value_source_value=RPL_THEME2)""]}"
196,1234,MP_NOVEH,Percentage of households with no vehicle available estimate MOE,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=MP_NOVEH,attr_source_value='MP_NOVEH',value_source_value=MP_NOVEH)""]}"
158,1234,M_LIMENG,"Persons (age 5+) who speak English ""less than well"" estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=M_LIMENG,attr_source_value='M_LIMENG',value_source_value=M_LIMENG)""]}"
215,1234,EPL_MUNIT,Percentile percentage housing in structures with 10 or more units estimate,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EPL_MUNIT,attr_source_value='EPL_MUNIT',value_source_value=EPL_MUNIT)""]}"
147,1234,E_AGE65,"Persons aged 65 and older estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=E_AGE65,attr_source_value='E_AGE65',value_source_value=E_AGE65)""]}"
188,1234,MP_LIMENG,"Percentage of persons (age 5+) who speak English ""less than well"" estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=MP_LIMENG,attr_source_value='MP_LIMENG',value_source_value=MP_LIMENG)""]}"
200,1234,EPL_UNEMP,Percentile Percentage of civilian (age 16+) unemployed estimate,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EPL_UNEMP,attr_source_value='EPL_UNEMP',value_source_value=EPL_UNEMP)""]}"
134,1234,M_TOTPOP,"Population estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=M_TOTPOP,attr_source_value='M_TOTPOP',value_source_value=M_TOTPOP)""]}"
197,1234,EP_GROUPQ,"Percentage of persons in group quarters estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EP_GROUPQ,attr_source_value='EP_GROUPQ',value_source_value=EP_GROUPQ)""]}"
152,1234,M_DISABL,"Civilian noninstitutiona lized population with a disability estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=M_DISABL,attr_source_value='M_DISABL',value_source_value=M_DISABL)""]}"
177,1234,EP_AGE65,"Percentage of persons aged 65 and older estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EP_AGE65,attr_source_value='EP_AGE65',value_source_value=EP_AGE65)""]}"
194,1234,MP_CROWD,Percentage of occupied housing units with more people than rooms estimate MOE,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=MP_CROWD,attr_source_value='MP_CROWD',value_source_value=MP_CROWD)""]}"
135,1234,E_HU,"Housing units estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=E_HU,attr_source_value='E_HU',value_source_value=E_HU)""]}"
182,1234,MP_DISABL,"Percentage of civilian noninstitutiona lized population with a disability estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=MP_DISABL,attr_source_value='MP_DISABL',value_source_value=MP_DISABL)""]}"
217,1234,EPL_CROWD,Percentile percentage households with more people than rooms estimate,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EPL_CROWD,attr_source_value='EPL_CROWD',value_source_value=EPL_CROWD)""]}"
144,1234,M_PCI,"Per capita income estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=M_PCI,attr_source_value='M_PCI',value_source_value=M_PCI)""]}"
230,1234,F_AGE17,"Flag - the percentage of persons aged 17 and younger is in the 90th percentile (1 = yes, 0 = no)",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=F_AGE17,attr_source_value='F_AGE17',value_source_value=F_AGE17)""]}"
242,1234,F_THEME4,Sum of flags for Housing Type/ Transportation theme,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=F_THEME4,attr_source_value='F_THEME4',value_source_value=F_THEME4)""]}"
248,1234,E_DAYPOP,"Adjunct variable - Estimated daytime population, LandScan 2018",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=E_DAYPOP,attr_source_value='E_DAYPOP',value_source_value=E_DAYPOP)""]}"
204,1234,RPL_THEME1,Percentile ranking for Socioeconomic theme summary,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=RPL_THEME1,attr_source_value='RPL_THEME1',value_source_value=RPL_THEME1)""]}"
151,1234,E_DISABL,"Civilian noninstitutiona lized population with a disability estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=E_DISABL,attr_source_value='E_DISABL',value_source_value=E_DISABL)""]}"
161,1234,E_MOBILE,"Mobile homes estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=E_MOBILE,attr_source_value='E_MOBILE',value_source_value=E_MOBILE)""]}"
166,1234,M_NOVEH,"Households with no vehicle available estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=M_NOVEH,attr_source_value='M_NOVEH',value_source_value=M_NOVEH)""]}"
163,1234,E_CROWD,"At household level (occupied housing units), more people than rooms estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=E_CROWD,attr_source_value='E_CROWD',value_source_value=E_CROWD)""]}"
244,1234,E_UNINSUR,"Adjunct variable - Uninsured in the total civilian noninstitutiona lized population estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=E_UNINSUR,attr_source_value='E_UNINSUR',value_source_value=E_UNINSUR)""]}"
203,1234,SPL_THEME1,Sum of series for Socioeconomic theme,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=SPL_THEME1,attr_source_value='SPL_THEME1',value_source_value=SPL_THEME1)""]}"
